year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
2018, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,426.0,146.7,78.2
2018, EAV-161003-G, Aqueous concentrates cont. hazardous substances,62.0,7.2,6.7
2018, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",17.0,11.8,10.2
2018, EAV-161103-G," Other linings,refractories from metall. processes",69.0,44.7,44.1
2018, EAV-161105-G,"Linings, refractories from non-metal. processes",117.0,19.0,17.1
2018, EAV-17, Construction and demolition wastes,13163.0,9801.5,8798.4
2018, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1725.0,889.0,860.1
2018, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4537.0,1056.5,862.6
2018, EAV-170301-G, Bituminous mixtures containing coal tar,3358.0,3719.7,3293.9
2018, EAV-170303-G, Coal tar and tarred products,1364.0,219.9,153.1
2018, EAV-170409-G, Metal waste contaminated with hazardous substances,198.0,11.1,10.8
2018, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",269.0,11.5,8.8
2018, EAV-170503-G, Soil and stones containing hazardous substances,2178.0,2694.6,2564.7
2018, EAV-170505-G, Dredging spoil containing hazardous substances,38.0,24.6,24.6
2018, EAV-170507-G, Track ballast containing hazardous substances,85.0,197.4,191.7
2018, EAV-170601-G, insulation materials containing asbestos,293.0,11.2,9.6
2018, EAV-170603-G, Other insulation materials,2766.0,254.7,203.9
2018, EAV-170605-G, Construction materials containing asbestos,3829.0,665.3,574.6
2018, EAV-170801-G,Gypsum-based construction materials contaminated,11.0,0.2,0.2
2018, EAV-170901-G, Construction and demolition wastes cont. mercury,3.0,2.6,2.6
2018, EAV-170902-G, Construction and demolition wastes containing PCB,187.0,6.0,5.8
2018, EAV-170903-G, Other construction and demolition wastes,359.0,37.2,31.4
2018, EAV-18, Wastes from human or animal health care,258.0,27.9,22.2
2018, EAV-180103-G, Wastes (special requirements to prevent infection),191.0,22.0,17.6
2018, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,34.0,0.5,0.5
2018, EAV-180108-G, Cytotoxic and cytostatic medicines,73.0,4.0,3.1
2018, EAV-180110-G, Amalgam waste from dental care,39.0,0.1,0.1
2018, EAV-180202-G, Wastes (special requirements to prevent infection),53.0,1.3,0.9
2018, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,0.0,0.0,0.0
2018, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
2018, EAV-19, Wastes from waste management facilities etc.,1644.0,6451.5,2824.5
2018, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",29.0,52.8,42.0
2018, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",35.0,66.3,20.2
2018, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",123.0,695.6,306.2
2018, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",22.0,7.1,2.3
2018, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",97.0,613.5,306.6
2018, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",121.0,616.1,380.9
2018, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",36.0,66.9,31.0
2018, EAV-190117-G, Pyrolysis wastes containing hazardous substances,10.0,0.6,0.6
2018, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,103.0,719.8,163.3
2018, EAV-190205-G, Sludges from physico/chemical treatment,356.0,530.4,259.6
2018, EAV-190207-G, Oil and concentrates from separation,198.0,165.0,99.0
2018, EAV-190208-G, Liquid combustible wastes cont. haza. substances,48.0,124.0,31.9
2018, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,7.0,2.5,2.2
2018, EAV-190211-G, Other wastes containing hazardous substances,28.0,12.2,10.0
2018, EAV-190304-G," Wastes marked as hazardous, partially stabilized",9.0,91.1,33.9
2018, EAV-190306-G," Wastes marked as hazardous, solidified",16.0,392.6,55.1
2018, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
2018, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
2018, EAV-190702-G, Landfill leachate containing hazardous substances,69.0,235.1,128.7
2018, EAV-190806-G, Saturated or spent ion exchange resins,36.0,0.5,0.5
2018, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
2018, EAV-190808-G, Membrane system waste containing heavy metals,6.0,16.3,7.3
2018, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",8.0,0.4,0.4
2018, EAV-190811-G, Sludges from bio. treat. of industrial waste water,32.0,144.6,137.1
2018, EAV-190813-G, Sludges from other treat.of industrial waste water,246.0,142.8,134.7
2018, EAV-191003-G, Fluff-light fraction and dust,12.0,4.8,3.3
2018, EAV-191005-G, Other fractions containing hazardous substances,7.0,4.2,1.6
2018, EAV-191101-G, Oil regeneration: Spent filter clays,11.0,2.8,2.6
2018, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
2018, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,6.0,1.5,1.0
2018, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
2018, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,12.0,0.7,0.7
2018, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
2018, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,284.0,821.6,327.2
2018, EAV-191211-G, Other wastes (including mixtures of materials),226.0,711.9,284.5
2018, EAV-191301-G, Solid wastes from soil remediation,31.0,142.8,46.5
2018, EAV-191303-G, Sludges from soil remediation,6.0,63.2,0.0
2018, EAV-191305-G, Sludges from groundwater remediation,25.0,0.9,0.8
2018, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",22.0,0.7,0.6
2018, EAV-20," Municipal wastes (household wastes, similar wastes)",762.0,113.4,75.4
2018, EAV-200113-G, Solvents,273.0,9.9,7.5
2018, EAV-200114-G, acids,244.0,1.7,1.1
2018, EAV-200115-G, alkalines,235.0,1.8,1.4
2018, EAV-200117-G, Photochemicals,153.0,0.4,0.3
2018, EAV-200119-G, Pesticides,268.0,2.4,1.7
2018, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,206.0,2.2,2.1
2018, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,85.0,2.8,2.3
2018, EAV-200126-G, Oil and fat (except 200125),77.0,1.3,1.0
2018, EAV-200127-G,"Paint, inks, adhesives and resins",354.0,21.3,16.2
2018, EAV-200129-G, Detergents containing hazardous substances,89.0,1.1,0.9
2018, EAV-200131-G, Cytotoxic and cytostatic medicines,4.0,0.0,0.0
2018, EAV-200133-G, Batteries and accumulators (160601-160603),86.0,1.9,1.8
2018, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",130.0,29.8,12.6
2018, EAV-200137-G, Wood containing hazardous substances,120.0,36.9,26.4
2019, EAV-01," Wastes resulting from exploration, mining of minerals",32.0,61.9,53.3
2019, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
2019, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
2019, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
2019, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",6.0,46.8,46.8
2019, EAV-010505-G, Oil-containing drilling muds and wastes,20.0,11.7,3.1
2019, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",8.0,3.3,3.3
2019, EAV-02," Wastes from agriculture, horticulture, forestry etc.",67.0,1.8,1.4
2019, EAV-020108-G, Agrochemical waste containing hazardous substances,67.0,1.8,1.4
2019, EAV-03,Wastes from wood processing etc.,21.0,0.4,0.4
2019, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",4.0,0.2,0.2
2019, EAV-030201-G, Non-halogenated organic wood preservatives,7.0,0.1,0.1
2019, EAV-030202-G, Organochlorinated wood preservatives,5.0,0.1,0.1
2019, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
2019, EAV-030204-G, Inorganic wood preservatives,3.0,0.0,0.0
2019, EAV-030205-G, Other wood preservatives cont. hazardous subst.,3.0,0.0,0.0
2019, EAV-04," Wastes from the leather, fur, textile industries",10.0,0.4,0.4
2019, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
2019, EAV-040214-G, Wastes from finishing containing organic solvents,0.0,0.0,0.0
2019, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,7.0,0.3,0.3
2019, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0.0,0.0,0.0
2019, EAV-05," Wastes from petrol. refining, natural gas purification.",132.0,52.9,50.9
2019, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
2019, EAV-050103-G, Petroleum refining: Tank bottom sludges,45.0,21.3,20.0
2019,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
2019, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
2019, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,56.0,15.3,15.1
2019, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
2019, EAV-050108-G, Petroleum refining: Other tars,4.0,0.4,0.4
2019, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,9.0,10.0,9.9
2019, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
2019, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
2019, EAV-050115-G, Petroleum refining: Spent filter clays,8.0,0.6,0.3
2019, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
2019, EAV-050603-G, Pyrolytic treatment of coal: Other tars,33.0,4.7,4.6
2019, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7.0,0.2,0.2
2019, EAV-06, Wastes from inorganic chemical processes,954.0,349.9,301.4
2019, EAV-060101-G, Sulfuric acid and sulphurous acid,174.0,133.5,129.8
2019, EAV-060102-G, hydrochloric acid,43.0,7.6,7.0
2019, EAV-060103-G, hydrofluoric acid,7.0,0.1,0.1
2019,EAV-060104-G, Phosphoric and phosphorous acid,43.0,3.3,3.0
2019, EAV-060105-G, Nitric acid and nitrous acid,51.0,1.4,1.4
2019, EAV-060106-G, Other acids,221.0,24.3,20.3
2019, EAV-060201-G, calcium hydroxide,17.0,1.3,1.3
2019, EAV-060203-G, Ammonium hydroxide,53.0,2.6,1.5
2019, EAV-060204-G, Sodium and potassium hydroxide,58.0,16.5,13.5
2019, EAV-060205-G, Other bases,226.0,17.1,15.5
2019, EAV-060311-G, Solid salts and solutions containing cyanides,28.0,0.5,0.4
2019, EAV-060313-G, Solid salts and solutions containing heavy metals,119.0,11.1,9.7
2019, EAV-060315-G, Metallicoxides containing heavy metals,35.0,3.7,3.1
2019, EAV-060403-G, Wastes containing arsenic,16.0,0.5,0.5
2019, EAV-060404-G, Wastes containing mercury,120.0,1.8,1.6
2019, EAV-060405-G, Wastes containing other heavy metals,82.0,61.3,30.7
2019, EAV-060502-G, Sludges from on-site effluent treatment,110.0,48.4,47.2
2019, EAV-060602-G, Wastes containing hazardous sulphides,4.0,0.6,0.6
2019, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
2019, EAV-060702-G, Activated carbon from chlorine production,0.0,0.0,0.0
2019, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
2019, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
2019, EAV-060802-G, Waste containing hazardous chlorocyanes,5.0,4.2,4.2
2019, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
2019, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,7.0,0.1,0.1
2019, EAV-061301-G, Inorganic plant protection products etc.,33.0,0.2,0.1
2019, EAV-061302-G, Spent activated carbon (except 060702),67.0,3.0,2.8
2019, EAV-061304-G, Wastes from asbestos processing,3.0,0.7,0.0
2019, EAV-061305-G, Soot,0.0,0.0,0.0
2019, EAV-07, Wastes from organic chemical processes,1711.0,1280.5,1221.8
2019, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",167.0,53.3,44.9
2019, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,98.0,28.4,28.0
2019, EAV-070104-G, Organic chem.: Other organic solvents etc.,341.0,120.0,108.6
2019, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,42.0,40.1,39.8
2019, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",145.0,106.5,103.9
2019, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",14.0,0.6,0.6
2019, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",38.0,11.6,11.5
2019, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,37.0,10.4,10.4
2019, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",73.0,30.1,29.1
2019, EAV-070203-G, Plastics: Organic halogenated solvents etc.,35.0,2.5,2.5
2019, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",148.0,34.8,34.1
2019, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",38.0,5.2,5.0
2019, EAV-070208-G," Plastics: Other still bottoms, reaction residues",403.0,90.2,84.8
2019, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",7.0,0.2,0.2
2019, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,47.0,6.5,6.5
2019, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14.0,1.1,0.9
2019, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,48.0,3.9,3.4
2019, EAV-070216-G, Plastics: Waste containing hazardous silicones,6.0,1.0,1.0
2019, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",27.0,4.7,4.1
2019, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,22.0,0.8,0.7
2019, EAV-070304-G, Organic dyes: Other organic solvents etc.,203.0,29.6,27.8
2019, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,5.0,1.8,1.8
2019, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",25.0,6.4,6.0
2019, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4.0,0.1,0.1
2019, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",8.0,0.4,0.4
2019, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,0.0,0.0,0.0
2019, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,20.0,34.9,34.9
2019, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,20.0,123.8,123.2
2019, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,12.0,23.0,23.0
2019, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11.0,38.9,38.9
2019, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",16.0,8.1,8.1
2019, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,6.0,0.3,0.2
2019, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",7.0,0.4,0.4
2019, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,3.0,0.3,0.3
2019, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11.0,0.6,0.5
2019, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,52.0,33.9,30.2
2019, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,41.0,10.9,10.8
2019, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,88.0,78.5,77.7
2019, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,9.0,1.2,1.2
2019, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",49.0,8.9,8.4
2019, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,6.0,0.1,0.1
2019, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18.0,2.2,2.2
2019, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,6.0,0.5,0.5
2019, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,46.0,1.7,1.7
2019, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",124.0,28.0,26.5
2019, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",24.0,0.6,0.4
2019, EAV-070604-G," Fats, soaps: Other organic solvents etc.",76.0,8.9,6.9
2019, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",3.0,0.2,0.0
2019, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",149.0,49.5,44.8
2019, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
2019, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",18.0,2.6,2.6
2019, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6.0,1.3,1.3
2019, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",153.0,79.9,74.1
2019, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,100.0,20.3,18.9
2019, EAV-070704-G, Fine chem.: Other organic solvents etc.,171.0,56.8,54.9
2019, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",33.0,12.7,12.6
2019, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80.0,54.7,54.4
2019, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",24.0,0.7,0.6
2019, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",41.0,3.3,3.3
2019, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,17.0,2.4,2.3
2019, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1348.0,205.1,174.5
2019, EAV-080111-G," Waste paint, varnish containing organic solvents",722.0,67.4,53.2
2019, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,327.0,37.3,29.2
2019, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",142.0,19.3,17.7
2019, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,172.0,23.6,22.8
2019, EAV-080119-G, Aqueous suspensions cont. paint or varnish,49.0,13.4,13.2
2019, EAV-080121-G, Waste paint or varnish remover,16.0,0.5,0.5
2019, EAV-080312-G, Waste ink containing hazardous substances,101.0,6.4,5.4
2019, EAV-080314-G, Ink sludges containing hazardous substances,57.0,4.2,4.0
2019, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
2019, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
2019, EAV-080319-G, Disperse oil,21.0,0.9,0.4
2019,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,319.0,29.2,25.7
2019, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,7.0,0.2,0.2
2019, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",13.0,0.4,0.4
2019, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",16.0,0.8,0.8
2019, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
2019, EAV-080501-G, Waste isocyanates,71.0,1.3,1.2
2019, EAV-09, Wastes from the photographic industry,160.0,13.8,10.4
2019, EAV-090101-G, Water-based developer and activator solutions,91.0,3.1,2.5
2019, EAV-090102-G, Water-based offset plate developer solutions,87.0,6.2,4.8
2019, EAV-090103-G, Solvent-based developer solutions,0.0,0.0,0.0
2019, EAV-090104-G, fixer solutions,73.0,2.5,1.7
2019, EAV-090105-G, Bleach solutions and bleach fixer solutions,36.0,1.4,1.4
2019, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
2019, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
2019, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0.0,0.0,0.0
2019,EAV-10, Wastes from thermal processes,767.0,1003.7,913.7
2019, EAV-100104-G, Oil fly ash and boiler dust,19.0,3.3,3.3
2019, EAV-100109-G, Sulfuric acid,0.0,0.0,0.0
2019, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
2019, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",57.0,53.5,53.3
2019, EAV-100116-G, Fly ash from co-incineration,35.0,30.2,26.3
2019, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,136.0,58.2,57.5
2019, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,8.0,1.9,1.9
2019, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,7.0,1.0,1.0
2019, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",74.0,212.3,211.2
2019, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",4.0,4.3,4.3
2019, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",14.0,102.8,91.0
2019, EAV-100304-G, Aluminium: Primary production slags,3.0,2.0,2.0
2019, EAV-100308-G, Aluminium: Salt slags from secondary production,12.0,304.1,255.3
2019, EAV-100309-G, Aluminium: Black dross from secondary production,0.0,0.0,0.0
2019,EAV-100315-G, Aluminium: Skimmings that are flammable etc.,50.0,42.6,32.0
2019, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,4.0,0.5,0.5
2019, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,18.0,3.2,3.1
2019, EAV-100321-G, Aluminum: Other particulates and dust,12.0,2.4,2.4
2019, EAV-100323-G, Aluminum: Solid wastes from gas treatment,24.0,20.5,18.8
