GENESIS-Tabelle: 32111-0002
Abfallentsorgung: Deutschland, Jahre, Abfallarten;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;
Deutschland;;;;;;;
;;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall
2021;EAV-061304-G;Abfälle aus der Asbestverarbeitung;-;-;-;-;-
2021;EAV-061305-G;Ofen- und Kaminruß;3;0,0;-;0,0;-
2021;EAV-061399-U;Anorganische chemische Prozesse: Abfälle a.n.g.;7;0,3;0,3;0,0;-
2021;EAV-070101-G;Org.Grundchemik.: Wässrige Waschfl., Mutterlaugen;71;96,1;34,7;58,6;2,8
2021;EAV-070103-G;Org.Grundchemik.: Halogenorg.Lösemittel, Waschfl.;33;37,0;10,0;26,6;0,4
2021;EAV-070104-G;Org.Grundchemik.: Lösemittel, Waschflüssigkeiten;81;192,5;94,0;95,9;2,7
2021;EAV-070107-G;Org.Grundchemik.: Halog.Reaktions-,Destill.rückst.;27;88,4;59,3;25,8;3,3
2021;EAV-070108-G;Org.Grundchemik.: Reaktions-,Destillationsrückst.;72;148,3;49,2;75,2;23,9
2021;EAV-070109-G;Org.Grundchemik.: Halog.Filterkuchen, Aufsaugmat.;11;0,6;0,0;0,4;0,1
2021;EAV-070110-G;Org.Grundchemik.: And. Filterkuchen, Aufsaugmat.;29;16,4;0,0;15,6;0,7
2021;EAV-070111-G;Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh);23;12,8;0,2;3,6;9,0
2021;EAV-070112-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070111);18;13,4;0,0;13,4;0,0
2021;EAV-070199-U;Organische Grundchemikalien: Abfälle a.n.g.;34;19,7;0,0;19,7;-
2021;EAV-070201-G;Kunststoffe: Wässrige Waschfl., Mutterlaugen;51;20,9;0,3;19,7;0,8
2021;EAV-070203-G;Kunststoffe: Halogenorg.Lösemittel, Waschflüssig.;23;1,9;0,3;1,5;-
2021;EAV-070204-G;Kunststoffe: organ. Lösemittel, Waschflüssigkeiten;53;27,1;4,8;21,1;1,1
2021;EAV-070207-G;Kunststoffe: Halog. Reaktions-, Destill.rückstände;21;4,7;1,6;2,9;0,2
2021;EAV-070208-G;Kunststoffe: Reaktions-, Destillationsrückstände;80;94,1;22,8;70,8;0,5
2021;EAV-070209-G;Kunststoffe: Halog. Filterkuchen, Aufsaugmat.;5;0,2;-;0,2;-
2021;EAV-070210-G;Kunststoffe: And. Filterkuchen, Aufsaugmaterialien;26;6,3;0,9;5,4;-
2021;EAV-070211-G;Kunststoffe: Schlämme (betriebseig.Abwasserbeh.);16;1,8;0,0;1,8;0,0
2021;EAV-070212-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070211);38;17,0;3,0;14,0;-
2021;EAV-070213-U;Kunststoffabfälle;267;424,5;20,2;375,9;28,4
2021;EAV-070214-G;Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.;19;2,6;0,3;2,3;-
2021;EAV-070215-U;Abfälle von Zusatzstoffen (ohne 070214);24;1,1;0,1;1,0;0,1
2021;EAV-070216-G;Kunststoffe: Gefährl. Silicone enthaltende Abfälle;8;1,0;0,7;0,3;-
2021;EAV-070217-U;Siliconhaltige Abfälle (ohne 070216);6;0,5;0,2;0,4;-
2021;EAV-070299-U;Kunststoffe, -fasern, synth. Gummi: Abfälle a.n.g.;53;55,3;13,5;34,7;7,0
2021;EAV-070301-G;Org.Farbstoffe: Wässrige Waschfl., Mutterlaugen;14;4,6;0,0;3,7;0,9
2021;EAV-070303-G;Org.Farbstoffe: Halogenorg. Lösemittel, Waschfl.;9;1,6;-;1,6;-
2021;EAV-070304-G;Org.Farbstoffe: Lösemittel, Waschflüssigkeiten;40;22,5;0,4;20,9;1,2
2021;EAV-070307-G;Org.Farbstoffe: Halog. Reaktions-, Destill.rückst.;11;1,5;0,6;1,0;-
2021;EAV-070308-G;Org.Farbstoffe: Reaktions-,Destillationsrückstände;16;4,7;0,0;4,6;-
2021;EAV-070309-G;Org.Farbstoffe: Halog. Filterkuchen, Aufsaugmat.;5;0,1;0,0;0,1;-
2021;EAV-070310-G;Org.Farbstoffe: Andere Filterkuchen, Aufsaugmat.;6;0,4;0,0;0,4;-
2021;EAV-070311-G;Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.);-;-;-;-;-
2021;EAV-070312-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070311);7;0,5;0,0;0,5;-
2021;EAV-070399-U;Organische Farbstoffe, Pigmente: Abfälle a.n.g.;5;0,2;-;0,2;0,0
2021;EAV-070401-G;Pflanzenschutzmittel:Wässrige Waschfl.,Mutterlaug.;24;28,2;4,8;22,5;0,9
2021;EAV-070403-G;Pflanzenschutzmit.: Halogenorg.Lösemittel,Waschfl.;17;63,2;12,8;50,4;-
2021;EAV-070404-G;Pflanzenschutzmittel: Organ. Lösemittel, Waschfl.;22;37,7;19,6;18,1;0,1
2021;EAV-070407-G;Pflanzenschutzmit.:Halog.Reaktions-,Destill.rückst;10;24,6;2,6;22,0;-
2021;EAV-070408-G;Pflanzenschutzmittel: Reaktions-, Destill.rückst.;12;5,9;0,5;4,8;0,6
2021;EAV-070409-G;Pflanzenschutzmittel:Halog.Filterkuchen,Aufsaugmat;6;0,2;0,0;0,2;-
2021;EAV-070410-G;Pflanzenschutzmittel: Filterkuchen, Aufsaugmat.;9;0,8;0,0;0,8;-
2021;EAV-070411-G;Pflanzenschutzm.:Schlämme(betriebseig.Abwasserbeh);6;0,2;0,1;0,2;-
2021;EAV-070412-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070411);-;-;-;-;-
2021;EAV-070413-G;Pflanzenschutzmittel: Feste Abfälle m.gefährl.St.;13;0,9;0,2;0,7;-
2021;EAV-070499-U;Pflanzenschutzmittel u.a.: Abfälle a.n.g.;4;2,7;-;0,1;2,6
2021;EAV-070501-G;Pharmazeutika: Wässrige Waschfl., Mutterlaugen;32;45,7;10,2;28,9;6,5
2021;EAV-070503-G;Pharmazeutika: Halogenorg.Lösemittel, Waschfl.;26;41,6;24,7;8,8;8,0
2021;EAV-070504-G;Pharmazeutika: organ. Lösemittel, Waschflüssigk.;41;90,7;16,6;68,3;5,8
2021;EAV-070507-G;Pharmazeutika: Halog.Reaktions-, Destill.rückst.;10;2,3;0,2;2,0;0,0
2021;EAV-070508-G;Pharmazeutika: Reaktions-,Destillationsrückstände;18;5,7;0,0;5,6;0,1
2021;EAV-070509-G;Pharmazeutika: Halog.Filterkuchen, Aufsaugmat.;9;0,6;0,3;0,1;0,3
2021;EAV-070510-G;Pharmazeutika: Filterkuchen, Aufsaugmaterialien;12;2,2;0,1;2,0;0,1
2021;EAV-070511-G;Pharmazeutika: Schlämme (betriebseig.Abwasserbeh.);3;0,1;-;0,1;0,0
2021;EAV-070512-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070511);4;1,4;-;0,5;0,9
2021;EAV-070513-G;Pharmazeutika: Feste Abfälle mit gefährl. Stoffen;17;3,0;-;1,6;1,4
2021;EAV-070514-U;Feste Abfälle (ohne 070513);30;9,4;-;9,4;-
2021;EAV-070599-U;Pharmazeutika: Abfälle a.n.g.;43;24,0;10,4;13,5;0,0
2021;EAV-070601-G;Fette, Seifen: Wässrige Waschfl., Mutterlaugen;55;21,3;0,1;21,0;0,1
2021;EAV-070603-G;Fette, Seifen: Halogenorg.Lösemittel, Waschfl.;10;0,3;0,0;0,3;-
2021;EAV-070604-G;Fette, Seifen: organ. Lösemittel, Waschflüssigk.;39;7,7;0,8;6,9;0,1
2021;EAV-070607-G;Fette, Seifen: Halog.Reaktions-, Destill.rückst.;7;0,2;-;0,2;-
2021;EAV-070608-G;Fette, Seifen: Reaktions-,Destillationsrückstände;47;41,2;2,8;38,3;-
2021;EAV-070609-G;Fette, Seifen: Halog.Filterkuchen, Aufsaugmat.;3;0,2;-;0,2;-
2021;EAV-070610-G;Fette, Seifen: Filterkuchen, Aufsaugmaterialien;18;1,4;0,0;1,4;-
2021;EAV-070611-G;Fette, Seifen: Schlämme (betriebseig.Abwasserbeh.);12;1,9;-;1,8;0,1
2021;EAV-070612-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070611);18;11,0;0,3;10,6;-
2021;EAV-070699-U;Fette, Seifen, Schmierstoffe u.a.: Abfälle a.n.g.;59;28,4;0,1;28,0;0,3
2021;EAV-070701-G;Feinchemikalien: Wässrige Waschfl., Mutterlaugen;56;73,9;20,3;53,6;0,0
2021;EAV-070703-G;Feinchemikalien: Halogenorg.Lösemittel, Waschfl.;26;19,2;9,8;8,8;0,5
2021;EAV-070704-G;Feinchemikalien: organ. Lösemittel, Waschflüssigk.;48;45,5;10,1;35,0;0,4
2021;EAV-070707-G;Feinchemikalien: Halog.Reaktions-, Destill.rückst.;15;23,3;15,5;7,7;0,2
2021;EAV-070708-G;Feinchemikalien: Reaktions-, Destillationsrückst.;42;100,6;66,7;32,9;1,0
2021;EAV-070709-G;Feinchemikalien: Halog.Filterkuchen, Aufsaugmat.;12;0,4;0,0;0,4;0,0
2021;EAV-070710-G;Feinchemikalien: Filterkuchen, Aufsaugmaterialien;22;3,5;0,4;3,1;-
2021;EAV-070711-G;Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.);12;2,4;0,3;2,0;-
2021;EAV-070712-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070711);9;1,6;0,1;1,5;-
2021;EAV-070799-U;Feinchemikalien: Abfälle a.n.g.;7;0,9;0,0;0,9;-
2021;EAV-080111-G;Farb- und Lackabfälle mit gefährlichen Stoffen;78;44,8;3,6;34,5;6,8
2021;EAV-080112-U;Farb- und Lackabfälle (ohne 080111);118;26,0;0,1;25,5;0,5
2021;EAV-080113-G;Farb- und Lackschlämme mit gefährlichen Stoffen;52;26,7;4,2;22,1;0,4
2021;EAV-080114-U;Farb- und Lackschlämme (ohne 080113);19;6,1;-;6,1;-
2021;EAV-080115-G;Farben, Lacke: Wässrige Schlämme mit gefährl. St.;40;23,8;4,9;18,4;0,5
2021;EAV-080116-U;Wässrige Schlämme (ohne 080115);70;41,9;0,6;41,2;-
2021;EAV-080117-G;Abfälle aus der Farb- oder Lackentfernung;54;19,3;0,1;19,0;0,2
2021;EAV-080118-U;Abfälle aus Farb- od. Lackentfernung (oh. 080117);27;3,4;-;3,4;-
2021;EAV-080119-G;Wässrige Suspensionen, Farben o. Lacke enthaltend;30;11,3;0,1;11,0;0,2
2021;EAV-080120-U;Wässrige Suspensionen (ohne 080119);44;10,4;0,2;10,2;-
2021;EAV-080121-G;Farb- oder Lackentfernerabfälle;6;0,5;0,0;0,5;-
2021;EAV-080199-U;Farben, Lacke: Abfälle a.n.g.;4;0,2;-;0,2;-
2021;EAV-080201-U;Abfälle von Beschichtungspulver;32;3,7;0,0;3,7;0,0
2021;EAV-080202-U;Wässrige Schlämme,keramische Werkstoffe enthaltend;17;1,0;-;1,0;-
2021;EAV-080203-U;Wässrige Suspensionen,keram. Werkstoffe enthaltend;10;1,0;-;1,0;-
2021;EAV-080299-U;Andere Beschichtungen: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-080307-U;Wässrige Schlämme, die Druckfarben enthalten;6;0,3;-;0,3;0,0
2021;EAV-080308-U;Wässrige flüssige Abfälle,d. Druckfarben enthalten;30;7,5;0,0;7,5;-
2021;EAV-080312-G;Druckfarbenabfälle mit gefährlichen Stoffen;27;3,5;0,2;3,3;-
2021;EAV-080313-U;Druckfarbenabfälle (ohne 080312);34;1,7;0,1;1,6;0,1
2021;EAV-080314-G;Druckfarbenschlämme mit gefährlichen Stoffen;15;2,2;0,1;2,1;-
2021;EAV-080315-U;Druckfarbenschlämme (ohne 080314);8;0,3;-;0,3;-
2021;EAV-080316-G;Abfälle von Ätzlösungen;-;-;-;-;-
2021;EAV-080317-G;Tonerabfälle, die gefährliche Stoffe enthalten;6;0,0;-;0,0;-
2021;EAV-080318-U;Tonerabfälle (ohne 080317);42;2,1;0,0;1,6;0,6
2021;EAV-080319-G;Dispersionsöl;-;-;-;-;-
2021;EAV-080399-U;Druckfarben: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-080409-G;Klebstoff- und Dichtmassenabfälle mit gefährl. St.;52;17,5;0,8;15,1;1,6
2021;EAV-080410-U;Klebstoff- und Dichtmassenabfälle (ohne 080409);70;10,8;1,2;9,4;0,2
2021;EAV-080411-G;Klebstoff- und dichtmassenhaltige Schlämme;4;0,1;-;0,1;-
2021;EAV-080412-U;Klebstoff- u. dichtmassenhalt. Schlämme(oh.080411);8;0,9;0,0;0,9;-
2021;EAV-080413-G;Klebst.,Dichtm.: Wässrige Schlämme m.gefährl.St.;8;0,4;0,0;0,3;-
2021;EAV-080414-U;Wässrige Schlämme (ohne 080413);27;3,6;0,1;3,5;-
2021;EAV-080415-G;Klebst.,Dichtm.:Wässrige flüssige Abf.m.gefährl.St;9;0,3;0,0;0,2;0,1
2021;EAV-080416-U;Wässrige flüssige Abfälle (ohne 080415);28;16,4;10,9;5,5;-
2021;EAV-080417-G;Klebstoffe, Dichtmassen: Harzöle;-;-;-;-;-
2021;EAV-080499-U;Klebstoffe, Dichtmassen: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-080501-G;Isocyanatabfälle;17;1,7;0,1;0,9;0,6
2021;EAV-090101-G;Entwickler und Aktivatorenlösungen auf Wasserbasis;26;1,6;0,0;1,4;0,2
2021;EAV-090102-G;Offsetdruckplatten-Entwicklerlösungen;27;3,1;0,0;3,0;0,1
2021;EAV-090103-G;Entwicklerlösungen auf Lösemittelbasis;-;-;-;-;-
2021;EAV-090104-G;Fixierbäder;20;1,3;0,0;1,1;0,2
2021;EAV-090105-G;Bleichlösungen und Bleich-Fixier-Bäder;8;1,1;-;0,8;0,3
2021;EAV-090106-G;Silberhaltige Abfälle aus Beh. fotograf. Abfälle;-;-;-;-;-
2021;EAV-090107-U;Filme und fotografische Papiere mit Silber;10;2,3;-;1,6;0,8
2021;EAV-090108-U;Filme und fotografische Papiere ohne Silber;20;0,4;-;0,4;-
2021;EAV-090110-U;Einwegkameras ohne Batterien;-;-;-;-;-
2021;EAV-090111-G;Einwegkameras mit Batterien (160601-160603);-;-;-;-;-
2021;EAV-090112-U;Einwegkameras mit Batterien (ohne 090111);-;-;-;-;-
2021;EAV-090113-G;Abfälle aus Silberrückgewinnung (ohne 090106);-;-;-;-;-
2021;EAV-090199-U;Fotografische Industrie: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-100101-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100104);213;3436,1;3044,6;391,5;-
2021;EAV-100102-U;Filterstäube aus Kohlefeuerung;42;685,5;48,7;636,8;-
2021;EAV-100103-U;Filterstäube aus Torffeuerung und Feuerung;43;49,2;-;46,5;2,7
2021;EAV-100104-G;Filterstäube und Kesselstaub aus Ölfeuerung;10;3,0;0,1;2,5;0,4
2021;EAV-100105-U;Reaktionsabfälle auf Calciumbasis in fester Form;40;617,6;260,6;349,8;7,1
2021;EAV-100107-U;Reaktionsabfälle auf Calciumbasis (Schlämme);15;10,0;0,1;9,9;-
2021;EAV-100109-G;Schwefelsäure;-;-;-;-;-
2021;EAV-100113-G;Filterstäube aus emulgierten Kohlenwasserstoffen;-;-;-;-;-
2021;EAV-100114-G;Rost- und Kesselasche, Schlacken, Kesselstaub;35;82,1;-;79,2;2,8
2021;EAV-100115-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);55;773,0;1,1;768,8;3,1
2021;EAV-100116-G;Filterstäube aus der Abfallmitverbrennung;24;29,7;-;29,3;0,4
2021;EAV-100117-U;Filterstäube aus Abfallmitverbrennung (oh.100116);39;3022,6;180,8;2834,5;7,3
2021;EAV-100118-G;Abfälle aus der Abgasbehandlung mit gefährl. St.;41;85,4;2,7;76,9;5,8
2021;EAV-100119-U;Abfälle a. Abgasbehandl.(oh.100105,100107,100118);26;9,2;0,0;7,8;1,3
2021;EAV-100120-G;Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);9;1,8;-;1,8;-
2021;EAV-100121-U;Schlämme a. betriebs.Abwasserbehandlung(oh.100120);15;7,4;0,1;7,3;-
2021;EAV-100122-G;Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;7;2,0;0,9;1,1;-
2021;EAV-100123-U;Wässrige Schlämme aus Kesselreinigung (oh.100122);7;0,4;-;0,4;-
2021;EAV-100124-U;Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;4;7,2;-;7,2;-
2021;EAV-100125-U;Abfälle aus Lagerung u. Vorbereitung von Brennst.;8;11,3;-;11,3;-
2021;EAV-100126-U;Abfälle aus der Kühlwasserbehandlung;-;-;-;-;-
2021;EAV-100199-U;Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;4;4,4;4,4;0,0;-
2021;EAV-100201-U;Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;20;555,9;290,9;229,0;36,1
2021;EAV-100202-U;Eisen-,Stahlind.: Unbearbeitete Schlacke;62;1474,7;747,8;725,5;1,3
2021;EAV-100207-G;Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;45;518,5;0,2;370,1;148,1
2021;EAV-100208-U;Abfälle aus der Abgasbehandlung (ohne 100207);34;199,3;58,5;140,8;-
2021;EAV-100210-U;Eisen-,Stahlind.: Walzzunder;44;394,3;24,8;323,5;45,9
2021;EAV-100211-G;Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;6;7,6;-;5,8;1,8
2021;EAV-100212-U;Abfälle aus der Kühlwasserbehandlung (ohne 100211);-;-;-;-;-
2021;EAV-100213-G;Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;10;147,5;73,3;70,2;4,0
2021;EAV-100214-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);4;141,5;131,6;9,9;-
2021;EAV-100215-U;Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;15;144,5;9,5;135,0;-
2021;EAV-100299-U;Eisen- und Stahlindustrie: Abfälle a.n.g.;10;31,7;4,5;12,5;14,8
2021;EAV-100302-U;Aluminium-Metallurgie: Anodenschrott;-;-;-;-;-
2021;EAV-100304-G;Aluminium-Metallurgie: Schlacken aus Erstschmelze;-;-;-;-;-
2021;EAV-100305-U;Aluminium-Metallurgie: Aluminiumoxidabfälle;8;2,9;-;2,5;0,4
2021;EAV-100308-G;Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;5;394,6;25,0;245,0;124,6
2021;EAV-100309-G;Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;-;-;-;-;-
2021;EAV-100315-G;Aluminium-Metallurgie: Abschaum (entzündlich);5;18,4;-;15,5;2,9
2021;EAV-100316-U;Abschaum (ohne 100315);7;177,4;-;121,1;56,3
2021;EAV-100317-G;Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;6;0,3;-;0,3;-
2021;EAV-100318-U;Abfälle aus der Anodenherstellung (ohne 100317);-;-;-;-;-
2021;EAV-100319-G;Aluminium-Metallurgie: Filterstaub m.gefährl.St.;10;4,1;-;2,5;1,5
2021;EAV-100320-U;Filterstaub (ohne 100319);-;-;-;-;-
2021;EAV-100321-G;Aluminium-Metallurgie: Andere Teilchen und Staub;10;2,9;0,4;2,4;0,1
2021;EAV-100322-U;Andere Teilchen und Staub (ohne 100321);-;-;-;-;-
2021;EAV-100323-G;Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;13;19,0;-;18,4;0,6
2021;EAV-100324-U;Feste Abfälle aus der Abgasbehandlung (oh. 100323);-;-;-;-;-
2021;EAV-100325-G;Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-;-;-;-
2021;EAV-100326-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);-;-;-;-;-
2021;EAV-100327-G;Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100328-U;Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-;-;-;-
2021;EAV-100329-G;Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-;-;-;-
2021;EAV-100330-U;Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-;-;-;-
2021;EAV-100399-U;Aluminium-Metallurgie: Abfälle a.n.g.;3;1,3;-;1,3;-
2021;EAV-100401-G;Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);13;146,6;12,9;133,0;0,7
2021;EAV-100402-G;Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);10;7,3;-;7,3;-
2021;EAV-100403-G;Bleimetallurgie: Calciumarsenat;-;-;-;-;-
2021;EAV-100404-G;Bleimetallurgie: Filterstaub;-;-;-;-;-
2021;EAV-100405-G;Bleimetallurgie: Andere Teilchen und Staub;6;8,6;1,9;6,7;0,0
2021;EAV-100406-G;Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;3;1,0;0,8;0,2;-
2021;EAV-100407-G;Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;3;0,5;-;0,5;-
2021;EAV-100409-G;Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100410-U;Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-;-;-;-
2021;EAV-100499-U;Bleimetallurgie: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-100501-U;Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);10;187,4;-;186,8;0,6
2021;EAV-100503-G;Zinkmetallurgie: Filterstaub;4;0,1;-;0,1;-
2021;EAV-100504-U;Zinkmetallurgie: Andere Teilchen und Staub;5;0,4;0,0;0,3;0,0
2021;EAV-100505-G;Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;-;-;-;-;-
2021;EAV-100506-G;Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-;-;-;-
2021;EAV-100508-G;Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100509-U;Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-;-;-;-
2021;EAV-100510-G;Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-;-;-;-
2021;EAV-100511-U;Krätzen, Abschaum (ohne 100510);3;0,1;-;0,1;0,0
2021;EAV-100599-U;Zinkmetallurgie: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-100601-U;Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);14;104,3;4,0;87,2;13,2
2021;EAV-100602-U;Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);4;18,9;0,2;11,2;7,4
2021;EAV-100603-G;Kupfermetallurgie: Filterstaub;5;2,6;0,0;1,1;1,6
2021;EAV-100604-U;Kupfermetallurgie: Andere Teilchen und Staub;4;8,4;-;6,3;2,1
2021;EAV-100606-G;Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;3;4,4;-;1,9;2,5
2021;EAV-100607-G;Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-;-;-;-
2021;EAV-100609-G;Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100610-U;Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-;-;-;-
2021;EAV-100699-U;Kupfermetallurgie: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-100701-U;Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);7;3,0;-;0,7;2,3
2021;EAV-100702-U;Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);5;0,2;-;0,1;0,1
2021;EAV-100703-U;Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-;-;-;-
2021;EAV-100704-U;Silbermet.u.a.: Andere Teilchen und Staub;12;1,7;0,0;0,2;1,5
2021;EAV-100705-U;Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-;-;-;-
2021;EAV-100707-G;Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100708-U;Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-;-;-;-
2021;EAV-100799-U;Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;7;1,5;-;0,1;1,4
2021;EAV-100804-U;Nichteisenmetallurgie: Teilchen und Staub;10;1,2;0,2;0,9;-
2021;EAV-100808-G;Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);3;0,2;-;0,1;0,0
2021;EAV-100809-U;Nichteisenmetallurgie: Andere Schlacken;7;19,1;-;19,1;0,0
2021;EAV-100810-G;Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);4;0,2;-;0,2;-
2021;EAV-100811-U;Krätzen, Abschaum (ohne 100810);9;4,1;0,0;3,2;0,9
2021;EAV-100812-G;Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-;-;-;-
2021;EAV-100813-U;Kohlenstoffhaltige Abfälle (ohne 100812);-;-;-;-;-
2021;EAV-100814-U;Nichteisenmetallurgie: Anodenschrott;-;-;-;-;-
2021;EAV-100815-G;Nichteisenmetallurgie: Filterstaub m.gefährl.St.;18;4,5;0,0;4,1;0,3
2021;EAV-100816-U;Filterstaub (ohne 100815);12;0,8;0,5;0,3;-
2021;EAV-100817-G;Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;3;0,0;-;0,0;0,0
2021;EAV-100818-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-;-;-;-
2021;EAV-100819-G;Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2021;EAV-100820-U;Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-;-;-;-
2021;EAV-100899-U;Nichteisenmetallurgie: Abfälle a.n.g;-;-;-;-;-
2021;EAV-100903-U;Eisen,Stahl: Ofenschlacke;81;193,1;9,0;183,9;0,2
2021;EAV-100905-G;Eisen,Stahl: Gießformen und -sande vor dem Gießen;-;-;-;-;-
2021;EAV-100906-U;Gießformen und -sande vor dem Gießen (oh.100905);47;110,5;-;110,5;-
2021;EAV-100907-G;Eisen,Stahl: Gießformen und -sande nach dem Gießen;8;3,1;-;3,1;-
2021;EAV-100908-U;Gießformen u. -sande nach dem Gießen (ohne 100907);159;1416,2;86,4;1329,1;0,7
2021;EAV-100909-G;Eisen,Stahl: Filterstaub mit gefährlichen Stoffen;27;8,0;0,0;8,0;-
2021;EAV-100910-U;Filterstaub (ohne 100909);55;67,2;6,2;61,0;0,1
2021;EAV-100911-G;Eisen,Stahl: Andere Teilchen mit gefährl. Stoffen;-;-;-;-;-
2021;EAV-100912-U;Andere Teilchen (ohne 100911);3;2,8;-;2,2;0,6
2021;EAV-100913-G;Eisen,Stahl: Abf. v. Bindemitteln mit gefährl. St.;-;-;-;-;-
2021;EAV-100914-U;Abfälle von Bindemitteln (ohne 100913);-;-;-;-;-
2021;EAV-100915-G;Eisen,Stahl: Abf. aus rissanzeigenden Substanzen;-;-;-;-;-
2021;EAV-100916-U;Abfälle aus rissanzeigenden Substanzen (oh.100915);-;-;-;-;-
2021;EAV-100999-U;Gießen von Eisen und Stahl: Abfälle a.n.g.;-;-;-;-;-
2021;EAV-101003-U;Nichteisenmetalle: Ofenschlacke;7;22,1;-;19,3;2,8
2021;EAV-101005-G;Nichteisenmet.: Gießformen, -sande vor dem Gießen;-;-;-;-;-
2021;EAV-101006-U;Gießformen und -sande vor dem Gießen (ohne 101005);10;2,5;-;2,5;-
2021;EAV-101007-G;Nichteisenmet.: Gießformen, -sande nach dem Gießen;5;2,2;-;1,0;1,1
