"Waste disposal: Germany, years, type of facility, types of waste",,,,,,,,,,,,
Elevation of waste disposal,,,,,,,,,,,,
Germany,,,,,,,,,,,,
Year Plant Type Fallout Types,,waste disposal facilities,Input from waste disposal plants,Waste generated in my own business,Waste brought in from within the country,Angel after fall from abroad,Waste disposal plants with output,Output of waste disposal systems,If for separation,Errors for evaluation,Examples of preparation procedures,Absence of others
EAV-19,"Waste from waste treatment facilities, etc",40,557.2,42.5,512.9,1.8,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),3,1.7,0,1.7,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
2021,,,,,,,,,,,,
landfills,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,65,1021.3,1004.8,16.5,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",4,0.6,0,0.6,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,5,8.4,0.2,8.3,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",3,0.5,0,0.5,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,49,201,9.3,188.5,3.1,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,10,3.8,0,3.8,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",11,1.1,0.2,0.9,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,229,8138.8,4591.6,3537,10.2,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,46,256.8,176.4,79.7,0.7,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,167,74.4,2.4,70.3,1.7,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,8,1.3,0,1.3,0,3,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",22,1.4,0.1,1.3,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,127,212.8,79.2,131.4,2.2,0,0,0,0,0,0
EAV-17,construction and demolition waste,801,22965.4,704.7,21828.6,432.1,6,263.9,217,45.8,0,1.2
EAV-18,Fall from the medical care,3,0.5,0,0.5,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",213,6354.1,835,5415.3,103.8,80,1029.7,796.3,114.8,70.4,48.1
EAV-20,Municipal waste (household waste and similar waste),97,514.2,2.2,512,0,4,284,281.9,1.7,0.4,0
EAV-99,dangerous accidents,209,5853.4,414.7,4917.4,521.3,34,356.4,344.9,11.5,0,0
Thermal waste treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,7,0.1,0,0.1,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",77,42.3,3.5,38.6,0.2,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,42,152.4,0.3,151.6,0.5,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",34,10.5,1.6,8.5,0.4,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",14,22.3,6.9,14.9,0.5,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,27,20.9,14.8,5.5,0.6,4,15.9,0.6,12.5,0,2.8
EAV-07,Fallen from organic chemical processes,85,821.9,283.6,488.9,49.4,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",73,73.9,6.2,61.1,6.6,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,23,2.6,0,2.4,0.2,0,0,0,0,0,0
EAV-10,Drops from thermal processes,20,73.1,5.4,65.5,2.2,11,10.8,0.3,5.5,0.2,4.8
EAV-11,Fall from the chemical surface treatment,14,25.9,1.1,22.2,2.6,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,43,10.8,1.4,9,0.5,14,3,1.3,0.1,1.5,0
EAV-13,Lakes and ravines from liquid fuels,29,16.2,3.7,12,0.5,14,0.1,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",21,23.5,1.4,14.6,7.5,5,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",95,345.2,5.1,335.4,4.6,20,0.9,0.1,0.8,0.1,0
EAV-16,Cases not otherwise listed in the directory,71,135.6,15.7,103.9,15.9,34,5.7,3.7,2,0,0
EAV-17,construction and demolition waste,91,364.4,2.7,359.8,1.8,35,13.7,0.5,12.8,0.4,0
EAV-18,Fall from the medical care,85,372.2,0.1,370.4,1.7,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",129,9740.9,1196.5,7963.6,580.8,142,7217.3,599.2,5690.1,880,48.1
EAV-99,dangerous accidents,100,2298.7,731.7,1350.2,216.8,137,1560.9,368.8,1001.5,186.9,3.7
combustion plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",49,437,40.5,383.9,12.5,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,315,4146.4,2530.9,1546.4,69,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,28,268.2,162,93,13.1,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,20,918.5,36.3,853.3,29,297,1002.5,473.6,426.7,21.5,80.7
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,8,36.4,0,36.4,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,9,26.2,8.4,17.8,0,5,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",8,23.1,3.4,19.5,0.1,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",36,71.1,3.2,67.9,0,5,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,13,162.8,0,157.2,5.7,11,0.9,0.3,0.5,0,0
EAV-17,construction and demolition waste,45,575.2,0,501.5,73.7,17,2.2,0.1,2,0,0
EAV-18,Fall from the medical care,8,39.1,0,39.1,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",166,14650.1,306.1,13475.2,868.8,125,2457.4,381.7,1473.6,76.6,525.4
EAV-20,Municipal waste (household waste and similar waste),31,626,1,622.8,2.2,3,2,0,0.3,1.7,0
EAV-99,dangerous accidents,82,2568,257.8,1877.2,433,142,775.3,264.3,458,53.1,0
Chemical-physical treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,29,83.5,0,83.5,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",28,40.6,0,38.3,2.3,12,25.6,1.1,22.3,2.1,0
EAV-03,Waste from woodworking etc,14,12.6,0,12.6,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",18,10,0.4,6.9,2.7,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",26,12.7,0,12.7,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,85,176.3,37.4,124.8,14.1,36,33.3,8.8,3,0,21.5
EAV-07,Fallen from organic chemical processes,113,330.1,30,286.3,13.8,40,58.6,10.8,36.6,1.4,9.9
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",83,152.2,19.4,129.6,3.2,33,10.2,1.9,7.2,1.1,0
EAV-09,Drops from the photographic industry,19,5.2,0.3,4.3,0.6,7,2.2,0.9,1.3,0,0
EAV-10,Drops from thermal processes,62,477.5,0.3,361.4,115.8,16,74.8,15.7,59.1,0,0
EAV-11,Fall from the chemical surface treatment,118,840.1,475.4,334.3,30.4,48,44,28.1,7.4,3.1,5.4
EAV-12,Drops from mechanical forming processes,127,628.8,72.3,546.8,9.7,47,51.8,14.2,22.3,1.2,14.2
EAV-13,Lakes and ravines from liquid fuels,121,750.2,53.3,669.8,27.1,67,75.7,18,53.7,4,0
EAV-14,"Waste from organic solvents, refrigerants",39,35,1.5,25.1,8.4,19,14.3,2.1,11.5,0.8,0
EAV-15,"Packaging all, absorbent masses, wipes",45,22.5,0.4,21.4,0.7,63,19.3,1,17.8,0.3,0
EAV-16,Cases not otherwise listed in the directory,146,556.6,5.6,531.2,19.8,67,111.6,84,27,0.6,0
EAV-17,construction and demolition waste,35,1792.6,1344,448.5,0.1,36,242.4,6.4,215.1,5.9,14.9
EAV-18,Fall from the medical care,12,4.3,0,4.2,0.2,11,3.2,1.1,2.1,0,0
EAV-19,"Waste from waste treatment facilities, etc",147,1577.8,514.7,971.8,91.3,261,2874.2,682.1,1286.1,71.8,834.1
EAV-20,Municipal waste (household waste and similar waste),55,203,3,96.2,103.9,34,43.8,1.8,35.3,6.7,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",55,304.1,25.8,274.8,3.4,63,1494.8,499.3,869.9,52.8,72.8
EAV-20,Municipal waste (household waste and similar waste),46,252.7,0,252,0.7,21,61.3,0.3,47.8,7.2,6
EAV-99,dangerous accidents,67,1207.9,2.4,1198.9,6.6,43,455.1,236.3,217.7,1.1,0
Biological treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",425,3508.2,1219,2253.4,35.8,5,32,0.9,31,0,0
EAV-03,Waste from woodworking etc,34,84.4,0,84.4,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",6,83.4,81.2,2.2,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,16,35.9,0,35.9,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,5,2.1,0,2.1,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",6,10.3,0,10.3,0,7,7.2,0,4.8,2.4,0
EAV-16,Cases not otherwise listed in the directory,3,20.2,0,20.2,0,3,11.3,6.1,2.6,2.6,0
EAV-17,construction and demolition waste,19,96.9,2.4,94.5,0,10,11.6,0.3,0.3,1.5,9.4
EAV-20,Municipal waste (household waste and similar waste),945,10816.9,193.3,10596.2,27.4,92,218.9,21.5,147.7,30.9,18.9
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Mechanical-biological ointment treatment systems,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",9,0.4,0,0.4,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,12,24.8,0,24.8,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",8,11.9,0,11.9,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,8,4.5,0,4.5,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,3,54.4,0,50.8,3.6,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",19,46.8,0,46.8,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,4,0,0,0,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,20,43.3,0,43.3,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,3,2.9,0,2.9,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",39,685.3,22.4,634.1,28.8,47,3059.5,638,2252.6,139.8,29.2
EAV-20,Municipal waste (household waste and similar waste),44,2716.5,4.5,2711.4,0.6,12,44.5,10.8,32.8,1,0
EAV-99,dangerous accidents,0,0,0,0,0,4,43.2,43.1,0,0,0
dismantling operations for used vehicles,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,4,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,830,4.7,0.2,3.8,0.4,0.2
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,79,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,84,0.1,0.1,0.1,0,0
EAV-16,Cases not otherwise listed in the directory,1030,452.7,0,448.8,3.9,1029,470.3,0.1,266.7,192.3,11.2
EAV-17,construction and demolition waste,0,0,0,0,0,113,12,0.2,11.6,0.2,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,25,0.5,0,0.3,0,0.1
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,7,0,0,0,0,0
EAV-99,dangerous accidents,1030,448.9,0,445,3.9,968,14.1,0.3,11.8,1.6,0.4
Shredder systems and scrap shears,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",24,32.3,0.2,30.9,1.3,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,55,128.3,19.2,103.9,5.2,9,45.8,0,4.1,0,41.7
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,24,124.7,9.2,107.8,7.6,7,13.4,0.6,8.4,0,4.4
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",3,0.7,0,0.6,0.1,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,4,0.1,0,0.1,0,5,0.1,0,0.1,0,0
EAV-10,Drops from thermal processes,10,190.2,89.3,75.6,25.3,4,9.5,0,9.5,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,69,658.7,11.3,621.4,26,26,205.1,0,184.7,11.6,8.8
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,9,0.8,0.1,0.7,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,3,0.3,0,0.3,0,0
EAV-15,"Packaging all, absorbent masses, wipes",240,1279.4,1.8,1259.9,17.6,33,65.7,0,50.4,9.8,5.4
EAV-16,Cases not otherwise listed in the directory,154,917.1,109.9,761.6,45.5,38,113.3,5,101.6,6.4,0.3
EAV-17,construction and demolition waste,463,8342.4,181.6,7830.3,330.5,89,516.9,1.6,408.1,10.3,96.9
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",204,2615,160.6,2262.4,191.9,686,15432.3,224.7,9629.3,487.5,5090.9
EAV-99,dangerous accidents,117,672.8,3.5,615.2,54,137,836.3,26.1,791.9,18.2,0.1
sorting plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",53,67.8,26.3,39.4,2.1,20,38.8,9.6,29.1,0.1,0
EAV-03,Waste from woodworking etc,49,143.3,0,141.7,1.6,12,35.8,1.7,31.5,2.6,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",22,13.8,0,13.7,0.1,8,1.1,0.3,0.3,0.5,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,77,54.3,0,53.1,1.2,20,3.7,0,2.6,1.1,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",20,1,0,1,0,7,0.1,0.1,0,0,0
EAV-09,Drops from the photographic industry,4,0.1,0,0.1,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,24,81.4,0,65.2,16.2,12,4.7,0,2.6,2,0
EAV-11,Fall from the chemical surface treatment,5,0.2,0,0.2,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,77,216.4,1.7,210.9,3.8,39,156.2,2.2,132.4,20.5,1
EAV-13,Lakes and ravines from liquid fuels,5,0.5,0.1,0.4,0,7,0.4,0.1,0,0.2,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",609,8306.7,51.8,7816.3,438.6,249,805.5,2.3,659.8,141.9,1.6
EAV-16,Cases not otherwise listed in the directory,182,169.7,4.8,128.3,36.6,184,91.5,6.9,79.1,4.8,0.8
EAV-17,construction and demolition waste,581,5904.7,59.3,5794.1,51.4,367,2124.6,201.4,1701.7,151.5,70
EAV-18,Fall from the medical care,17,6.6,0,6.6,0,9,4,0.1,3.9,0,0
EAV-19,"Waste from waste treatment facilities, etc",283,2528.4,204.9,2117.4,206.1,809,19584.8,866.1,13920.6,615.4,4182.7
EAV-20,Municipal waste (household waste and similar waste),623,7477.9,127.1,7279.6,71.2,296,1667.3,162.2,1200.4,165.4,139.2
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,9,0.6,0.6,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",8,0,0,0,0,24,0.2,0,0.1,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,3,7.4,0.7,6.7,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,35,2.8,1.4,1,0.4,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,19,1,0.3,0.5,0.1,0
EAV-15,"Packaging all, absorbent masses, wipes",8,0.3,0.1,0.3,0,40,1,0,0.9,0.1,0
EAV-16,Cases not otherwise listed in the directory,189,284.1,4.8,250.8,28.5,230,302.1,2.2,216.9,78.7,4.4
EAV-17,construction and demolition waste,38,13.8,0.9,12.9,0,108,21.3,0.7,16.1,1.8,2.6
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",28,11.6,2.1,7.8,1.7,214,549.1,4.6,404.6,79.4,60.5
EAV-20,Municipal waste (household waste and similar waste),193,677,5.9,639.5,31.6,130,79.6,0.8,72.5,5.4,1
EAV-99,dangerous accidents,206,758.5,2.9,704.2,51.3,213,164.5,7.7,140.1,15.7,0.9
Other treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,17,106.8,2.8,104,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",398,12849.9,2202.8,9864,783.1,625,20164.3,2805.5,11117.7,463.8,5777.3
EAV-20,Municipal waste (household waste and similar waste),273,2192.1,24,2116.7,51.4,181,687.6,39.8,587.1,38,22.7
EAV-99,dangerous accidents,233,3488,107.7,2705.9,674.5,234,3075.7,775.5,2249.1,49.6,1.4
Natural materials in mining,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,8,27728.2,27728.2,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,0,0,0,0,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,0,0,0,0,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Case in underground mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,8,33,2.5,30,0.5,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,9,89,0,87.9,1.1,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,14,274,0,265.9,8.1,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,0,0,0,0,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,3,165.4,0,144,21.5,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",14,2604.3,211.7,2195.3,197.3,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,13,2606.3,211.7,2210.6,184.1,0,0,0,0,0,0
Waste in surface mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,16,17.9,7.4,10.5,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,27,2133.7,49.1,2084.6,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,4,3.5,0,3.5,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,7,31,0,31,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,1840,90947.1,1640,88570.8,736.4,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",32,540.7,40.5,485.3,14.8,0,0,0,0,0,0
