GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2019;WZ08-J;Information und Kommunikation;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;0,8;0,8
2019;WZ08-J;Information und Kommunikation;EAV-09;Abfälle aus der fotografischen Industrie;3;0,1;0,1
2019;WZ08-J;Information und Kommunikation;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;6;1,1;0,9
2019;WZ08-J;Information und Kommunikation;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;8;6,3;2,0
2019;WZ08-J;Information und Kommunikation;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;4;0,1;0,1
2019;WZ08-J;Information und Kommunikation;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;4;1,0;0,4
2019;WZ08-J;Information und Kommunikation;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;5;1,8;1,3
2019;WZ08-J;Information und Kommunikation;EAV-17;Bau- und Abbruchabfälle;66;9,1;9,1
2019;WZ08-J;Information und Kommunikation;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-J;Information und Kommunikation;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;4;9,6;9,4
2019;WZ08-J;Information und Kommunikation;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ08-J;Information und Kommunikation;;Insgesamt;85;30,5;24,7
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;0,2;0,2
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;4;1,5;1,5
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;8;1,8;1,8
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;4;1,3;0,1
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;5;0,3;0,3
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;7;1,1;1,0
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-17;Bau- und Abbruchabfälle;34;6,7;6,7
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;0,1;0,1
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;;Insgesamt;48;14,2;12,9
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;40;20,9;20,9
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;80;63,2;63,0
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;38;2,0;1,2
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-09;Abfälle aus der fotografischen Industrie;14;1,0;1,0
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-10;Abfälle aus thermischen Prozessen;24;2,1;1,8
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;54;12,8;11,7
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;122;28,7;18,8
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;188;30,8;13,6
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;31;1,2;0,7
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;102;4,1;2,9
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;190;23,9;19,9
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-17;Bau- und Abbruchabfälle;1422;1021,8;1009,3
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-18;Abfälle aus der medizinischen Versorgung;27;1,1;1,1
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;72;143,7;125,6
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);20;1,8;1,7
2019;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;;Insgesamt;1936;1360,2;1293,5
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;14;0,0;0,0
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-07;Abfälle aus organisch-chemischen Prozessen;7;0,0;0,0
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;15;0,2;0,2
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-10;Abfälle aus thermischen Prozessen;14;0,2;0,2
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,3;0,3
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;28;3,1;3,1
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;177;24,3;24,3
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,1;0,1
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;73;0,8;0,8
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;130;7,1;6,9
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-17;Bau- und Abbruchabfälle;1702;2347,1;2336,5
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-18;Abfälle aus der medizinischen Versorgung;6;0,1;0,1
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;42;52,3;36,0
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);126;18,5;17,7
2019;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;;Insgesamt;1978;2454,2;2426,3
2019;WZ08-P;Erziehung und Unterricht;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;17;0,2;0,2
2019;WZ08-P;Erziehung und Unterricht;EAV-07;Abfälle aus organisch-chemischen Prozessen;26;1,0;1,0
2019;WZ08-P;Erziehung und Unterricht;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;6;0,3;0,3
2019;WZ08-P;Erziehung und Unterricht;EAV-09;Abfälle aus der fotografischen Industrie;4;0,0;0,0
2019;WZ08-P;Erziehung und Unterricht;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;4;0,1;0,1
2019;WZ08-P;Erziehung und Unterricht;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;7;0,1;0,1
2019;WZ08-P;Erziehung und Unterricht;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;7;0,1;0,1
2019;WZ08-P;Erziehung und Unterricht;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;10;0,3;0,3
2019;WZ08-P;Erziehung und Unterricht;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;19;0,6;0,6
2019;WZ08-P;Erziehung und Unterricht;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;26;0,6;0,6
2019;WZ08-P;Erziehung und Unterricht;EAV-17;Bau- und Abbruchabfälle;78;57,5;57,5
2019;WZ08-P;Erziehung und Unterricht;EAV-18;Abfälle aus der medizinischen Versorgung;6;0,1;0,1
2019;WZ08-P;Erziehung und Unterricht;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2019;WZ08-P;Erziehung und Unterricht;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);7;0,2;0,2
2019;WZ08-P;Erziehung und Unterricht;;Insgesamt;112;61,1;61,0
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-07;Abfälle aus organisch-chemischen Prozessen;12;0,3;0,3
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-10;Abfälle aus thermischen Prozessen;8;0,2;0,2
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;6;0,4;0,4
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,0;0,0
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;4;0,0;0,0
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;26;2,4;2,1
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-17;Bau- und Abbruchabfälle;75;42,2;42,2
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-18;Abfälle aus der medizinischen Versorgung;116;6,0;6,0
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2019;WZ08-Q;Gesundheits- und Sozialwesen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);9;3,6;2,7
2019;WZ08-Q;Gesundheits- und Sozialwesen;;Insgesamt;229;55,2;54,1
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;5;0,3;0,3
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;10;1,5;1,5
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-10;Abfälle aus thermischen Prozessen;23;0,2;0,2
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;4;0,4;0,4
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;12;0,3;0,3
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;17;2,7;2,7
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;10;0,4;0,4
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;19;2,5;2,4
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-17;Bau- und Abbruchabfälle;115;20,9;20,6
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;13;41,0;2,4
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);5;0,2;0,2
2019;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;;Insgesamt;185;70,6;31,6
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-17;Bau- und Abbruchabfälle;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2019;WZ-X006;Übrige Wirtschaftszweige;;Insgesamt;32;551,1;551,1
2019;;Insgesamt;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;32;61,9;53,3
2019;;Insgesamt;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;67;1,8;1,4
2019;;Insgesamt;EAV-03;Abfälle aus der Holzbearbeitung u.a.;21;0,4;0,4
2019;;Insgesamt;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;10;0,4;0,4
2019;;Insgesamt;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;132;52,9;50,9
2019;;Insgesamt;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;954;349,9;301,4
2019;;Insgesamt;EAV-07;Abfälle aus organisch-chemischen Prozessen;1711;1280,5;1221,8
2019;;Insgesamt;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;1348;205,1;174,5
2019;;Insgesamt;EAV-09;Abfälle aus der fotografischen Industrie;160;13,8;10,4
2019;;Insgesamt;EAV-10;Abfälle aus thermischen Prozessen;767;1003,7;913,7
2019;;Insgesamt;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;2148;631,6;596,3
2019;;Insgesamt;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3987;1029,2;800,8
2019;;Insgesamt;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;3836;1398,2;1151,5
2019;;Insgesamt;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;733;92,1;60,7
2019;;Insgesamt;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;2520;278,2;202,9
2019;;Insgesamt;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;3012;1049,9;825,4
2019;;Insgesamt;EAV-17;Bau- und Abbruchabfälle;13600;9563,0;8514,9
2019;;Insgesamt;EAV-18;Abfälle aus der medizinischen Versorgung;261;29,1;22,6
2019;;Insgesamt;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;1666;6711,8;2968,8
2019;;Insgesamt;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);768;124,7;83,2
2019;;Insgesamt;;Insgesamt;24205;23878,1;17955,3
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-10;Abfälle aus thermischen Prozessen;4;0,1;0,1
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;3;0,1;0,1
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-17;Bau- und Abbruchabfälle;125;10,8;10,8
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2020;WZ08-A;Land- und Forstwirtschaft, Fischerei;;Insgesamt;136;11,9;11,9
2020;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;15;51,8;51,7
