Waste Producers,Waste Quantities,Years,Waste Types - EAV 2- and 6-Digit Codes,Survey of Hazardous Waste,Count,,,,,,,,,,,,,,,,,
2017,EAV-140601-G, Fluorchlorkohlenwasserstoffe,,,,HFCKW,,,HFKW,57,8,5,,,,,,,,,,
2017,EAV-140602-G, Andere halogenierte Lösemittel u. Lösemittelgem.,117,10,,9,2,,6,,,,,,,,,,,,,
2017,EAV-140603-G, Andere Lösemittel und Lösemittelgemische,586,82,,3,54,,6,,,,,,,,,,,,,
2017,EAV-140604-G, Schlämme,,,,feste Abfälle (halogenierte Lösemittel),12,0,1,0,1,,,,,,,,,,,
2017,EAV-140605-G, Schlämme,,,,feste Abfälle (andere Lösemittel ),53,5,3,4,5,,,,,,,,,,,
2017,EAV-15,Verpackungsabfall,,,,Aufsaugmassen,,,Wischtücher,2564,7,1,,,,,,,,,,
2017,EAV-150110-G, Verpackungen mit Rückständen gefährlicher Stoffe,1109,62,,4,49,,8,,,,,,,,,,,,,
2017,EAV-150111-G, Verpackungen aus Metall,27,1,,2,1,,2,,,,,,,,,,,,,
2017,EAV-150202-G, Aufsaug- und Filtermaterialien,,,,Wischtücher,2103,202,0,149,2,,,,,,,,,,,
2017,EAV-16,Abfälle,,,,nicht anderswo im Verzeichnis aufgeführt,2977,1020,8,784,6,,,,,,,,,,,
2017,EAV-160104-G, Altfahrzeuge,33,50,,1,50,,1,,,,,,,,,,,,,
2017,EAV-160107-G, Altfahrzeuge: Ölfilter,94,11,,2,9,,6,,,,,,,,,,,,,
2017,EAV-160108-G, Altfahrzeuge: Quecksilberhaltige Bauteile,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-160109-G, Altfahrzeuge: Bauteile,,,,die PCB enthalten,-,-,,,,,,,,,,,,,,
2017,EAV-160110-G, Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags),61,4,,1,3,,2,,,,,,,,,,,,,
2017,EAV-160111-G, Altfahrzeuge: Asbesthaltige Bremsbeläge,3,0,,0,0,,0,,,,,,,,,,,,,
2017,EAV-160113-G, Altfahrzeuge: Bremsflüssigkeiten,141,13,,9,10,,2,,,,,,,,,,,,,
2017,EAV-160114-G, Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen,225,27,,4,20,,1,,,,,,,,,,,,,
2017,EAV-160121-G, Gefährl. Bauteile (oh.160107-160111,,,,160113-160114),64,5,7,5,3,,,,,,,,,,,
2017,EAV-160209-G, Transformatoren u. Kondensatoren,,,,die PCB enthal.,187,2,1,1,7,,,,,,,,,,,
2017,EAV-160210-G, Gebrauchte Geräte,,,,die PCB enthalten (oh.160209),4,0,0,0,0,,,,,,,,,,,
2017,EAV-160211-G, Gebrauchte Geräte,176,16,,3,8,,6,,,,,,,,,,,,,
2017,EAV-160212-G, Gebrauchte Geräte,,,,die freies Asbest enthalten,107,8,4,7,8,,,,,,,,,,,
2017,EAV-160213-G, Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12),534,55,,2,43,,2,,,,,,,,,,,,,
2017,EAV-160215-G, Aus gebrauchten Geräten entfernte gefährl.Bauteile,116,41,,8,27,,8,,,,,,,,,,,,,
2017,EAV-160303-G, Fehlchargen:Anorganische Abfälle m.gefährl.Stoffen,91,6,,4,6,,1,,,,,,,,,,,,,
2017,EAV-160305-G, Fehlchargen: Organische Abfälle m.gefährl. Stoffen,164,11,,4,10,,6,,,,,,,,,,,,,
2017,EAV-160401-G, Munitionsabfälle,11,0,,1,0,,0,,,,,,,,,,,,,
2017,EAV-160402-G, Feuerwerkskörperabfälle,9,0,,4,0,,2,,,,,,,,,,,,,
2017,EAV-160403-G, Andere Explosivabfälle,30,0,,4,0,,3,,,,,,,,,,,,,
2017,EAV-160504-G, Gefährliche Stoffe enthaltende Gase in Druckbehäl.,383,7,,2,5,,2,,,,,,,,,,,,,
2017,EAV-160506-G, Laborchemikalien aus gefährlichen Stoffen,236,4,,8,3,,6,,,,,,,,,,,,,
2017,EAV-160507-G, Gebrauchte anorganische Chemikalien,411,6,,7,5,,5,,,,,,,,,,,,,
2017,EAV-160508-G, Gebrauchte organische Chemikalien,413,7,,1,5,,9,,,,,,,,,,,,,
2017,EAV-160601-G, Bleibatterien,477,345,,9,258,,3,,,,,,,,,,,,,
2017,EAV-160602-G, Ni-Cd-Batterien,95,1,,2,1,,0,,,,,,,,,,,,,
2017,EAV-160603-G, Quecksilber enthaltende Batterien,11,0,,1,0,,1,,,,,,,,,,,,,
2017,EAV-160606-G, Getrennt gesammelte Elektrolyte a. Batterien,,,,Akku.,30,2,6,2,0,,,,,,,,,,,
2017,EAV-160708-G, Tanks,,,,Fässer: Ölhaltige Abfälle,675,145,0,135,2,,,,,,,,,,,
2017,EAV-160709-G, Tanks,,,,Fässer: Abfälle mit sonstigen gefährl. St.,197,24,3,22,7,,,,,,,,,,,
2017,EAV-160802-G, Gebrauchte Katalysat. m.gefährl.Übergangsmetallen,102,9,,2,8,,9,,,,,,,,,,,,,
2017,EAV-160805-G, Gebrauchte Katalysatoren mit Phosphorsäure,3,0,,2,0,,2,,,,,,,,,,,,,
2017,EAV-160806-G, Gebrauchte Flüssigkeiten (Katalysatoren),3,0,,2,0,,2,,,,,,,,,,,,,
2017,EAV-160807-G, Gebrauchte Katalysatoren mit gefährlichen Stoffen,119,6,,8,5,,5,,,,,,,,,,,,,
2017,EAV-160901-G, Permanganate,,,,z.B. Kaliumpermanganat,3,0,0,0,0,,,,,,,,,,,
2017,EAV-160902-G, Chromate (Kaliumchromat,,,,Kalium-o.Natriumdichromat),5,0,0,0,0,,,,,,,,,,,
2017,EAV-160903-G, Peroxide,,,,z.B. Wasserstoffperoxid,16,0,1,0,1,,,,,,,,,,,
2017,EAV-160904-G, Oxidierende Stoffe a.n.g.,7,0,,1,0,,1,,,,,,,,,,,,,
2017,EAV-161001-G, Wässrige flüssige Abfälle mit gefährlichen Stoffen,355,143,,0,68,,9,,,,,,,,,,,,,
2017,EAV-161003-G, Wässrige Konzentrate mit gefährlichen Stoffen,67,8,,5,6,,1,,,,,,,,,,,,,
2017,EAV-161101-G, Feuerfeste Materialien aus metallurg. Prozessen,17,11,,1,10,,3,,,,,,,,,,,,,
2017,EAV-161103-G, Andere Auskleidungen und feuerfeste Materialien,73,26,,0,25,,7,,,,,,,,,,,,,
2017,EAV-161105-G, Feuerfeste Materialien aus nichtmetallurg. Proz.,121,15,,8,14,,3,,,,,,,,,,,,,
2017,EAV-17,Bau- und Abbruchabfälle,12754,9025,,4,8010,,9,,,,,,,,,,,,,
2017,EAV-170106-G, Gemische aus o. getrennte Fraktionen v. Beton,,,,u.a.,1625,850,5,828,4,,,,,,,,,,,
2017,EAV-170204-G, Glas,,,,Kunststoff und Holz mit gefährlichen Stoffen,4451,1057,6,864,4,,,,,,,,,,,
2017,EAV-170301-G, Kohlenteerhaltige Bitumengemische,3301,3598,,8,3108,,5,,,,,,,,,,,,,
2017,EAV-170303-G, Kohlenteer und teerhaltige Produkte,1419,223,,7,151,,7,,,,,,,,,,,,,
2017,EAV-170409-G, Metallabfälle mit gefährlichen Stoffen,194,12,,8,12,,4,,,,,,,,,,,,,
2017,EAV-170410-G, Kabel,,,,die Öl,,,Kohlenteer u.a. gefährl. Stoffe enth.,272,7,2,,,,,,,,,,
2017,EAV-170503-G, Boden und Steine,,,,die gefährliche Stoffe enthalten,2088,2076,5,1982,9,,,,,,,,,,,
2017,EAV-170505-G, Baggergut,,,,das gefährliche Stoffe enthält,45,38,8,37,5,,,,,,,,,,,
2017,EAV-170507-G, Gleisschotter,,,,der gefährliche Stoffe enthält,94,227,5,221,3,,,,,,,,,,,
2017,EAV-170601-G, Dämmmaterial,,,,das Asbest enthält,284,10,8,9,3,,,,,,,,,,,
2017,EAV-170603-G, Anderes Dämmmaterial,2677,242,,2,195,,2,,,,,,,,,,,,,
2017,EAV-170605-G, Asbesthaltige Baustoffe,3618,591,,0,509,,9,,,,,,,,,,,,,
2017,EAV-170801-G, Verunreinigte Baustoffe auf Gipsbasis,8,1,,3,1,,3,,,,,,,,,,,,,
2017,EAV-170901-G, Bau- und Abbruchabfälle,,,,die Quecksilber enthalten,4,28,7,28,7,,,,,,,,,,,
2017,EAV-170902-G, Bau- und Abbruchabfälle,,,,die PCB enthalten,152,7,1,6,8,,,,,,,,,,,
2017,EAV-170903-G, Sonstige Bau- und Abbruchabfälle,320,46,,6,43,,5,,,,,,,,,,,,,
2017,EAV-18,Abfälle aus der medizinischen Versorgung,245,26,,6,20,,9,,,,,,,,,,,,,
2017,EAV-180103-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),179,21,,2,16,,7,,,,,,,,,,,,,
2017,EAV-180106-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,31,0,4,0,4,,,,,,,,,,,
2017,EAV-180108-G, Zytotox. u. zytostatische Arzneimittel f.Menschen,73,3,,8,2,,9,,,,,,,,,,,,,
2017,EAV-180110-G, Amalgamabfälle aus der Zahnmedizin,35,0,,1,0,,0,,,,,,,,,,,,,
2017,EAV-180202-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),48,1,,1,0,,8,,,,,,,,,,,,,
2017,EAV-180205-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,-,-,,,,,,,,,,,,,,
2017,EAV-180207-G, Zytotoxische u. zytostatische Arzneimittel f.Tiere,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-19,Abfälle aus Abfallbehandlungsanlagen u.a.,1651,6643,,1,2932,,1,,,,,,,,,,,,,
2017,EAV-190105-G, Verbrenn.,,,,Pyrolyse: Filterkuchen aus Abgasbehandl.,29,54,3,42,5,,,,,,,,,,,
2017,EAV-190106-G, Verbrenn.,,,,Pyrolyse: Wässrige flüss.Abf.a.Abgasbeh.,36,68,8,20,9,,,,,,,,,,,
2017,EAV-190107-G, Verbrenn.,,,,Pyrolyse: Feste Abfälle a. Abgasbehandl.,117,698,4,327,6,,,,,,,,,,,
2017,EAV-190110-G, Verbrenn.,,,,Pyrolyse: Gebr. Aktivkohle a. Abgasbeh.,24,6,9,2,2,,,,,,,,,,,
2017,EAV-190111-G, Verbrenn.,,,,Pyrolyse: Rost-,,,Kesselaschen,,Schlacken,9,332,,8,,,,,,,
2017,EAV-190113-G, Verbrenn.,,,,Pyrolyse: Filterstaub mit gefährl. St.,121,608,3,356,1,,,,,,,,,,,
2017,EAV-190115-G, Verbrenn.,,,,Pyrolyse: Kesselstaub m.gefährl. Stoffen,34,69,1,31,4,,,,,,,,,,,
2017,EAV-190117-G, Pyrolyseabfälle,,,,die gefährliche Stoffe enthalten,7,0,6,0,6,,,,,,,,,,,
2017,EAV-190204-G, Vorgemischte Abfälle m. mind. einem gefährl.Abfall,93,678,,9,140,,8,,,,,,,,,,,,,
2017,EAV-190205-G, Schlämme aus der physikal.-chemischen Behandlung,370,547,,5,251,,0,,,,,,,,,,,,,
2017,EAV-190207-G, Öl und Konzentrate aus Abtrennprozessen,194,170,,9,94,,7,,,,,,,,,,,,,
2017,EAV-190208-G, Flüssige brennbare Abfälle mit gefährl. Stoffen,42,111,,4,30,,7,,,,,,,,,,,,,
2017,EAV-190209-G, Feste brennbare Abfälle mit gefährlichen Stoffen,10,3,,0,2,,7,,,,,,,,,,,,,
2017,EAV-190211-G, Sonstige Abfälle,,,,die gefährliche Stoffe enthalten,28,3,7,2,2,,,,,,,,,,,
2017,EAV-190304-G, Als gefährl. eingestufte teilw. stabilisierte Abf.,7,130,,0,53,,6,,,,,,,,,,,,,
2017,EAV-190306-G, Als gefährlich eingestufte verfestigte Abfälle,15,386,,4,52,,7,,,,,,,,,,,,,
2017,EAV-190402-G, Filterstaub u.a. Abfälle aus der Abgasbehandlung,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-190403-G, Nicht verglaste Festphase,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-190702-G, Deponiesickerwasser,,,,das gefährl. Stoffe enthält,73,263,8,149,6,,,,,,,,,,,
2017,EAV-190806-G, Gesättigte oder verbrauchte Ionenaustauscherharze,44,0,,6,0,,6,,,,,,,,,,,,,
2017,EAV-190807-G, Lösungen u. Schlämme aus Regeneration v.Ionenaust.,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-190808-G, Schwermetallhaltige Abfälle aus Membransystemen,5,16,,5,8,,0,,,,,,,,,,,,,
2017,EAV-190810-G, Fett- u.Ölmischungen aus Ölabscheidern (oh.190809),9,0,,4,0,,4,,,,,,,,,,,,,
2017,EAV-190811-G, Schlämme aus biol.Behandlung von industr.Abwasser,31,168,,1,161,,6,,,,,,,,,,,,,
2017,EAV-190813-G, Schlämme mit gefährl. Stoffen aus industr.Abwasser,254,143,,6,132,,0,,,,,,,,,,,,,
2017,EAV-191003-G, Schredderleichtfraktionen und Staub,19,4,,3,2,,8,,,,,,,,,,,,,
2017,EAV-191005-G, Andere Fraktionen,,,,die gefährl. Stoffe enthalten,4,3,7,1,0,,,,,,,,,,,
2017,EAV-191101-G, Altölaufbereitung: Gebrauchte Filtertone,10,3,,0,2,,9,,,,,,,,,,,,,
2017,EAV-191102-G, Altölaufbereitung: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-191103-G, Altölaufbereitung: Wässrige flüssige Abfälle,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-191104-G, Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-191105-G, Altölaufber.: Schlämme (betriebseig.Abwasserbeh.),12,0,,8,0,,8,,,,,,,,,,,,,
2017,EAV-191107-G, Altölaufbereitung: Abfälle aus der Abgasreinigung,-,-,-,,,,,,,,,,,,,,,,,
2017,EAV-191206-G, Mech.Abfallbehandlung: Holz mit gefährl. Stoffen,297,870,,0,355,,7,,,,,,,,,,,,,
2017,EAV-191211-G, Sonstige Abfälle (einschl. Materialmischungen),230,696,,6,296,,7,,,,,,,,,,,,,
2017,EAV-191301-G, Feste Abfälle aus der Sanierung von Böden,29,170,,1,68,,9,,,,,,,,,,,,,
2017,EAV-191303-G, Schlämme aus der Sanierung von Böden,11,63,,8,6,,0,,,,,,,,,,,,,
2017,EAV-191305-G, Schlämme aus der Sanierung von Grundwasser,26,1,,0,0,,9,,,,,,,,,,,,,
2017,EAV-191307-G, Wässrige Abf.u.Konzentrate aus Grundwassersanier.,23,0,,8,0,,8,,,,,,,,,,,,,
2017,EAV-20,Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle),758,111,,4,75,,5,,,,,,,,,,,,,
2017,EAV-200113-G, Lösemittel,276,9,,6,7,,6,,,,,,,,,,,,,
2017,EAV-200114-G, Säuren,240,1,,6,1,,1,,,,,,,,,,,,,
2017,EAV-200115-G, Laugen,232,1,,7,1,,3,,,,,,,,,,,,,
2017,EAV-200117-G, Fotochemikalien,143,0,,5,0,,4,,,,,,,,,,,,,
2017,EAV-200119-G, Pestizide,266,2,,3,1,,6,,,,,,,,,,,,,
2017,EAV-200121-G, Leuchtstoffröhren u.a. quecksilberhaltige Abfälle,224,2,,2,2,,0,,,,,,,,,,,,,
2017,EAV-200123-G, Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe,87,3,,2,2,,8,,,,,,,,,,,,,
2017,EAV-200126-G, Öle und Fette (ohne 200125),75,1,,1,1,,0,,,,,,,,,,,,,
2017,EAV-200127-G, Farben,,,,Druckfarben,,,Klebstoffe und Kunstharze,348,5,2,,,,,,,,,,
2017,EAV-200129-G, Reinigungsmittel,,,,die gefährliche Stoffe enthalten,93,0,8,0,7,,,,,,,,,,,
2017,EAV-200131-G, Zytotoxische und zytostatische Arzneimittel,5,0,,0,0,,0,,,,,,,,,,,,,
2017,EAV-200133-G, Batterien und Akkumulatoren (160601-160603),87,2,,3,2,,2,,,,,,,,,,,,,
2017,EAV-200135-G, Gebrauchte elektrische Geräte (oh.200121,,,,200123),135,31,4,13,5,,,,,,,,,,,
2017,EAV-200137-G, Holz,,,,das gefährliche Stoffe enthält,100,33,2,24,0,,,,,,,,,,,
2018,EAV-01,Abfälle aus der Gewinnung von Bodenschätzen,23,60,,3,57,,5,,,,,,,,,,,,,
2018,EAV-010304-G, Säure bildende Aufbereitungsrückstände a. sul. Erz,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-010305-G, Andere Aufbereitungsrückstände mit gefährl.Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-010307-G, Abfälle aus Verarb. metallhaltiger Bodenschätze,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-010407-G, Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze,3,20,,6,20,,6,,,,,,,,,,,,,
2018,EAV-010505-G, Ölhaltige Bohrschlämme und -abfälle,16,13,,0,10,,2,,,,,,,,,,,,,
2018,EAV-010506-G, Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen,5,26,,5,26,,5,,,,,,,,,,,,,
2018,EAV-02,Abfälle aus Landwirtschaft,,,,Forstwirtschaft u.a.,62,1,4,1,0,,,,,,,,,,,
2018,EAV-020108-G, Abfälle von Chemikalien für die Landwirtschaft,62,1,,4,1,,0,,,,,,,,,,,,,
2018,EAV-03,Abfälle aus der Holzbearbeitung u.a.,22,0,,5,0,,5,,,,,,,,,,,,,
2018,EAV-030104-G, Sägemehl,,,,Späne,,,Abschnitte,,Holz,Spanplatten,6,0,3,0,3,,,,,
2018,EAV-030201-G, Halogenfreie organische Holzschutzmittel,5,0,,1,.,,,,,,,,,,,,,,,
2018,EAV-030202-G, Chlororganische Holzschutzmittel,5,0,,1,0,,1,,,,,,,,,,,,,
2018,EAV-030203-G, Metallorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-030204-G, Anorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-030205-G, Andere Holzschutzmittel mit gefährlichen Stoffen,6,0,,0,0,,0,,,,,,,,,,,,,
2018,EAV-04,Abfälle aus der Leder-,,,,Pelz- und Textilindustrie,8,0,4,0,4,,,,,,,,,,,
2018,EAV-040103-G, Entfettungsabfälle,,,,lösemittelh.,,,oh.flüssige Phase,-,,,,,,,,,,,,
2018,EAV-040214-G, Abfälle aus dem Finish mit organ. Lösungsmittel,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-040216-G, Farbstoffe und Pigmente mit gefährlichen Stoffen,5,0,,2,0,,2,,,,,,,,,,,,,
2018,EAV-040219-G, Textilindustrie:Schlämme(betriebseig.Abwasserbeh.),-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-05,Abfälle aus der Erdölraffination,,,,Erdgasreinigung,136,70,0,64,7,,,,,,,,,,,
2018,EAV-050102-G, Erdölraffination: Entsalzungsschlämme,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050103-G, Erdölraffination: Bodenschlämme aus Tanks,45,24,,1,23,,1,,,,,,,,,,,,,
2018,EAV-050104-G, Erdölraffination: Saure Alkylschlämme,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050105-G, Erdölraffination: Verschüttetes Öl,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050106-G, Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.,60,14,,8,11,,0,,,,,,,,,,,,,
2018,EAV-050107-G, Erdölraffination: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050108-G, Erdölraffination: Andere Teere,6,0,,5,0,,5,,,,,,,,,,,,,
2018,EAV-050109-G, Erdölraffin.: Schlämme (betriebseig.Abwasserbeh.),10,12,,0,11,,9,,,,,,,,,,,,,
2018,EAV-050111-G, Erdölraffin.: Abf. aus Brennstoffrein. mit Basen,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050112-G, Erdölraffination: Säurehaltige Öle,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050115-G, Erdölraffination: Gebrauchte Filtertone,7,0,,9,0,,6,,,,,,,,,,,,,
2018,EAV-050601-G, Kohlepyrolyse: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-050603-G, Kohlepyrolyse: Andere Teere,36,17,,3,17,,1,,,,,,,,,,,,,
2018,EAV-050701-G, Erdgasreinigung,,,,#NAME?,-,-,,,,,,,,,,,,,,
2018,EAV-06,Abfälle aus anorganisch-chemischen Prozessen,954,365,,2,321,,4,,,,,,,,,,,,,
2018,EAV-060101-G, Schwefelsäure und schweflige Säure,177,150,,8,146,,4,,,,,,,,,,,,,
2018,EAV-060102-G, Salzsäure,50,8,,0,7,,7,,,,,,,,,,,,,
2018,EAV-060103-G, Flusssäure,11,0,,1,0,,1,,,,,,,,,,,,,
2018,EAV-060104-G, Phosphorsäure und phosphorige Säure,46,2,,4,2,,2,,,,,,,,,,,,,
2018,EAV-060105-G, Salpetersäure und salpetrige Säure,50,1,,6,1,,6,,,,,,,,,,,,,
2018,EAV-060106-G, Andere Säuren,232,24,,8,21,,2,,,,,,,,,,,,,
2018,EAV-060201-G, Calciumhydroxid,14,1,,4,1,,4,,,,,,,,,,,,,
2018,EAV-060203-G, Ammoniumhydroxid,65,3,,4,2,,0,,,,,,,,,,,,,
2018,EAV-060204-G, Natrium- und Kaliumhydroxid,50,12,,4,10,,7,,,,,,,,,,,,,
2018,EAV-060205-G, Andere Basen,238,17,,4,15,,7,,,,,,,,,,,,,
2018,EAV-060311-G, Feste Salze u. Lösungen,,,,Cyanid enthaltend,23,0,6,0,5,,,,,,,,,,,
2018,EAV-060313-G, Feste Salze u. Lösungen,,,,Schwermetalle enthaltend,119,11,5,10,2,,,,,,,,,,,
2018,EAV-060315-G, Metalloxide,,,,die Schwermetalle enthalten,33,3,8,3,5,,,,,,,,,,,
2018,EAV-060403-G, Arsenhaltige Abfälle,15,0,,6,0,,6,,,,,,,,,,,,,
2018,EAV-060404-G, Quecksilberhaltige Abfälle,127,1,,8,1,,6,,,,,,,,,,,,,
2018,EAV-060405-G, Abfälle,,,,die andere Schwermetalle enthalten,83,57,7,31,0,,,,,,,,,,,
2018,EAV-060502-G, Schlämme aus betriebseigener Abwasserbehandlung,109,48,,3,47,,2,,,,,,,,,,,,,
2018,EAV-060602-G, Abfälle,,,,die gefährliche Sulfide enthalten,6,0,8,0,7,,,,,,,,,,,
2018,EAV-060701-G, Asbesthaltige Abfälle aus der Elektrolyse,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-060702-G, Aktivkohle aus der Chlorherstellung,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-060703-G, Quecksilberhaltige Bariumsulfatschlämme,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-060704-G, Lösungen und Säuren,,,,z.B. Kontaktsäure,-,-,,,,,,,,,,,,,,
2018,EAV-060802-G, Gefährliche Chlorsilane enthaltende Abfälle,6,5,,0,5,,0,,,,,,,,,,,,,
2018,EAV-060903-G, Reaktionsabfälle auf Calciumbasis,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-061002-G, Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen,5,0,,1,0,,1,,,,,,,,,,,,,
2018,EAV-061301-G, Anorganische Pflanzenschutzmittel,,,,Holzschutzmittel,32,0,2,0,1,,,,,,,,,,,
2018,EAV-061302-G, Gebrauchte Aktivkohle (ohne 060702),62,2,,7,2,,4,,,,,,,,,,,,,
2018,EAV-061304-G, Abfälle aus der Asbestverarbeitung,6,1,,0,0,,6,,,,,,,,,,,,,
2018,EAV-061305-G, Ofen- und Kaminruß,-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-07,Abfälle aus organisch-chemischen Prozessen,1708,1274,,0,1217,,2,,,,,,,,,,,,,
2018,EAV-070101-G, Org.Grundchemik.: Wässrige Waschfl.,,,,Mutterlaugen,165,52,3,43,9,,,,,,,,,,,
2018,EAV-070103-G, Org.Grundchemik.: Halogenorg.Lösemittel,,,,Waschfl.,99,28,5,28,0,,,,,,,,,,,
2018,EAV-070104-G, Org.Grundchemik.: Lösemittel,,,,Waschflüssigkeiten,362,127,2,117,1,,,,,,,,,,,
2018,EAV-070107-G, Org.Grundchemik.: Halog.Reaktions-,,,,Destill.rückst.,43,39,6,39,1,,,,,,,,,,,
2018,EAV-070108-G, Org.Grundchemik.: Reaktions-,,,,Destillationsrückst.,144,103,9,101,8,,,,,,,,,,,
2018,EAV-070109-G, Org.Grundchemik.: Halog.Filterkuchen,,,,Aufsaugmat.,15,0,6,0,6,,,,,,,,,,,
2018,EAV-070110-G, Org.Grundchemik.: And. Filterkuchen,,,,Aufsaugmat.,37,3,2,3,0,,,,,,,,,,,
2018,EAV-070111-G, Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh),43,10,,8,10,,8,,,,,,,,,,,,,
2018,EAV-070201-G, Kunststoffe: Wässrige Waschfl.,,,,Mutterlaugen,77,27,2,26,5,,,,,,,,,,,
2018,EAV-070203-G, Kunststoffe: Halogenorg.Lösemittel,,,,Waschflüssig.,42,3,1,3,1,,,,,,,,,,,
2018,EAV-070204-G, Kunststoffe: organ. Lösemittel,,,,Waschflüssigkeiten,145,31,9,31,2,,,,,,,,,,,
2018,EAV-070207-G, Kunststoffe: Halog. Reaktions-,,,,Destill.rückstände,39,5,1,5,0,,,,,,,,,,,
2018,EAV-070208-G, Kunststoffe: Reaktions-,,,,Destillationsrückstände,390,88,2,83,0,,,,,,,,,,,
2018,EAV-070209-G, Kunststoffe: Halog. Filterkuchen,,,,Aufsaugmat.,6,0,2,0,2,,,,,,,,,,,
2018,EAV-070210-G, Kunststoffe: And. Filterkuchen,,,,Aufsaugmaterialien,45,7,0,6,8,,,,,,,,,,,
2018,EAV-070211-G, Kunststoffe: Schlämme (betriebseig.Abwasserbeh.),13,1,,3,0,,9,,,,,,,,,,,,,
2018,EAV-070214-G, Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.,42,4,,0,3,,5,,,,,,,,,,,,,
2018,EAV-070216-G, Kunststoffe: Gefährl. Silicone enthaltende Abfälle,6,0,,9,0,,9,,,,,,,,,,,,,
2018,EAV-070301-G, Org.Farbstoffe: Wässrige Waschfl.,,,,Mutterlaugen,31,4,4,3,9,,,,,,,,,,,
2018,EAV-070303-G, Org.Farbstoffe: Halogenorg. Lösemittel,,,,Waschfl.,23,0,9,0,7,,,,,,,,,,,
2018,EAV-070304-G, Org.Farbstoffe: Lösemittel,,,,Waschflüssigkeiten,207,33,4,30,2,,,,,,,,,,,
2018,EAV-070307-G, Org.Farbstoffe: Halog. Reaktions-,,,,Destill.rückst.,7,1,9,1,8,,,,,,,,,,,
2018,EAV-070308-G, Org.Farbstoffe: Reaktions-,,,,Destillationsrückstände,22,6,5,6,2,,,,,,,,,,,
2018,EAV-070309-G, Org.Farbstoffe: Halog. Filterkuchen,,,,Aufsaugmat.,4,0,2,0,2,,,,,,,,,,,
2018,EAV-070310-G, Org.Farbstoffe: Andere Filterkuchen,,,,Aufsaugmat.,7,0,4,0,4,,,,,,,,,,,
2018,EAV-070311-G, Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.),-,-,-,,,,,,,,,,,,,,,,,
2018,EAV-070401-G, Pflanzenschutzmittel:Wässrige Waschfl.,,,,Mutterlaug.,25,36,5,36,4,,,,,,,,,,,
2018,EAV-070403-G, Pflanzenschutzmit.: Halogenorg.Lösemittel,,,,Waschfl.,20,128,7,126,2,,,,,,,,,,,
2018,EAV-070404-G, Pflanzenschutzmittel: Organ. Lösemittel,,,,Waschfl.,12,22,4,22,4,,,,,,,,,,,
2018,EAV-070407-G, Pflanzenschutzmit.:Halog.Reaktions-,,,,Destill.rückst,11,37,7,37,7,,,,,,,,,,,
2018,EAV-070408-G, Pflanzenschutzmittel: Reaktions-,,,,Destill.rückst.,13,6,4,6,4,,,,,,,,,,,
