year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers,code_new
2018, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",121,616.1,380.9, EAV-190113-G
2018, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",36,66.9,31, EAV-190115-G
2018, EAV-190117-G, Pyrolysis wastes containing hazardous substances,10,0.6,0.6, EAV-190117-G
2018, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,103,719.8,163.3, EAV-190204-G
2018, EAV-190205-G, Sludges from physico/chemical treatment,356,530.4,259.6, EAV-190205-G
2018, EAV-190207-G, Oil and concentrates from separation,198,165,99, EAV-190207-G
2018, EAV-190208-G, Liquid combustible wastes cont. haza. substances,48,124,31.9, EAV-190208-G
2018, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,7,2.5,2.2, EAV-190209-G
2018, EAV-190211-G, Other wastes containing hazardous substances,28,12.2,10, EAV-190211-G
2018, EAV-190304-G," Wastes marked as hazardous, partially stabilized",9,91.1,33.9, EAV-190304-G
2018, EAV-190306-G," Wastes marked as hazardous, solidified",16,392.6,55.1, EAV-190306-G
2018, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0,0,0, EAV-190402-G
2018, EAV-190403-G,Non-vitrified solid phase,0,0,0, EAV-190403-G
2018, EAV-190702-G, Landfill leachate containing hazardous substances,69,235.1,128.7, EAV-190702-G
2018, EAV-190806-G, Saturated or spent ion exchange resins,36,0.5,0.5, EAV-190806-G
2018, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0,0,0, EAV-190807-G
2018, EAV-190808-G, Membrane system waste containing heavy metals,6,16.3,7.3, EAV-190808-G
2018, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",8,0.4,0.4, EAV-190810-G
2018, EAV-190811-G, Sludges from bio. treat. of industrial waste water,32,144.6,137.1, EAV-190811-G
2018, EAV-190813-G, Sludges from other treat.of industrial waste water,246,142.8,134.7, EAV-190813-G
2018, EAV-191003-G, Fluff-light fraction and dust,12,4.8,3.3, EAV-191003-G
2018, EAV-191005-G, Other fractions containing hazardous substances,7,4.2,1.6, EAV-191005-G
2018, EAV-191101-G, Oil regeneration: Spent filter clays,11,2.8,2.6, EAV-191101-G
2018, EAV-191102-G, Oil regeneration: Acid tars,0,0,0, EAV-191102-G
2018, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,6,1.5,1, EAV-191103-G
2018, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0,0,0, EAV-191104-G
2018, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,12,0.7,0.7, EAV-191105-G
2018, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0,0,0, EAV-191107-G
2018, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,284,821.6,327.2, EAV-191206-G
2018, EAV-191211-G, Other wastes (including mixtures of materials),226,711.9,284.5, EAV-191211-G
2018, EAV-191301-G, Solid wastes from soil remediation,31,142.8,46.5, EAV-191301-G
2018, EAV-191303-G, Sludges from soil remediation,6,63.2,0, EAV-191303-G
2018, EAV-191305-G, Sludges from groundwater remediation,25,0.9,0.8, EAV-191305-G
2018, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",22,0.7,0.6, EAV-191307-G
2018, EAV-20," Municipal wastes (household wastes, similar wastes)",762,113.4,75.4, EAV-20
2018, EAV-200113-G, Solvents,273,9.9,7.5, EAV-200113-G
2018, EAV-200114-G, acids,244,1.7,1.1, EAV-200114-G
2018, EAV-200115-G, alkalines,235,1.8,1.4, EAV-200115-G
2018, EAV-200117-G, Photochemicals,153,0.4,0.3, EAV-200117-G
2018, EAV-200119-G, Pesticides,268,2.4,1.7, EAV-200119-G
2018, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,206,2.2,2.1, EAV-200121-G
2018, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,85,2.8,2.3, EAV-200123-G
2018, EAV-200126-G, Oil and fat (except 200125),77,1.3,1, EAV-200126-G
2018, EAV-200127-G,"Paint, inks, adhesives and resins",354,21.3,16.2, EAV-200127-G
2018, EAV-200129-G, Detergents containing hazardous substances,89,1.1,0.9, EAV-200129-G
2018, EAV-200131-G, Cytotoxic and cytostatic medicines,4,0,0, EAV-200131-G
2018, EAV-200133-G, Batteries and accumulators (160601-160603),86,1.9,1.8, EAV-200133-G
2018, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",130,29.8,12.6, EAV-200135-G
2018, EAV-200137-G, Wood containing hazardous substances,120,36.9,26.4, EAV-200137-G
2019, EAV-01," Wastes resulting from exploration, mining of minerals",32,61.9,53.3, EAV-01
2019, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0,0,0, EAV-010304-G
2019, EAV-010305-G, Other tailings containing hazardous substances,0,0,0, EAV-010305-G
2019, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0,0,0, EAV-010307-G
2019, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",6,46.8,46.8, EAV-010407-G
2019, EAV-010505-G, Oil-containing drilling muds and wastes,20,11.7,3.1, EAV-010505-G
2019, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",8,3.3,3.3, EAV-010506-G
2019, EAV-02," Wastes from agriculture, horticulture, forestry etc.",67,1.8,1.4, EAV-02
2019, EAV-020108-G, Agrochemical waste containing hazardous substances,67,1.8,1.4, EAV-020108-G
2019, EAV-03,Wastes from wood processing etc.,21,0.4,0.4, EAV-03
2019, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",4,0.2,0.2, EAV-030104-G
2019, EAV-030201-G, Non-halogenated organic wood preservatives,7,0.1,0.1, EAV-030201-G
2019, EAV-030202-G, Organochlorinated wood preservatives,5,0.1,0.1, EAV-030202-G
2019, EAV-030203-G, Organometallic wood preservatives,0,0,0, EAV-030203-G
2019, EAV-030204-G, Inorganic wood preservatives,3,0,0, EAV-030204-G
2019, EAV-030205-G, Other wood preservatives cont. hazardous subst.,3,0,0, EAV-030205-G
2019, EAV-04," Wastes from the leather, fur, textile industries",10,0.4,0.4, EAV-04
2019, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0,0,0, EAV-040103-G
2019, EAV-040214-G, Wastes from finishing containing organic solvents,0,0,0, EAV-040214-G
2019, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,7,0.3,0.3, EAV-040216-G
2019, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0,0,0, EAV-040219-G
2019, EAV-05," Wastes from petrol. refining, natural gas purification.",132,52.9,50.9, EAV-05
2019, EAV-050102-G, Petroleum refining: Desalter sludges,0,0,0, EAV-050102-G
2019, EAV-050103-G, Petroleum refining: Tank bottom sludges,45,21.3,20, EAV-050103-G
2019,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0,0,0, EAV-050104-G
2019, EAV-050105-G, Petroleum refining: Oil spills,0,0,0, EAV-050105-G
2019, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,56,15.3,15.1, EAV-050106-G
2019, EAV-050107-G, Petroleum refining: Acid tars,0,0,0, EAV-050107-G
2019, EAV-050108-G, Petroleum refining: Other tars,4,0.4,0.4, EAV-050108-G
2019, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,9,10,9.9, EAV-050109-G
2019, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0,0,0, EAV-050111-G
2019, EAV-050112-G, Petroleum refining: Oil containing acids,0,0,0, EAV-050112-G
2019, EAV-050115-G, Petroleum refining: Spent filter clays,8,0.6,0.3, EAV-050115-G
2019, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0,0,0, EAV-050601-G
2019, EAV-050603-G, Pyrolytic treatment of coal: Other tars,33,4.7,4.6, EAV-050603-G
2019, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7,0.2,0.2, EAV-050701-G
2019, EAV-06, Wastes from inorganic chemical processes,954,349.9,301.4, EAV-06
2019, EAV-060101-G, Sulfuric acid and sulphurous acid,174,133.5,129.8, EAV-060101-G
2019, EAV-060102-G, hydrochloric acid,43,7.6,7, EAV-060102-G
2019, EAV-060103-G, hydrofluoric acid,7,0.1,0.1, EAV-060103-G
2019, EAV-060104-G, Phosphoric and phosphorous acid,43,3.3,3, EAV-060104-G
2019, EAV-060105-G, Nitric acid and nitrous acid,51,1.4,1.4, EAV-060105-G
2019, EAV-060106-G, Other acids,221,24.3,20.3, EAV-060106-G
2019, EAV-060201-G, calcium hydroxide,17,1.3,1.3, EAV-060201-G
2019, EAV-060203-G, Ammonium hydroxide,53,2.6,1.5, EAV-060203-G
2019, EAV-060204-G, Sodium and potassium hydroxide,58,16.5,13.5, EAV-060204-G
2019, EAV-060205-G, Other bases,226,17.1,15.5, EAV-060205-G
2019, EAV-060311-G, Solid salts and solutions containing cyanides,28,0.5,0.4, EAV-060311-G
2019, EAV-060313-G, Solid salts and solutions containing heavy metals,119,11.1,9.7, EAV-060313-G
2019, EAV-060315-G, Metallicoxides containing heavy metals,35,3.7,3.1, EAV-060315-G
2019, EAV-060403-G, Wastes containing arsenic,16,0.5,0.5, EAV-060403-G
2019, EAV-060404-G, Wastes containing mercury,120,1.8,1.6, EAV-060404-G
2019, EAV-060405-G, Wastes containing other heavy metals,82,61.3,30.7, EAV-060405-G
2019, EAV-060502-G, Sludges from on-site effluent treatment,110,48.4,47.2, EAV-060502-G
2019, EAV-060602-G, Wastes containing hazardous sulphides,4,0.6,0.6, EAV-060602-G
2019, EAV-060701-G, Wastes containing asbestos from electrolysis,0,0,0, EAV-060701-G
2019, EAV-060702-G, Activated carbon from chlorine production,0,0,0, EAV-060702-G
2019, EAV-060703-G,Barium sulphate sludge containing mercury,0,0,0, EAV-060703-G
2019, EAV-060704-G," Solutions and acids, for example contact acid",0,0,0, EAV-060704-G
2019, EAV-060802-G, Waste containing hazardous chlorocyanes,5,4.2,4.2, EAV-060802-G
2019, EAV-060903-G, Calcium-based reaction wastes,0,0,0, EAV-060903-G
2019, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,7,0.1,0.1, EAV-061002-G
2019, EAV-061301-G, Inorganic plant protection products etc.,33,0.2,0.1, EAV-061301-G
2019, EAV-061302-G, Spent activated carbon (except 060702),67,3,2.8, EAV-061302-G
2019, EAV-061304-G, Wastes from asbestos processing,3,0.7,0, EAV-061304-G
2019, EAV-061305-G, Soot,0,0,0, EAV-061305-G
2019, EAV-07, Wastes from organic chemical processes,1711,1280.5,1221.8, EAV-07
2019, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",167,53.3,44.9, EAV-070101-G
2019, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,98,28.4,28, EAV-070103-G
2019, EAV-070104-G, Organic chem.: Other organic solvents etc.,341,120,108.6, EAV-070104-G
2019, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,42,40.1,39.8, EAV-070107-G
2019, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",145,106.5,103.9, EAV-070108-G
2019, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",14,0.6,0.6, EAV-070109-G
2019, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",38,11.6,11.5, EAV-070110-G
2019, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,37,10.4,10.4, EAV-070111-G
2019, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",73,30.1,29.1, EAV-070201-G
2019, EAV-070203-G, Plastics: Organic halogenated solvents etc.,35,2.5,2.5, EAV-070203-G
2019, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",148,34.8,34.1, EAV-070204-G
2019, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",38,5.2,5, EAV-070207-G
2019, EAV-070208-G," Plastics: Other still bottoms, reaction residues",403,90.2,84.8, EAV-070208-G
2019, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",7,0.2,0.2, EAV-070209-G
2019, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,47,6.5,6.5, EAV-070210-G
2019, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14,1.1,0.9, EAV-070211-G
2019, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,48,3.9,3.4, EAV-070214-G
2019, EAV-070216-G, Plastics: Waste containing hazardous silicones,6,1,1, EAV-070216-G
2019, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",27,4.7,4.1, EAV-070301-G
2019, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,22,0.8,0.7, EAV-070303-G
2019, EAV-070304-G, Organic dyes: Other organic solvents etc.,203,29.6,27.8, EAV-070304-G
2019, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,5,1.8,1.8, EAV-070307-G
2019, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",25,6.4,6, EAV-070308-G
2019, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4,0.1,0.1, EAV-070309-G
2019, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",8,0.4,0.4, EAV-070310-G
2019, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,0,0,0, EAV-070311-G
2019, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,20,34.9,34.9, EAV-070401-G
2019, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,20,123.8,123.2, EAV-070403-G
2019, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,12,23,23, EAV-070404-G
2019, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11,38.9,38.9, EAV-070407-G
2019, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",16,8.1,8.1, EAV-070408-G
2019, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,6,0.3,0.2, EAV-070409-G
2019, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",7,0.4,0.4, EAV-070410-G
2019, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,3,0.3,0.3, EAV-070411-G
2019, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11,0.6,0.5, EAV-070413-G
2019, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,52,33.9,30.2, EAV-070501-G
2019, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,41,10.9,10.8, EAV-070503-G
2019, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,88,78.5,77.7, EAV-070504-G
2019, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,9,1.2,1.2, EAV-070507-G
2019, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",49,8.9,8.4, EAV-070508-G
2019, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,6,0.1,0.1, EAV-070509-G
2019, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18,2.2,2.2, EAV-070510-G
2019, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,6,0.5,0.5, EAV-070511-G
2019, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,46,1.7,1.7, EAV-070513-G
2019, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",124,28,26.5, EAV-070601-G
2019, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",24,0.6,0.4, EAV-070603-G
2019, EAV-070604-G," Fats, soaps: Other organic solvents etc.",76,8.9,6.9, EAV-070604-G
2019, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",3,0.2,0, EAV-070607-G
2019, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",149,49.5,44.8, EAV-070608-G
2019, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0,0,0, EAV-070609-G
2019, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",18,2.6,2.6, EAV-070610-G
2019, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6,1.3,1.3, EAV-070611-G
2019, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",153,79.9,74.1, EAV-070701-G
2019, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,100,20.3,18.9, EAV-070703-G
2019, EAV-070704-G, Fine chem.: Other organic solvents etc.,171,56.8,54.9, EAV-070704-G
2019, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",33,12.7,12.6, EAV-070707-G
2019, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",80,54.7,54.4, EAV-070708-G
2019, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",24,0.7,0.6, EAV-070709-G
2019, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",41,3.3,3.3, EAV-070710-G
2019, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,17,2.4,2.3, EAV-070711-G
2019, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1348,205.1,174.5, EAV-08
2019, EAV-080111-G," Waste paint, varnish containing organic solvents",722,67.4,53.2, EAV-080111-G
2019, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,327,37.3,29.2, EAV-080113-G
2019, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",142,19.3,17.7, EAV-080115-G
2019, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,172,23.6,22.8, EAV-080117-G
2019, EAV-080119-G, Aqueous suspensions cont. paint or varnish,49,13.4,13.2, EAV-080119-G
2019, EAV-080121-G, Waste paint or varnish remover,16,0.5,0.5, EAV-080121-G
2019, EAV-080312-G, Waste ink containing hazardous substances,101,6.4,5.4, EAV-080312-G
2019, EAV-080314-G, Ink sludges containing hazardous substances,57,4.2,4, EAV-080314-G
2019, EAV-080316-G, Waste etching solutions,0,0,0, EAV-080316-G
2019, EAV-080317-G, Waste printing toner cont. hazardous substances,0,0,0, EAV-080317-G
2019, EAV-080319-G, Disperse oil,21,0.9,0.4, EAV-080319-G
2019,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,319,29.2,25.7, EAV-080409-G
2019, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,7,0.2,0.2, EAV-080411-G
2019, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",13,0.4,0.4, EAV-080413-G
2019, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",16,0.8,0.8, EAV-080415-G
2019, EAV-080417-G," Adhesives, sealants: Rosin oil",0,0,0, EAV-080417-G
2019, EAV-080501-G, Waste isocyanates,71,1.3,1.2, EAV-080501-G
2019, EAV-09, Wastes from the photographic industry,160,13.8,10.4, EAV-09
2019, EAV-090101-G, Water-based developer and activator solutions,91,3.1,2.5, EAV-090101-G
2019, EAV-090102-G, Water-based offset plate developer solutions,87,6.2,4.8, EAV-090102-G
2019, EAV-090103-G, Solvent-based developer solutions,0,0,0, EAV-090103-G
2019, EAV-090104-G, fixer solutions,73,2.5,1.7, EAV-090104-G
2019, EAV-090105-G, Bleach solutions and bleach fixer solutions,36,1.4,1.4, EAV-090105-G
2019, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0,0,0, EAV-090106-G
2019, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0,0,0, EAV-090111-G
2019, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0,0,0, EAV-090113-G
2019,EAV-10, Wastes from thermal processes,767,1003.7,913.7, EAV-10
2019, EAV-100104-G, Oil fly ash and boiler dust,19,3.3,3.3, EAV-100104-G
2019, EAV-100109-G, Sulfuric acid,0,0,0, EAV-100109-G
2019, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0,0,0, EAV-100113-G
2019, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",57,53.5,53.3, EAV-100114-G
2019, EAV-100116-G, Fly ash from co-incineration,35,30.2,26.3, EAV-100116-G
2019, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,136,58.2,57.5, EAV-100118-G
2019, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,8,1.9,1.9, EAV-100120-G
2019, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,7,1,1, EAV-100122-G
2019, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",74,212.3,211.2, EAV-100207-G
2019, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",4,4.3,4.3, EAV-100211-G
2019, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",14,102.8,91, EAV-100213-G
2019, EAV-100304-G, Aluminium: Primary production slags,3,2,2, EAV-100304-G
2019, EAV-100308-G, Aluminium: Salt slags from secondary production,12,304.1,255.3, EAV-100308-G
2019, EAV-100309-G, Aluminium: Black dross from secondary production,0,0,0, EAV-100309-G
2019, EAV-100315-G, Aluminium: Skimmings that are flammable etc.,50,42.6,32, EAV-100315-G
2019, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,4,0.5,0.5, EAV-100317-G
2019, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,18,3.2,3.1, EAV-100319-G
2019, EAV-100321-G, Aluminum: Other particulates and dust,12,2.4,2.4, EAV-100321-G
2019, EAV-100323-G, Aluminum: Solid wastes from gas treatment,24,20.5,18.8, EAV-100323-G
2019, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",4,0.3,0.3, EAV-100325-G
2019, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,3,0.5,0.5, EAV-100327-G
2019, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0,0,0, EAV-100329-G
