GENESIS table: 32161-0001
Companies, amount of waste generated: Germany, years,;;;;
types of waste;;;;
Waste generation survey;;;;
Germany;;;;
;;;Operations;Amount of waste generated
2018;EAV-160210-G; Used equipment containing PCB (oh.160209);8;0.0
2018;EAV-160211-G; Used equipment;793;1.7
2018;EAV-160212-G; Used equipment containing free asbestos;29;0.1
2018;EAV-160213-G; Used devices with dangerous components (oh.160209-12);2096;18.8
2018;EAV-160214-U; Used devices (without 160209 to 160213);2093;21.6
2018;EAV-16021500-G; Hazardous components removed from used equipment;58;0.2
2018;EAV-16021501-G; Waste containing mercury;-;-
2018;EAV-16021502-G; printed circuit boards;23;0.2
2018;EAV-16021503-G; Toner cartridges;149;0.0
2018;EAV-16021504-G; Plastics with brominated flame retardant;-;-
2018;EAV-16021505-G; Components containing asbestos;-;-
2018;EAV-16021506-G; cathode ray tubes;-;-
2018;EAV-16021507-G; gas discharge lamps;3;0.0
2018;EAV-16021508-G; Liquid crystal displays;-;-
2018;EAV-16021509-G; External electrical wiring;11;0.0
2018;EAV-16021510-G; Components containing refractory ceramic fibers;-;-
2018;EAV-16021511-G; Electrolytic - Capacitors;-;-
2018;EAV-16021512-G; Photoconductor drums containing cadmium or selenium;-;-
2018;EAV-16021600-U; Remove from used devices. Components (oh.160215);707;13.5
2018;EAV-16021601-U; External electrical wiring (including cables);288;1.2
2018;EAV-160303-G; Bad batches: Inorganic waste with hazardous substances; 113; 5.0
2018;EAV-160304-U; Inorganic waste (excluding 160303);124;8.3
2018;EAV-160305-G; Bad batches: Organic waste with hazardous substances; 222; 10.4
2018;EAV-160306-U; Organic waste (excluding 160305);175;15.1
2018;EAV-160401-G; ammunition waste;-;-
2018;EAV-160402-G; fireworks waste;5;0.1
2018;EAV-160403-G; Other explosive waste;29;0.3
2018;EAV-160504-G; Gases in pressure vessels containing dangerous substances;2155;2.8
2018;EAV-160505-U; Gases in pressure containers (excluding 160504);66;0.1
2018;EAV-160506-G; Laboratory chemicals from hazardous substances;1043;3.4
2018;EAV-160507-G; Used inorganic chemicals;1330;9.6
2018;EAV-160508-G; Used organic chemicals;1332;31.2
2018;EAV-160509-U; Used chemicals (excluding 160506-160508);118;3.2
2018;EAV-160601-G; Lead-acid batteries;2039;26.0
2018;EAV-160602-G; Ni-Cd batteries;155;0.1
2018;EAV-160603-G; Batteries containing mercury;11;0.0
2018;EAV-160604-U; Alkaline batteries (except 160603);514;0.7
2018;EAV-160605-U; Other batteries and accumulators;256;1.8
2018;EAV-160606-G; Separately collected electrolytes a. Batteries, rechargeable battery.;15;2.3
2018;EAV-160708-G; Tanks, barrels: oily waste;937;35.5
2018;EAV-160709-G; Tanks, barrels: waste with other hazardous St.;137;13.9
2018;EAV-160799-U; Tanks, casks: wastes not otherwise specified;14;1,4
2018;EAV-160801-U; Used catalytic converters (excluding 160807);33;1.0
2018;EAV-160802-G; Used catalyst. m.dangerous.transition metals;68;10.8
2018;EAV-160803-U; Used catalysts with transition metals;15;1,2
2018;EAV-160804-U; Used catalysts v. crack proc.(oh. 160807);5;4.4
2018;EAV-160805-G; Used catalysts with phosphoric acid;3;0.2
2018;EAV-160806-G; Used fluids (catalysts);5;0.3
2018;EAV-160807-G; Used catalysts with hazardous substances;84;3.7
2018;EAV-160901-G; permanganates, e.g. potassium permanganate;-;-
2018;EAV-160902-G; Chromates (potassium chromate, potassium or sodium dichromate);3;0.0
2018;EAV-160903-G; peroxides, e.g., hydrogen peroxide;13;0.1
2018;EAV-160904-G; Oxidizing substances n.e.c.;4;0.1
2018;EAV-161001-G; Aqueous liquid waste containing hazardous substances;299;22.0
2018;EAV-161002-U; Aqueous liquid waste (excluding 161001);291;65.3
2018;EAV-161003-G; Aqueous concentrates with dangerous substances;91;1.7
2018;EAV-161004-U; Aqueous concentrates (without 161003);12;0.8
2018;EAV-161101-G; Metallurgical refractory materials. processes;13;5.5
2018;EAV-161102-U; Refractory mat. from metallurg. percent (oh.161101);27;1.4
2018;EAV-161103-G; Other linings and refractories;44;29.2
2018;EAV-161104-U; Refractory mat. from metallurg. percent (oh.161103);220;446.4
2018;EAV-161105-G; Non-metallurgical refractory materials. percent;58;9.5
2018;EAV-161106-U; Refractory material a. nonmetallurgical proc.(oh.161105);131;36.5
2018;EAV-17;Construction and demolition waste;;
2018;EAV-170101-U; Concrete;809;343.1
2018;EAV-170102-U; Brick;231;30.7
2018;EAV-170103-U; tiles and ceramics;215;21.2
2018;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;257;76.9
2018;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);2577;626.3
2018;EAV-170201-U; Wood;4372;208.6
2018;EAV-170202-U; Glass;711;12.7
2018;EAV-170203-U; Plastic;804;25.6
2018;EAV-170204-G; Glass, plastic and wood with dangerous substances;964;49.7
2018;EAV-170301-G; Bituminous mixtures containing coal tar;227;93.7
2018;EAV-170302-U; Bitumen mixtures (without 170301);483;187.5
2018;EAV-170303-G; Coal tar and tarry products;218;3,6
2018;EAV-170401-U; copper, bronze, brass;1264;21.5
2018;EAV-170402-U; Aluminum; 2148; 82.7
2018;EAV-170403-U; Lead;115;1.5
2018;EAV-170404-U; Zinc;74;1.1
2018;EAV-170405-U; Iron and Steel;4700;1243.0
2018;EAV-170406-U; tin;47;0.3
2018;EAV-170407-U; Mixed Metals;2176;210.2
2018;EAV-170409-G; Metal waste with dangerous substances;112;4.3
2018;EAV-170410-G; Cables hazardous to oil, coal tar, etc. Substances contain;141;4.1
2018;EAV-170411-U; Cable (without 170410);2210;32.6
2018;EAV-170503-G; Soil and stones containing dangerous substances;234;432.3
2018;EAV-170504-U; soil and stones (without 170503);760;2687.2
2018;EAV-170505-G; dredged material containing dangerous substances;5;0.5
2018;EAV-170506-U; dredged material (without 170505);26;13.3
2018;EAV-170507-G; railway ballast containing dangerous substances;17;77.5
2018;EAV-170508-U; Track ballast (without 170507);46;367.7
2018;EAV-170601-G; Insulation material containing asbestos;32;0.9
2018;EAV-170603-G; Other insulating material;1936;26.2
2018;EAV-170604-U; Insulating material (without 170601 and 170603);649;14.2
2018;EAV-170605-G; Building materials containing asbestos;693;17.8
2018;EAV-170801-G; Contaminated gypsum-based building materials;13;0.4
2018;EAV-170802-U; Gypsum-based building materials (excluding 170801);617;43.2
2018;EAV-170901-G; construction and demolition waste containing mercury;8;2,6
2018;EAV-170902-G; Construction and demolition waste containing PCBs;26;0.9
2018;EAV-170903-G; Other construction and demolition waste;131;5.9
2018;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);3661;129.1
2018;EAV-18;Wastes from medical care;;
2018;EAV-180101-U; Pointed or sharp objects (except 180103);76;0.7
2018;EAV-180102-U; Body parts, organs, blood supplies (except 180103);530;3.4
2018;EAV-180103-G; Waste (particularly requirements from the point of view of infection prevention);734;6.3
2018;EAV-180104-U; Wound, plaster bandages, laundry, disposable clothing, diapers; 728; 253.7
2018;EAV-180106-G; chemicals consisting of hazardous substances;75;1,9
2018;EAV-180107-U; chemicals (excluding 180106);21;2.3
2018;EAV-180108-G; cytotoxic. and cytostatic drugs for humans;495;1.5
2018;EAV-180109-U; Medicines (excluding 180108);142;8.0
2018;EAV-180110-G; amalgam waste from dentistry;8;0.0
2018;EAV-180201-U; Pointed or sharp objects (without 180202);-;-
2018;EAV-180202-G; Waste (particularly requirements from the point of view of preventing infection);54;0.5
2018;EAV-180203-U; Waste (without particular requirement for an infection prevention view);38;1.8
2018;EAV-180205-G; Chemicals consisting of hazardous substances;5;0.0
2018;EAV-180206-U; Chemicals (without 180205);-;-
2018;EAV-180207-G; Cytotoxic and cytostatic drugs for animals;-;-
2018;EAV-180208-U; Drugs (excluding 180207);5;0.1
2018;EAV-19;Waste from waste treatment plants etc.;;
2018;EAV-190102-U; Combustion, pyrolysis: iron parts a. rust and boiler ash; 4; 1.2
2018;EAV-190105-G; Combustion, pyrolysis: filter cake from flue gas treatment;6;24.6
2018;EAV-190106-G; Incineration, pyrolysis: Aqueous liquid waste from flue gas tank; 12; 18.3
2018;EAV-190107-G; Incineration, pyrolysis: solid waste a. Exhaust gas treatment;16;34.3
2018;EAV-190110-G; Combustion, pyrolysis: used activated carbon a. Exhaust gas treatment;7;0.8
2018;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;27;118.6
2018;EAV-190112-U; Bottom ash and slag (oh.190111);31;348.7
2018;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;20;68.2
2018;EAV-190114-U; Filter dust (without 190113);5;0.0
2018;EAV-190115-G; Combustion, pyrolysis: Boiler dust with hazardous fabrics;3;1.5
2018;EAV-190116-U; Boiler dust (without 190115);-;-
2018;EAV-190117-G; Pyrolysis wastes containing dangerous substances;3;0.4
2018;EAV-190118-U; Pyrolysis waste (without 190117);-;-
2018;EAV-190119-U; Combustion.,Pyrolysis:Sands from fluidized bed combustion;-;-
2018;EAV-190199-U; Incineration, pyrolysis of waste: wastes not otherwise specified;-;-
2018;EAV-190203-U; Premixed waste from non-hazardous waste;3;0.1
2018;EAV-190204-G; Premixed waste with at least one hazardous waste;11;1,6
2018;EAV-190205-G; Sludges from physico-chemical treatment;157;26.3
2018;EAV-190206-U; sludge a. physical-chemical treatment (oh.190205);25;3.5
2018;EAV-190207-G; Oil and concentrates from separation processes;67;16.4
2018;EAV-190208-G; Liquid combustible waste with hazardous substances;4;3.5
2018;EAV-190209-G; Solid combustible waste containing hazardous substances;-;-
2018;EAV-190210-U; Combustible waste (excluding 190208 and 190209);-;-
2018;EAV-190211-G; Other wastes containing dangerous substances;4;0.0
2018;EAV-19029900-U; physics.-chem. Treatment of waste: waste not otherwise specified;-;-
2018;EAV-19029950-U; Products resulting from waste treatment;-;-
2018;EAV-190304-G; as dangerous classified partly stabilized waste;-;-
2018;EAV-190305-U; Stabilized waste (without 190304);-;-
2018;EAV-190306-G; Solidified waste classified as hazardous;-;-
2018;EAV-190307-U; Solidified waste (excluding 190306);5;0.7
2018;EAV-190401-U; Vitrified waste;4;0.0
2018;EAV-190402-G; Filter dust and other waste from exhaust gas treatment;-;-
2018;EAV-190403-G; Non-vitrified solid phase;-;-
2018;EAV-190404-U; Aqueous liquid waste from tempering;-;-
2018;EAV-190501-U; Non-composted fraction of municipal waste;-;-
2018;EAV-190502-U; Non-composted fraction v. animal and plant waste;-;-
2018;EAV-190503-U; Out of specification compost;-;-
2018;EAV-19059900-U; waste not otherwise specified not differentiable;-;-
2018;EAV-19059901-U; Compost (to specification);-;-
2018;EAV-190603-U; liquids from municipal waste treatment;-;-
2018;EAV-190604-U; Digestate/sludge from tank v.municipal waste;-;-
2018;EAV-190605-U; liquids from container v. animal and plant waste;-;-
2018;EAV-190606-U; Digestate/sludge a. Treatment of animal and plant waste;-;-
2018;EAV-190699-U; Anaerobic treatment of waste: wastes not otherwise specified;-;-
2018;EAV-190702-G; Landfill leachate, the hazardous contains substances;-;-
2018;EAV-190703-U; Landfill leachate (without 190702);7;190.0
2018;EAV-190801-U; sieving and raking residues;116;14.9
2018;EAV-190802-U; Sand trap residues;151;28.2
2018;EAV-190805-U; Sludges from treatment v. municipal waste water;-;-
2018;EAV-190806-G; Saturated or spent ion exchange resins;62;0.4
2018;EAV-190807-G; Solutions and sludges from regeneration of ion exhaust.;-;-
2018;EAV-190808-G; Waste containing heavy metals from membrane systems;-;-
2018;EAV-190809-U; Fat and oil mixtures from oil separators (edible oils);262;19.7
2018;EAV-190810-G; Fat and oil mixtures from oil separators (oh.190809);16;0.7
2018;EAV-190811-G; Sludges from biological treatment of industrial waste water;23;350.1
2018;EAV-190812-U; sludge a. biological treatment of industrial waste water (oh.190811); 66; 213.2
2018;EAV-190813-G; Slurries with hazardous Substances from industrial waste water;139;164.9
2018;EAV-190814-U; Sludges from industrial waste water (excluding 190813);291;89.4
2018;EAV-190899-U; Sewage treatment plants: wastes not otherwise specified;13;4,9
2018;EAV-190901-U; Solid waste from primary filtration and screenings;41;2.7
2018;EAV-190902-U; sludges from water purification;143;100.6
2018;EAV-190903-U; decarbonation sludges;36;83.2
2018;EAV-190904-U; Used activated carbon;75;5.6
2018;EAV-190905-U; Saturated or used ion exchange resins;100;1.5
2018;EAV-190906-U; Solutions and sludges from regeneration of ion exhaust.;5;18.7
2018;EAV-190999-U; Service water: waste not otherwise specified;8;5,6
2018;EAV-191001-U; iron and steel waste;63;13.6
2018;EAV-191002-U; non-ferrous metal waste;29;3.5
2018;EAV-191003-G; Shredder light fractions and dust;-;-
2018;EAV-191004-U; Shredder light fractions and dust (without 191003);10;0.7
2018;EAV-191005-G; Other factions that are dangerous substances contain;-;-
2018;EAV-191006-U; Other fractions (without 191005);3;3.1
2018;EAV-191101-G; Waste Oil Treatment: Used Filtertones;11;1.6
2018;EAV-191102-G; Waste oil treatment: acid tar;-;-
2018;EAV-191103-G; Waste oil treatment: Aqueous liquid waste;-;-
2018;EAV-191104-G; Waste oil processing: Abf.a.d. Fuel cleaning with bases;-;-
2018;EAV-191105-G; Waste oil treatment: sludge (in-house waste water treatment);6;0.1
2018;EAV-191106-U; sludge from operational Wastewater treatment (oh.191105);7;0.3
2018;EAV-191107-G; Waste oil treatment: Waste from exhaust gas cleaning;-;-
2018;EAV-19119900-U; waste not otherwise specified;3;0.1
2018;EAV-19119950-U; Base oil (source of lubricant), (SK);-;-
2018;EAV-19119951-U; Lubricant, (SS);3;0.0
2018;EAV-19119952-U; middle distillate component;-;-
2018;EAV-19119953-U; Light heating oil (including diesel), (HL);-;-
2018;EAV-19119954-U; Heavy fuel oil component;-;-
2018;EAV-19119955-U; Heavy fuel oil (HS);-;-
2018;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;199;48.8
2018;EAV-19120101-U; Mechanical waste treatment: lower grades (group I);12;5.2
2018;EAV-19120102-U; Mech.waste treatment: medium grades (group II);10;5.7
2018;EAV-19120103-U; Mech.Waste Treatment: Better grades (Group III);4;1.0
2018;EAV-19120104-U; Mech.waste treatment: powerful types (Gr.IV);-;-
2018;EAV-19120105-U; Mechanical waste treatment: special types (group V);3;0.1
2018;EAV-191202-U; Mechanical waste treatment: ferrous metals; 359; 107.5
2018;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;134;11.3
2018;EAV-191204-U; Mechanical waste treatment: plastic and rubber;312;37.5
2018;EAV-19120500-U; Mech.waste treatment: glass not differentiable;20;76.8
2018;EAV-19120501-U; Mechanical waste treatment: flint glass;20;7.0
2018;EAV-19120502-U; Mechanical waste treatment: amber glass;10;0.9
2018;EAV-19120503-U; Mechanical waste treatment: green glass;16;0.8
2018;EAV-19120504-U; Mech.waste treatment: stained glass;3;0.1
2018;EAV-19120505-U; Mechanical waste treatment: mixed glass;15;3.8
2018;EAV-191206-G; Mechanical waste treatment: wood with hazardous fabrics;6;4,2
2018;EAV-191207-U; wood (without 191206);66;24.3
2018;EAV-191208-U; Mechanical waste treatment: textiles;14;0.7
2018;EAV-19120900-U; Mechanical waste treatment: minerals (sand, stones);50;23.6
2018;EAV-19120901-U; Products for use in road and road construction;-;-
2018;EAV-19120902-U; Products for use in other earthworks;-;-
2018;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-
2018;EAV-19120904-U; Products for use in asphalt mixing plants;-;-
2018;EAV-19120905-U; products for other uses;-;-
2018;EAV-19120906-U; Hot mix for road and path construction;-;-
2018;EAV-191210-U; Combustible waste (fuel from waste);40;28.5
2018;EAV-191211-G; Other waste (including mixed materials);16;5.6
2018;EAV-191212-U; Other waste (without 191211);168;120.2
2018;EAV-191301-G; Solid waste from soil remediation;3;0.1
2018;EAV-191302-U; Solid waste from soil remediation (oh.191301);3;7,3
2018;EAV-191303-G; Sludges from soil remediation;-;-
2018;EAV-191304-U; Sludge from soil remediation (oh.191303);-;-
2018;EAV-191305-G; Sludges from groundwater remediation;8;0.3
2018;EAV-191306-U; Sludge from groundwater remediation (oh.191305);3;0.1
2018;EAV-191307-G; Aqueous waste and concentrates from groundwater remediation.;-;-
2018;EAV-191308-U; Aqueous waste and conc. a. groundwater sanitation (oh.191307);-;-
2018;EAV-20;Municipal waste (household waste and similar waste);;
2018;EAV-200101-U; paper and cardboard;10042;1488.6
2018;EAV-200102-U; Glass;1195;93.5
2018;EAV-200108-U; Biodegradable kitchen and canteen waste;3959;214.7
2018;EAV-200110-U; Clothing;21;0.1
2018;EAV-200111-U; Textiles;71;2.5
2018;EAV-200113-G; Solvent;252;0.4
2018;EAV-200114-G; acids; 222; 0.2
2018;EAV-200115-G; alkalis;183;0.5
2018;EAV-200117-G; Photographic Chemicals;50;0.1
2018;EAV-200119-G; Pesticides;54;0.0
2018;EAV-200121-G; Fluorescent tubes and other waste containing mercury;5401;10.3
2018;EAV-200123-G; Used devices with chlorofluorocarbons;651;1.3
2018;EAV-200125-U; Edible oils and fats;736;12.6
2018;EAV-200126-G; Oils and fats (without 200125);106;0.6
2018;EAV-200127-G; paints, inks, adhesives and synthetic resins;335;1.9
2018;EAV-200128-U; Paints, printing inks, adhesives, synthetic resins (oh.200127); 93; 0.4
2018;EAV-200129-G; Detergents containing dangerous substances;113;0.3
2018;EAV-200130-U; Detergents (excluding 200129);44;0.1
2018;EAV-200131-G; Cytotoxic and cytostatic drugs;5;0.0
2018;EAV-200132-U; Medicines (without 200131);90;4.3
2018;EAV-200133-G; Batteries and accumulators (160601-160603);1234;0.9
2018;EAV-200134-U; Batteries and accumulators (without 200133);306;0.4
2018;EAV-200135-G; Used electrical equipment (oh.200121,200123);4052;25.4
2018;EAV-200136-U; Used electrical devices (excluding 200121, 200123, 200135); 1544; 10.3
2018;EAV-200137-G; Wood containing dangerous substances;38;1.8
2018;EAV-200138-U; Wood (without 200137);1101;79.8
2018;EAV-200139-U; Plastics;3197;197.8
2018;EAV-200140-U; metals;4992;1088.5
2018;EAV-200141-U; waste from cleaning chimneys;-;-
2018;EAV-200199-U; Other political groups n.e.c.;-;-
