year,data_belong_to,eav_code,types_of_waste,etroi_establishments_number,generated_waste_quantity
2018,Germany as a whole,EAV-120105-U, Plastic splines and turning chips,407,58.5
2018,Germany as a whole,EAV-120106-G, Halogen-containing treatment oil on mineral oil basis,19,10.9
2018,Germany as a whole,EAV-120107-G,Halogen-free treatment oil based on mineral oil,137,24.7
2018,Germany as a whole,EAV-120108-G, Halogen-containing treatment emulsions and solutions,33,0.9
2018,Germany as a whole,EAV-120109-G, Halogen-free treatment emulsions and solutions,4694,432.3
2018,Germany as a whole,EAV-120110-G, synthetic overburdening sols,28,0.2
2018,Germany as a whole,EAV-120112-G, Used waxes and fat,568,11.7
2018,Germany as a whole,EAV-120113-U, sweat if,102,34.0
2018,Germany as a whole,EAV-120114-G, Treatment plasters with dangerous substances,323,15.7
2018,Germany as a whole,EAV-120115-U, Beardmores mud (without 120114),129,7.5
2018,Germany as a whole,EAV-120116-G, Abrasive waste (with dangerous substances),205,7.4
2018,Germany as a whole,EAV-120117-U, Abrasive waste (excluding 120116),767,64.5
2018,Germany as a whole,EAV-120118-G, Oil-containing metal sludge (grinding sludge etc.),690,52.2
2018,Germany as a whole,EAV-120119-G, biologically easy to digest,,
2018,Germany as a whole,EAV-120120-G, Used hone-u.sleifmittel with dangerous.Stoffen,85,5.6
2018,Germany as a whole,EAV-120121-U, Used honing and grinding materials (without 120120),416,11.1
2018,Germany as a whole,EAV-120199-U, To install Surface Edit. Metals plastics: waste nec,161,147.8
2018,Germany as a whole,EAV-120301-G,wet wash liquids,473,22.6
2018,Germany as a whole,EAV-120302-G, Fall from the steam fattening,13,0.7
2018,Germany as a whole,EAV-13,Lakes and ravines from liquid fuels,,
2018,Germany as a whole,EAV-130101-G, Hydraulics that contain PCBs,,
2018,Germany as a whole,EAV-130104-G, Hydraulics: Chlorinated Emulsions,,
2018,Germany as a whole,EAV-130105-G, Hydraulics: Non-chlorinated emulsions,79,4.9
2018,Germany as a whole,EAV-130109-G, Chlorinated hydraulics on mineral oil basis,3,0.0
2018,Germany as a whole,EAV-130110-G, Non-chlorinated hydraulic oils on mineral oil basis,153,1.9
2018,Germany as a whole,EAV-130111-G, Synthetic hydraulic oil,15,0.1
2018,Germany as a whole,EAV-130112-G, Biologically easily digestible hydraulic oils,3,0.0
2018,Germany as a whole,EAV-130113-G, Other Hydraulics,24,0.1
2018,Germany as a whole,EAV-130204-G, Chlorinated machine gear and lubricating oils,90,0.7
2018,Germany as a whole,EAV-130205-G, Non-chlorinated machine gear and lubricating oils,5968,72.6
2018,Germany as a whole,EAV-130206-G, Synthetic machines transmissions and lubricants,44,0.1
2018,Germany as a whole,EAV-130207-G, Easily biodegraded. Machine and gear oils,4,0.0
2018,Germany as a whole,EAV-130208-G, Other machines gears and lubricants,494,5.8
2018,Germany as a whole,EAV-130301-G,Isolation and heat-transmission sole with PCB,17,0.2
2018,Germany as a whole,EAV-130306-G, Chlorine. Isolation and Heat transfer oil(oh.130301),4,0.0
2018,Germany as a whole,EAV-130307-G, Non-chlorinated insulation and heat transfer tubes,119,3.1
2018,Germany as a whole,EAV-130308-G, Synthetic insulation and thermal insulation,31,1.1
2018,Germany as a whole,EAV-130309-G, Biology. To install easily dismantled. Isolation and warm-up oils,,
2018,Germany as a whole,EAV-130310-G, Other insulating and heat transfer elements,20,0.1
2018,Germany as a whole,EAV-130401-G, Bilge oils from the inner ship journey,,
2018,Germany as a whole,EAV-130402-G, bilgenoil from molena blood channels,,
2018,Germany as a whole,EAV-130403-G, Bilge oils from the other side of the ship,20,4.3
2018,Germany as a whole,EAV-130501-G, Solid waste from sand traps and oil/water separation.,195,4.6
2018,Germany as a whole,EAV-130502-G, Sludge from oil/water absorbers,1441,58.6
2018,Germany as a whole,EAV-130503-G, Slams from drain shafts,366,9.2
2018,Germany as a whole,EAV-130506-G, Oil from oil/water separators,37,2.2
2018,Germany as a whole,EAV-130507-G, Oliges water from oil/water separators,356,20.2
2018,Germany as a whole,EAV-130508-G,Waste mixtures from sand traps oil/water separators.,882,19.5
2018,Germany as a whole,EAV-130701-G, Heating oil and diesel,107,1.8
2018,Germany as a whole,EAV-130702-G, gasoline,53,0.5
2018,Germany as a whole,EAV-130703-G, Other fuels (including blends),276,18.0
2018,Germany as a whole,EAV-130801-G, Ointment cases: Sludge or Emulsions from Desalters,,
2018,Germany as a whole,EAV-130802-G, Ointments: Other Emulsions,471,14.9
2018,Germany as a whole,EAV-130899-G, Drop Falls: Drop Falls,330,15.5
2018,Germany as a whole,EAV-14,Waste from organic solvents refrigerants,,
2018,Germany as a whole,EAV-140601-G, Hydrochlorofluorocarbons HCFC HFC,75,0.1
2018,Germany as a whole,EAV-140602-G, Other halogenated solvents and To install Solvent acc.,319,3.7
2018,Germany as a whole,EAV-140603-G, Other solvents and chemical solvents,3152,44.9
2018,Germany as a whole,EAV-140604-G, slush solid deposits (halogenated solvents),12,0.8
2018,Germany as a whole,EAV-140605-G, Sludges solid waste (other solvents),51,0.9
2018,Germany as a whole,EAV-15,Packaging all absorbent masses wipes,,
2018,Germany as a whole,EAV-150101-U, Paper and cardboard packaging,13961,1904.0
2018,Germany as a whole,EAV-150102-U, Plastic packaging,10430,459.3
2018,Germany as a whole,EAV-150103-U, Packaging made of wood,7668,541.3
2018,Germany as a whole,EAV-150104-U, Packaging made of metal,792,52.5
2018,Germany as a whole,EAV-150105-U, composite packs,347,67.1
2018,Germany as a whole,EAV-15010600-U, Mixed packaging not distinguishable,7725,593.3
2018,Germany as a whole,EAV-15010601-U, Light packaging (LVP),1807,33.9
2018,Germany as a whole,EAV-15010602-U, Mixed recyclables together with light packaging,93,3.8
2018,Germany as a whole,EAV-150107-U, Glass packaging,1074,92.4
2018,Germany as a whole,EAV-150109-U, Packaging from textiles,29,0.7
2018,Germany as a whole,EAV-150110-G, Packaging with residues of hazardous substances,4721,42.1
2018,Germany as a whole,EAV-150111-G, Packaging made of metal,79,1.2
2018,Germany as a whole,EAV-150202-G, Suction and filter materials wipes,8465,94.6
2018,Germany as a whole,EAV-150203-U, Suction and filter materials (without 150202),558,29.6
2018,Germany as a whole,EAV-16,Cases not otherwise listed in the directory,,
2018,Germany as a whole,EAV-160103-U, old tires,715,57.7
2018,Germany as a whole,EAV-160104-G, old vehicles,30,6.7
2018,Germany as a whole,EAV-160106-U, Old vehicles without hazardous components,17,10.6
2018,Germany as a whole,EAV-160107-G, Old vehicles: Oil filters,310,0.3
2018,Germany as a whole,EAV-160108-G, End of Life Vehicles: Quicksilver-containing body parts,7,0.0
2018,Germany as a whole,EAV-160109-G, Old vehicles: Parts that contain PCBs,,
2018,Germany as a whole,EAV-160110-G, End-of-life vehicles: Explosive vehicles (e.g. from airbags),44,1.0
2018,Germany as a whole,EAV-160111-G, Late vehicles: Asbestos-containing brakes,,
2018,Germany as a whole,EAV-160112-U, Brake pads (one 160111),27,2.6
2018,Germany as a whole,EAV-160113-G, Old vehicles: Bremsfelden,135,0.5
2018,Germany as a whole,EAV-160114-G, End-of-life vehicles: antifreeze m.dangerous. fabrics,692,4.2
2018,Germany as a whole,EAV-160115-U, Frostproof material (without 160114),20,0.1
2018,Germany as a whole,EAV-160116-U, End-of-life vehicles: liquid gas containers,3,0.0
2018,Germany as a whole,EAV-160117-U, End-of-life vehicles: ferrous metals,279,172.1
2018,Germany as a whole,EAV-160118-U, End-of-life vehicles: non-ferrous metals,184,104.5
2018,Germany as a whole,EAV-160119-U, End-of-life vehicles: Plastic,156,14.6
2018,Germany as a whole,EAV-160120-U, Old vehicles: glass,131,4.3
2018,Germany as a whole,EAV-16012100-G, To install Danger Parts(oh.160107-160111160113-160114),42,2.1
2018,Germany as a whole,EAV-16012101-G, To install Danger. metal.components(oh.160107-11160113-14),4,1.3
2018,Germany as a whole,EAV-16012102-G, To install Danger. n.metal.components(oh.160107-11160113-14),,
2018,Germany as a whole,EAV-16012200-U, Batteries not differentiable,34,4.0
2018,Germany as a whole,EAV-16012201-U,metallic parts,18,2.9
2018,Germany as a whole,EAV-16012202-U, Non-metallic bottles,,
2018,Germany as a whole,EAV-160199-U, End-of-life vehicles: waste angle,24,0.4
2018,Germany as a whole,EAV-160209-G, Transformers and Capacitors the PCB contains.,222,1.0
2018,Germany as a whole,EAV-160210-G, Used devices that contain PCB (oh.160209),8,0.0
2018,Germany as a whole,EAV-160211-G, used equipment,793,1.7
2018,Germany as a whole,EAV-160212-G, Used appliances that contain free asbestos,29,0.1
2018,Germany as a whole,EAV-160213-G, Gebr. Devices with danger. Parts (oh.160209-12),2096,18.8
2018,Germany as a whole,EAV-160214-U, Used equipment (ones 160209 to 160213),2093,21.6
2018,Germany as a whole,EAV-16021500-G, Removes dangerous items from used equipment.,58,0.2
2018,Germany as a whole,EAV-16021501-G, Quicksilver-containing falls,,
2018,Germany as a whole,EAV-16021502-G, board plates,23,0.2
2018,Germany as a whole,EAV-16021503-G, toner cartridges,149,0.0
2018,Germany as a whole,EAV-16021504-G, Plastics with brominated flame retardants,,
2018,Germany as a whole,EAV-16021505-G, Asbestos containing bottles,,
2018,Germany as a whole,EAV-16021506-G, cathode ray tubes,,
2018,Germany as a whole,EAV-16021507-G, gas injection lamps,3,0.0
2018,Germany as a whole,EAV-16021508-G, flowing crystal display,,
2018,Germany as a whole,EAV-16021509-G,External electrical lines,11,0.0
2018,Germany as a whole,EAV-16021510-G, Parts that contain fireproof ceramic fibers,,
2018,Germany as a whole,EAV-16021511-G, Electrolytes - Capacitors,,
2018,Germany as a whole,EAV-16021512-G, Cadmium- or selenium-containing photoconductor drums,,
2018,Germany as a whole,EAV-16021600-U, Out of used devices removed. Parts (oh.160215),707,13.5
2018,Germany as a whole,EAV-16021601-U, External electrical cables (including cables),288,1.2
2018,Germany as a whole,EAV-160303-G, Bad batches: inorganic waste with hazardous substances,113,5.0
2018,Germany as a whole,EAV-160304-U, Inorganic Falls (without 160303),124,8.3
2018,Germany as a whole,EAV-160305-G, Faulty charging: Organic disorders m.dangerous. substances,222,10.4
2018,Germany as a whole,EAV-160306-U, Organic Falls (without 160305),175,15.1
2018,Germany as a whole,EAV-160401-G, ammunition file,,
2018,Germany as a whole,EAV-160402-G, firework bodies collapse,5,0.1
2018,Germany as a whole,EAV-160403-G, Other explosive cases,29,0.3
2018,Germany as a whole,EAV-160504-G, Gases in pressure vessels containing hazardous substances.,2155,2.8
2018,Germany as a whole,EAV-160505-U, Gas in Pressure Container (without 160504),66,0.1
2018,Germany as a whole,EAV-160506-G, Laboratory chemicals from dangerous substances,1043,3.4
2018,Germany as a whole,EAV-160507-G, Used inorganic chemicals,1330,9.6
2018,Germany as a whole,EAV-160508-G, Used organic chemicals,1332,31.2
2018,Germany as a whole,EAV-160509-U, Used chemicals (one 160506-160508),118,3.2
2018,Germany as a whole,EAV-160601-G, leadbatteries,2039,26.0
2018,Germany as a whole,EAV-160602-G, Ni-Cd batteries,155,0.1
2018,Germany as a whole,EAV-160603-G, Batteries containing quicksilver,11,0.0
2018,Germany as a whole,EAV-160604-U, Alkaline batteries (other 160603),514,0.7
2018,Germany as a whole,EAV-160605-U, Other Batteries and Accumulators,256,1.8
2018,Germany as a whole,EAV-160606-G, Separately collected electrolyte a. Batteries accu.,15,2.3
2018,Germany as a whole,EAV-160708-G, Tanks Falls: Oil-containing Falls,937,35.5
2018,Germany as a whole,EAV-160709-G, Tanks Falls: Falls with other hazards. St.,137,13.9
2018,Germany as a whole,EAV-160799-U, tanks,14,1.4
2018,Germany as a whole,EAV-160801-U, Used Catalysts (without 160807),33,1.0
2018,Germany as a whole,EAV-160802-G, Used catalysts. with.hazardous.transition.metals,68,10.8
2018,Germany as a whole,EAV-160803-U, Used catalysts with transition metals,15,1.2
2018,Germany as a whole,EAV-160804-U, Used Catalysts v. crack proc.(without 160807),5,4.4
2018,Germany as a whole,EAV-160805-G, Used catalysts with phosphoric acid,3,0.2
2018,Germany as a whole,EAV-160806-G,Used liquids (catalysts),5,0.3
2018,Germany as a whole,EAV-160807-G, Catalysts used with dangerous substances,84,3.7
2018,Germany as a whole,EAV-160901-G, Permanganates e.g. potassium permanganates,,
2018,Germany as a whole,EAV-160902-G, Chromates (potassium chromate potassium or sodium dichromates),3,0.0
2018,Germany as a whole,EAV-160903-G, Peroxides,13,0.1
2018,Germany as a whole,EAV-160904-G, oxidizing substances,4,0.1
2018,Germany as a whole,EAV-161001-G, Liquid wastes with hazardous substances,299,22.0
2018,Germany as a whole,EAV-161002-U, Watery liquid waterfalls (without 161001),291,65.3
2018,Germany as a whole,EAV-161003-G, Water concentrate with dangerous substances,91,1.7
2018,Germany as a whole,EAV-161004-U, Water Concentrate (without 161003),12,0.8
2018,Germany as a whole,EAV-161101-G, Fire-fighting materials made from metallurgy. processes,13,5.5
2018,Germany as a whole,EAV-161102-U, Fireproof Mat. made of metallurgical. Proc. (oh.161101),27,1.4
2018,Germany as a whole,EAV-161103-G, Other clothing and fireproof materials,44,29.2
2018,Germany as a whole,EAV-161104-U, Fireproof Mat. made of metallurgical. percent (oh.161103),220,446.4
2018,Germany as a whole,EAV-161105-G, Fire-fighting materials made from non-metallurgy. Proc.,58,9.5
2018,Germany as a whole,EAV-161106-U,Refractory mat. a. non-metallurgical process (oh.161105),131,36.5
2018,Germany as a whole,EAV-17,construction and demolition waste,,
2018,Germany as a whole,EAV-170101-U, concrete,809,343.1
2018,Germany as a whole,EAV-170102-U, brick,231,30.7
2018,Germany as a whole,EAV-170103-U, Tiles and Ceramics,215,21.2
2018,Germany as a whole,EAV-170106-G, Mixtures from o. separate fractions v. concrete etc,257,76.9
2018,Germany as a whole,EAV-170107-U, Mixes of concrete brick etc. (oh.170106),2577,626.3
2018,Germany as a whole,EAV-170201-U, wooden,4372,208.6
2018,Germany as a whole,EAV-170202-U, glasses,711,12.7
2018,Germany as a whole,EAV-170203-U, plastic,804,25.6
2018,Germany as a whole,EAV-170204-G, Glass plastic and wood with dangerous substances,964,49.7
2018,Germany as a whole,EAV-170301-G, coal-based bituminous,227,93.7
2018,Germany as a whole,EAV-170302-U, Bitumen mixtures (without 170301),483,187.5
2018,Germany as a whole,EAV-170303-G, Kohltan oil and oil containing products,218,3.6
2018,Germany as a whole,EAV-170401-U, Copper bronze brass,1264,21.5
2018,Germany as a whole,EAV-170402-U, aluminum,2148,82.7
2018,Germany as a whole,EAV-170403-U, white,115,1.5
2018,Germany as a whole,EAV-170404-U, Zinc,74,1.1
2018,Germany as a whole,EAV-170405-U, Iron and Steel,4700,1243.0
2018,Germany as a whole,EAV-170406-U, tin,47,0.3
2018,Germany as a whole,EAV-170407-U, mixed metals,2176,210.2
2018,Germany as a whole,EAV-170409-G,metallabs containing hazardous substances,112,4.3
2018,Germany as a whole,EAV-170410-G, Cables that contain oil coal tar etc. substances incl.,141,4.1
2018,Germany as a whole,EAV-170411-U, Cable (OH 170410),2210,32.6
2018,Germany as a whole,EAV-170503-G, Soil and rocks that contain hazardous substances,234,432.3
2018,Germany as a whole,EAV-170504-U, Soil and Stones (OH 170503),760,2687.2
2018,Germany as a whole,EAV-170505-G, Dredged material which contains dangerous substances,5,0.5
2018,Germany as a whole,EAV-170506-U, Dredged material (without 170505),26,13.3
2018,Germany as a whole,EAV-170507-G, Track Ballast the dangerous stuff contained,17,77.5
2018,Germany as a whole,EAV-170508-U, Track ballast (OH 170507),46,367.7
2018,Germany as a whole,EAV-170601-G, Damp material that contains asbestos,32,0.9
2018,Germany as a whole,EAV-170603-G, Different insulation material,1936,26.2
2018,Germany as a whole,EAV-170604-U, Insulation material (oh 170601 and 170603),649,14.2
2018,Germany as a whole,EAV-170605-G, asbestos containing materials,693,17.8
2018,Germany as a whole,EAV-170801-G, De-cleaned building materials on a plaster basis,13,0.4
2018,Germany as a whole,EAV-170802-U, Gypsum-based building materials (oh 170801),617,43.2
2018,Germany as a whole,EAV-170901-G, Build-and-Breakdown Falls which contain quicksilver,8,2.6
2018,Germany as a whole,EAV-170902-G,Construction and demolition waste that contain PCBs,26,0.9
2018,Germany as a whole,EAV-170903-G, Other construction and demolition cases,131,5.9
2018,Germany as a whole,EAV-170904-U, Mixed construction and demolition waste (oh.170901-170903),3661,129.1
2018,Germany as a whole,EAV-18,Fall from the medical care,,
2018,Germany as a whole,EAV-180101-U, Sharp or sharp objects (outside 180103),76,0.7
2018,Germany as a whole,EAV-180102-U, Body parts organs blood preservation (other 180103),530,3.4
2018,Germany as a whole,EAV-180103-G, Waste (esp. requirement from infection prevention sight),734,6.3
2018,Germany as a whole,EAV-180104-U, Wraps plaster wraps wash one-way clothing diapers,728,253.7
2018,Germany as a whole,EAV-180106-G, Chemicals which consist of dangerous substances,75,1.9
