Year,EAV Code,Waste Description,Number Of Waste Producers,Quantities Of Waste (1000t),Quantities Of Waste Generated By Primary Producers (1000t)
2017,EAV-191305-G,Sludges from groundwater remediation,26.0,1.0,0.9
2017,EAV-191307-G,Aqueous waste and concentrates from groundwater remediation.,23.0,0.8,0.8
2017,EAV-20,Municipal waste (household waste and similar waste),758.0,111.4,75.5
2017,EAV-200113-G,solvent,276.0,9.6,7.6
2017,EAV-200114-G,acids,240.0,1.6,1.1
2017,EAV-200115-G,Lye,232.0,1.7,1.3
2017,EAV-200117-G,Photochemical,143.0,0.5,0.4
2017,EAV-200119-G,Pesticides,266.0,2.3,1.6
2017,EAV-200121-G,Fluorescent tubes and other waste containing mercury,224.0,2.2,2.0
2017,EAV-200123-G,Used devices with chlorofluorocarbons,87.0,3.2,2.8
2017,EAV-200126-G,Oils and fats (without 200125),75.0,1.1,1.0
2017,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",348.0,21.5,17.2
2017,EAV-200129-G,Detergents containing dangerous substances,93.0,0.8,0.7
2017,EAV-200131-G,Cytotoxic and cytostatic drugs,5.0,0.0,0.0
2017,EAV-200133-G,Batteries and accumulators (160601-160603),87.0,2.3,2.2
2017,EAV-200135-G,"Used electrical devices (oh.200121,200123)",135.0,31.4,13.5
2017,EAV-200137-G,Wood containing dangerous substances,100.0,33.2,24.0
2018,EAV-01,Waste from the extraction of mineral resources,23.0,60.3,57.5
2018,EAV-010304-G,Acid-forming tailings a. sul. ore,,,
2018,EAV-010305-G,Other processing residues with hazardous substances,,,
2018,EAV-010307-G,Waste from processing metal-bearing mineral resources,,,
2018,EAV-010407-G,Waste from further processing non-metal Mineral resources,3.0,20.6,20.6
2018,EAV-010505-G,Oily drilling muds and wastes,16.0,13.0,10.2
2018,EAV-010506-G,Drilling muds and other drilling waste with hazardous substances,5.0,26.5,26.5
2018,EAV-02,"Waste from agriculture, forestry, etc.",62.0,1.4,1.0
2018,EAV-020108-G,Agricultural chemical waste,62.0,1.4,1.0
2018,EAV-03,"Waste from wood processing, etc.",22.0,0.5,0.5
2018,EAV-030104-G,"Sawdust, shavings, cuttings, wood, chipboard",6.0,0.3,0.3
2018,EAV-030201-G,Halogen-free organic wood preservatives,5.0,0.1,
2018,EAV-030202-G,Organochlorine wood preservatives,5.0,0.1,0.1
2018,EAV-030203-G,Metallo-organic wood preservatives,,,
2018,EAV-030204-G,Inorganic wood preservatives,,,
2018,EAV-030205-G,Other wood preservatives containing dangerous substances,6.0,0.0,0.0
2018,EAV-04,"Waste from the leather, fur and textile industries",8.0,0.4,0.4
2018,EAV-040103-G,"Degreasing waste, solvent-free, non-liquid phase",,,
2018,EAV-040214-G,waste from the finish with organ. solvent,,,
2018,EAV-040216-G,Dyes and pigments with hazardous substances,5.0,0.2,0.2
2018,EAV-040219-G,Textile industry: sludge (own waste water treatment),,,
2018,EAV-05,"Waste from petroleum refining, natural gas purification",136.0,70.0,64.7
2018,EAV-050102-G,Petroleum refining: desalination sludges,,,
2018,EAV-050103-G,Petroleum refining: bottom sludge from tanks,45.0,24.1,23.1
2018,EAV-050104-G,Petroleum Refining: Acid Alkyl Sludges,,,
2018,EAV-050105-G,Petroleum Refining: Oil Spills,,,
2018,EAV-050106-G,Petroleum refining: oil holding.sludges a.operation process.,60.0,14.8,11.0
2018,EAV-050107-G,Petroleum refining: acid tars,,,
2018,EAV-050108-G,Petroleum refining: Other teas,6.0,0.5,0.5
2018,EAV-050109-G,Petroleum refinery: sludge (in-house waste water treatment),10.0,12.0,11.9
2018,EAV-050111-G,Petroleum refinery: Removal from pure fuel. with bases,,,
2018,EAV-050112-G,Petroleum refining: Acidic oils,,,
2018,EAV-050115-G,Petroleum Refining: Used filter clays,7.0,0.9,0.6
2018,EAV-050601-G,Coal pyrolysis: acid tars,,,
2018,EAV-050603-G,Kohlepyrolyse: Andere Teere,36.0,17.3,17.1
2018,EAV-050701-G,"Natural gas cleaning, transport: mercury h. waste",,,
2018,EAV-06,Waste from inorganic chemical processes,954.0,365.2,321.4
2018,EAV-060101-G,sulfuric acid and sulphurous acid,177.0,150.8,146.4
2018,EAV-060102-G,hydrochloric acid,50.0,8.0,7.7
2018,EAV-060103-G,hydrofluoric acid,11.0,0.1,0.1
2018,EAV-060104-G,Phosphoric acid and phosphorous acid,46.0,2.4,2.2
2018,EAV-060105-G,Nitric acid and nitrous acid,50.0,1.6,1.6
2018,EAV-060106-G,Other acids,232.0,24.8,21.2
2018,EAV-060201-G,Calciumhydroxid,14.0,1.4,1.4
2018,EAV-060203-G,Ammoniumhydroxid,65.0,3.4,2.0
2018,EAV-060204-G,Sodium and potassium hydroxide,50.0,12.4,10.7
2018,EAV-060205-G,Other Bases,238.0,17.4,15.7
2018,EAV-060311-G,Solid salts and solutions containing cyanide,23.0,0.6,0.5
2018,EAV-060313-G,Solid salts and solutions containing heavy metals,119.0,11.5,10.2
2018,EAV-060315-G,Metal oxides containing heavy metals,33.0,3.8,3.5
2018,EAV-060403-G,Waste containing arsenic,15.0,0.6,0.6
2018,EAV-060404-G,Waste containing mercury,127.0,1.8,1.6
2018,EAV-060405-G,Waste containing other heavy metals,83.0,57.7,31.0
2018,EAV-060502-G,Sludge from in-house wastewater treatment,109.0,48.3,47.2
2018,EAV-060602-G,Waste containing hazardous sulphides,6.0,0.8,0.7
2018,EAV-060701-G,Asbestos-containing waste from electrolysis,,,
2018,EAV-060702-G,Activated carbon from chlorine production,,,
2018,EAV-060703-G,Mercurial barium sulfate sludges,,,
2018,EAV-060704-G,"Solutions and acids, e.g. contact acid",,,
2018,EAV-060802-G,Hazardous waste containing chlorosilanes,6.0,5.0,5.0
2018,EAV-060903-G,Calcium-based reaction wastes,,,
2018,EAV-061002-G,Nitrogen.Chemistry.: Waste with hazardous substances,5.0,0.1,0.1
2018,EAV-061301-G,"Inorganic pesticides, wood preservatives",32.0,0.2,0.1
2018,EAV-061302-G,Used activated carbon (without 060702),62.0,2.7,2.4
2018,EAV-061304-G,Waste from asbestos processing,6.0,1.0,0.6
2018,EAV-061305-G,Oven and chimney soot,,,
2018,EAV-07,Waste from organic chemical processes,1708.0,1274.0,1217.2
2018,EAV-070101-G,"Organic basic chemicals: Aqueous wash bottles, mother liquors",165.0,52.3,43.9
2018,EAV-070103-G,"Organic basic chemicals: halogen organic solvents, washing bottle",99.0,28.5,28.0
2018,EAV-070104-G,"Organic basic chemicals: solvents, washing liquids",362.0,127.2,117.1
2018,EAV-070107-G,"Org.Basic chem.: Halogen.Reaction-, Distill.reset.",43.0,39.6,39.1
2018,EAV-070108-G,Org.Basic chemistry: reaction and distillation residues.,144.0,103.9,101.8
2018,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",15.0,0.6,0.6
2018,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",37.0,3.2,3.0
2018,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),43.0,10.8,10.8
2018,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",77.0,27.2,26.5
2018,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",42.0,3.1,3.1
2018,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",145.0,31.9,31.2
2018,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,39.0,5.1,5.0
2018,EAV-070208-G,Plastics: reaction and distillation residues,390.0,88.2,83.0
2018,EAV-070209-G,"Plastics: Halog. filter cake, absorbent mat.",6.0,0.2,0.2
2018,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",45.0,7.0,6.8
2018,EAV-070211-G,Plastics: sludge (company wastewater tank),13.0,1.3,0.9
2018,EAV-070214-G,Plastics: Waste from additives with dangerous St.,42.0,4.0,3.5
2018,EAV-070216-G,Plastics: Danger. Waste containing silicone,6.0,0.9,0.9
2018,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",31.0,4.4,3.9
2018,EAV-070303-G,"Organic dyes: Halogenorg. solvent, washbottle",23.0,0.9,0.7
2018,EAV-070304-G,"Organic dyes: solvents, washing liquids",207.0,33.4,30.2
2018,EAV-070307-G,Organic dyes: halogen. Reaction and distillation reset.,7.0,1.9,1.8
2018,EAV-070308-G,Organic dyes: reaction and distillation residues,22.0,6.5,6.2
2018,EAV-070309-G,"Organic dyes: Halog. Filter cake, absorbent mat.",4.0,0.2,0.2
2018,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",7.0,0.4,0.4
2018,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),,,
2018,EAV-070401-G,"Pesticides: Aqueous wash, mother liquor.",25.0,36.5,36.4
2018,EAV-070403-G,"Plant protection with: halogen organic solvents, washing fl.",20.0,128.7,126.2
2018,EAV-070404-G,"Pesticides: Organ. Solvents, detergents",12.0,22.4,22.4
2018,EAV-070407-G,Plant protection with: halogen reaction and distillation residue,11.0,37.7,37.7
2018,EAV-070408-G,"Pesticides: reaction, distillation residue",13.0,6.4,6.4
2018,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",5.0,0.2,0.2
2018,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",4.0,0.3,0.3
2018,EAV-070411-G,Plant protection: sludge (company wastewater tank),3.0,0.3,0.3
2018,EAV-070413-G,Pesticides: solid waste with dangerous goods,11.0,0.9,0.8
2018,EAV-070501-G,"Pharmaceuticals: Aqueous detergents, mother liquors",51.0,25.2,24.7
2018,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, washing fl.",42.0,9.9,9.8
2018,EAV-070504-G,"Pharmaceuticals: organ. Solvents, washing liquids.",84.0,78.7,78.7
2018,EAV-070507-G,"Pharmaceuticals: halogen.reaction, distill.residue",13.0,2.1,2.0
2018,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,50.0,5.9,5.5
2018,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",6.0,0.1,0.1
2018,EAV-070510-G,"Pharmaceuticals: filter cakes, absorbent materials",18.0,2.2,2.2
2018,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),6.0,0.9,0.9
2018,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous substances,47.0,1.6,1.6
2018,EAV-070601-G,"Fats, soaps: Aqueous washing bottles, mother liquors",118.0,30.4,28.2
2018,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",25.0,0.8,0.4
2018,EAV-070604-G,"Fats, soaps: organ. Solvents, washing liquids.",77.0,7.5,6.5
2018,EAV-070607-G,"Fats, soaps: Halogen.reaction, distill.residue.",4.0,0.1,0.1
2018,EAV-070608-G,"Fats, soaps: reaction, distillation residues",141.0,46.1,42.2
2018,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",,,
2018,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",19.0,2.8,2.8
2018,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",6.0,1.2,1.2
2018,EAV-070701-G,"Fine Chemicals: Aqueous washes, mother liquors",158.0,89.0,82.0
2018,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",104.0,20.1,18.6
2018,EAV-070704-G,"Fine chemicals: organ. Solvents, washing liquids.",168.0,58.5,56.4
2018,EAV-070707-G,"Fine Chemicals: Halogen.Reaction, Distill.resid.",31.0,14.1,13.9
2018,EAV-070708-G,Fine chemicals: reaction and distillation residues.,80.0,53.5,53.1
2018,EAV-070709-G,"Fine chemicals: halogen filter cake, absorbent mat.",25.0,0.6,0.6
2018,EAV-070710-G,"Fine chemicals: filter cake, absorbent materials",43.0,3.5,3.5
2018,EAV-070711-G,Fine chemicals: sludge (company wastewater tank),22.0,2.6,2.4
2018,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1345.0,212.7,180.7
2018,EAV-080111-G,Paint and varnish waste with hazardous substances,729.0,70.8,56.2
2018,EAV-080113-G,Paint and varnish sludges containing dangerous substances,322.0,36.5,29.1
2018,EAV-080115-G,"Paints, varnishes: Aqueous sludges with dangerous St.",145.0,19.4,17.6
2018,EAV-080117-G,Waste from paint or varnish removal,162.0,24.4,23.3
2018,EAV-080119-G,Aqueous suspensions containing paints or varnishes,51.0,16.7,15.5
2018,EAV-080121-G,Paint or varnish remover waste,11.0,0.5,0.5
2018,EAV-080312-G,Waste printing ink containing hazardous substances,108.0,6.0,5.0
2018,EAV-080314-G,Printing ink sludge containing dangerous substances,56.0,5.1,4.9
2018,EAV-080316-G,Waste from etching solutions,,,
2018,EAV-080317-G,Waste toner containing hazardous substances,,,
2018,EAV-080319-G,Dispersion beer,27.0,0.9,0.4
2018,EAV-080409-G,Adhesive and sealant waste with hazardous St.,303.0,29.2,25.7
2018,EAV-080411-G,Slurries containing adhesives and sealants,9.0,0.4,0.3
2018,EAV-080413-G,"Adhesives, sealants: Aqueous sludges with dangerous substances.",13.0,0.5,0.5
2018,EAV-080415-G,"Adhesive, sealant: Aqueous liquid waste with dangerous items",13.0,0.7,0.7
2018,EAV-080417-G,"Adhesives, sealants: resin oils",,,
2018,EAV-080501-G,isocyanate waste,60.0,1.2,0.9
2018,EAV-09,Waste from the photographic industry,164.0,14.8,11.2
2018,EAV-090101-G,Water-based developer and activator solutions,89.0,3.3,2.8
2018,EAV-090102-G,Offset printing plate developer solutions,86.0,6.6,4.8
2018,EAV-090103-G,Solvent-based developer solutions,,,
2018,EAV-090104-G,fixing baths,84.0,2.9,2.1
2018,EAV-090105-G,Bleaching solutions and bleach-fix baths,36.0,1.6,1.6
2018,EAV-090106-G,Waste containing silver from tank photographer. waste,,,
2018,EAV-090111-G,Disposable cameras with batteries (160601-160603),,,
2018,EAV-090113-G,Waste from silver recovery (excluding 090106),,,
2018,EAV-10,Waste from thermal processes,742.0,990.5,902.1
2018,EAV-100104-G,Filter dust and boiler dust from oil firing,21.0,2.9,2.9
2018,EAV-100109-G,sulfuric acid,,,
2018,EAV-100113-G,Filter dust from emulsified hydrocarbons,,,
2018,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",49.0,54.7,54.7
2018,EAV-100116-G,Filter dust from co-incineration of waste,33.0,28.7,24.8
2018,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,124.0,64.2,63.5
2018,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",10.0,2.9,2.9
2018,EAV-100122-G,Power plants etc.:Aqueous sludge a. Boiler cleaning.,9.0,1.2,1.2
2018,EAV-100207-G,"Iron, steel ind.: Solid waste from flue gas treatment.",73.0,227.0,226.1
2018,EAV-100211-G,"Iron, steel cylinder: oil content. Drain from cooling water tank.",6.0,4.7,4.7
2018,EAV-100213-G,"Iron and steel industry: sludges, filters. from exhaust gas tank.",14.0,101.2,88.7
2018,EAV-100304-G,Aluminum metallurgy: slags from initial melting,,,
2018,EAV-100308-G,Aluminum metallurgy:Salt slags a.Zweitschmel.,12.0,313.9,265.2
2018,EAV-100309-G,Aluminum metallurgy: Black dross a.Zweitsch.,,,
2018,EAV-100315-G,Aluminum Metallurgy: Scum (Flammable),50.0,40.1,28.9
2018,EAV-100317-G,Aluminum Metallurgy:Tarh. From anode manuf.,3.0,0.5,0.5
2018,EAV-100319-G,Aluminum metallurgy: filter dust with hazardous St.,13.0,3.6,3.6
2018,EAV-100321-G,Aluminum Metallurgy: Other Particles and Dust,16.0,3.2,3.2
2018,EAV-100323-G,Aluminum Metallurgy: Solid Abf. a. Exhaust gas treatment,27.0,20.2,18.7
2018,EAV-100325-G,"Aluminum metallurgy: sludges, filters, etc. exhaust gas tanks.",4.0,0.4,0.4
2018,EAV-100327-G,Aluminum Metallurgy: Oil H.Abf. from cooling water tank,3.0,0.5,0.5
2018,EAV-100329-G,Aluminum Metallurgy: Abf.a. tank v.salt slag,,,
2018,EAV-100401-G,Lead metallurgy: slags (primary and secondary smelting),7.0,31.5,31.5
2018,EAV-100402-G,"Lead Metal.: Scabies,Scum (First,Second.)",56.0,6.3,6.3
2018,EAV-100403-G,Bleimetallurgie: Calciumarsenat,,,
2018,EAV-100404-G,Lead metallurgy: filter dust,3.0,0.1,0.1
2018,EAV-100405-G,Lead Metallurgy: Other Particles and Dust,10.0,3.8,1.6
2018,EAV-100406-G,Lead Metallurgy: Solid waste from flue gas treatment,,,
2018,EAV-100407-G,"Lead metallurgy: sludges, filters. from exhaust gas tank.",,,
2018,EAV-100409-G,Lead Metallurgy: Oil H. Waste from cooling water tank.,,,
2018,EAV-100503-G,Zinc metallurgy: filter dust,11.0,0.5,0.5
2018,EAV-100505-G,Zinc Metallurgy: Solid waste from waste gas treatment,4.0,0.3,0.3
2018,EAV-100506-G,"Zinc Metallurgy: Slurries, Filterk. from exhaust gas tank.",,,
2018,EAV-100508-G,Zinc metallurgy: Ölh. Waste from cooling water tank.,,,
2018,EAV-100510-G,"Zinc metallurgy: dross, scum (flammable)",,,
2018,EAV-100603-G,Copper metallurgy: filter dust,8.0,1.3,1.2
2018,EAV-100606-G,Copper Metallurgy: Solid Waste a.Flue Gas Treatment,4.0,2.4,2.4
2018,EAV-100607-G,"Copper metallurgy: slurries, filter c. a.Exhaust tank",,,
2018,EAV-100609-G,Copper Metallurgy: Oil H.Abf. from cooling water tank.,,,
2018,EAV-100707-G,"Silver metal, among other things: oil-containing waste from cooling water tanks.",,,
2018,EAV-100808-G,"Non-ferrous metal: salt slags (first, second melting)",4.0,0.7,0.6
2018,EAV-100810-G,"Non-ferrous metallurgy: dross, scum (flammable)",6.0,1.0,1.0
2018,EAV-100812-G,Non-ferrous metal: tar. Waste from anode manufacturing,,,
2018,EAV-100815-G,Non-ferrous metallurgy: filter dust with dangerous substances,42.0,6.4,6.3
2018,EAV-100817-G,"Non-ferrous metallurgy: sludges, filters, etc., exhaust gas tanks.",3.0,0.3,0.3
2018,EAV-100819-G,Nonferrous Metallurgy: Oil H.Abf. from cooling water tank,,,
2018,EAV-100905-G,"Iron, steel: casting molds and sand before casting",,,
2018,EAV-100907-G,"Iron, steel: casting molds and sands after casting",14.0,4.2,3.5
2018,EAV-100909-G,"Iron, steel: filter dust containing dangerous substances",57.0,13.7,13.4
2018,EAV-100911-G,"Iron, steel: other particles with hazardous fabrics",4.0,0.6,0.5
2018,EAV-100913-G,"Iron, steel: Abf. v. Binders with dangerous St.",,,
2018,EAV-100915-G,"Iron,steel: waste from crack-indicating substances",,,
2018,EAV-101005-G,"Non-ferrous metal: casting molds, sand before casting",,,
2018,EAV-101007-G,"Non-ferrous metals: casting moulds, casting sands after casting",6.0,4.8,4.8
2018,EAV-101009-G,Non-ferrous metals: filter dust with hazardous substances,26.0,5.1,3.0
2018,EAV-101011-G,Non-ferrous metal: And. Particles with dangerous substances,,,
2018,EAV-101013-G,Non-ferrous metal:Abf.v. Binding agents with hazardous St.,,,
2018,EAV-101015-G,Non-ferrous metals: Abf. from crack-indicating substances.,,,
2018,EAV-101109-G,Mixture waste with hazardous materials v. i.e. Melt,9.0,0.9,0.6
2018,EAV-101111-G,Glass waste in small particles and glass dust,13.0,7.7,7.3
2018,EAV-101113-G,Glass polishing and glass grinding slurries,20.0,1.5,1.5
2018,EAV-101115-G,Glass production: Solid waste from waste gas treatment,46.0,3.5,3.3
2018,EAV-101117-G,"Glass production: sludges, filters. from exhaust gas tank",,,
2018,EAV-101119-G,Glass manufacturer: Solid Abf. a. company-owned wastewater tank,13.0,1.6,1.4
2018,EAV-101209-G,Ceramic products: solid waste a. flue gas treatment,21.0,5.8,3.9
2018,EAV-101211-G,Ceramic products: Glaze waste with heavy metals,7.0,0.2,0.2
2018,EAV-101309-G,Asbestos-containing waste a. Manufacture. v. asbestos cement,,,
2018,EAV-101312-G,Cement among others: Solid waste from exhaust gas treatment,8.0,2.0,2.0
2018,EAV-101401-G,Crematoriums:Mercury h. Waste from gas cleaning,61.0,0.8,0.6
2018,EAV-11,Waste from chemical surface treatment,2118.0,630.1,591.6
2018,EAV-110105-G,Surface treatment: Acid pickling solutions,521.0,81.4,75.6
2018,EAV-110106-G,Surface treatment: Acids n.e.c.,145.0,10.9,9.8
2018,EAV-110107-G,Surface treatment: Alkaline pickling solutions,484.0,93.3,88.8
2018,EAV-110108-G,Surface treatment: phosphating sludge,216.0,11.3,10.1
2018,EAV-110109-G,"Surface treatment: sludge, filter cake with gef.St.",921.0,110.3,95.3
2018,EAV-110111-G,Surface treatment: Aqueous rinsing liquid. m.f.st.,750.0,99.6,91.4
2018,EAV-110113-G,Surface treatment: Waste from degreasing with,204.0,17.5,16.1
2018,EAV-110115-G,"Surface treatment: eluates, sludges a. Membrane system",3.0,0.7,0.7
2018,EAV-110116-G,Surface treatment: ion exchange resins,,,
