GENESIS-Tabelle: 32161-0001
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;
Abfallarten;;;;
Erhebung über die Abfallerzeugung;;;;
Deutschland;;;;
;;;Betriebe;Erzeugte Abfallmenge
2018;EAV-130502-G;  Schlämme aus Öl-/Wasserabscheidern;1441;58,6
2018;EAV-130503-G;  Schlämme aus Einlaufschächten;366;9,2
2018;EAV-130506-G;  Öle aus Öl-/Wasserabscheidern;37;2,2
2018;EAV-130507-G;  Öliges Wasser aus Öl-/Wasserabscheidern;356;20,2
2018;EAV-130508-G;  Abfallgemische a.Sandfanganlagen, Öl-/Wasserabsch.;882;19,5
2018;EAV-130701-G;  Heizöl und Diesel;107;1,8
2018;EAV-130702-G;  Benzin;53;0,5
2018;EAV-130703-G;  Andere Brennstoffe (einschließlich Gemische);276;18,0
2018;EAV-130801-G;  Ölabfälle: Schlämme oder Emulsionen aus Entsalzern;-;-
2018;EAV-130802-G;  Ölabfälle: Andere Emulsionen;471;14,9
2018;EAV-130899-G;  Ölabfälle: Abfälle a.n.g.;330;15,5
2018;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;;
2018;EAV-140601-G;  Fluorchlorkohlenwasserstoffe, HFCKW, HFKW;75;0,1
2018;EAV-140602-G;  Andere halogenierte Lösemittel u. Lösemittelgem.;319;3,7
2018;EAV-140603-G;  Andere Lösemittel und Lösemittelgemische;3152;44,9
2018;EAV-140604-G;  Schlämme, feste Abfälle (halogenierte Lösemittel);12;0,8
2018;EAV-140605-G;  Schlämme, feste Abfälle (andere Lösemittel );51;0,9
2018;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;;
2018;EAV-150101-U;  Verpackungen aus Papier und Pappe;13961;1904,0
2018;EAV-150102-U;  Verpackungen aus Kunststoff;10430;459,3
2018;EAV-150103-U;  Verpackungen aus Holz;7668;541,3
2018;EAV-150104-U;  Verpackungen aus Metall;792;52,5
2018;EAV-150105-U;  Verbundverpackungen;347;67,1
2018;EAV-15010600-U;  Gemischte Verpackungen nicht differenzierbar;7725;593,3
2018;EAV-15010601-U;  Leichtverpackungen (LVP);1807;33,9
2018;EAV-15010602-U;  Gemischte Wertstoffe zus. mit Leichtverpackungen;93;3,8
2018;EAV-150107-U;  Verpackungen aus Glas;1074;92,4
2018;EAV-150109-U;  Verpackungen aus Textilien;29;0,7
2018;EAV-150110-G;  Verpackungen mit Rückständen gefährlicher Stoffe;4721;42,1
2018;EAV-150111-G;  Verpackungen aus Metall;79;1,2
2018;EAV-150202-G;  Aufsaug- und Filtermaterialien, Wischtücher;8465;94,6
2018;EAV-150203-U;  Aufsaug- und Filtermaterialien (ohne 150202);558;29,6
2018;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;;
2018;EAV-160103-U;  Altreifen;715;57,7
2018;EAV-160104-G;  Altfahrzeuge;30;6,7
2018;EAV-160106-U;  Altfahrzeuge ohne gefährliche Bestandteile;17;10,6
2018;EAV-160107-G;  Altfahrzeuge: Ölfilter;310;0,3
2018;EAV-160108-G;  Altfahrzeuge: Quecksilberhaltige Bauteile;7;0,0
2018;EAV-160109-G;  Altfahrzeuge: Bauteile, die PCB enthalten;-;-
2018;EAV-160110-G;  Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags);44;1,0
2018;EAV-160111-G;  Altfahrzeuge: Asbesthaltige Bremsbeläge;-;-
2018;EAV-160112-U;  Bremsbeläge (ohne 160111);27;2,6
2018;EAV-160113-G;  Altfahrzeuge: Bremsflüssigkeiten;135;0,5
2018;EAV-160114-G;  Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen;692;4,2
2018;EAV-160115-U;  Frostschutzmittel (ohne 160114);20;0,1
2018;EAV-160116-U;  Altfahrzeuge: Flüssiggasbehälter;3;0,0
2018;EAV-160117-U;  Altfahrzeuge: Eisenmetalle;279;172,1
2018;EAV-160118-U;  Altfahrzeuge: Nichteisenmetalle;184;104,5
2018;EAV-160119-U;  Altfahrzeuge: Kunststoffe;156;14,6
2018;EAV-160120-U;  Altfahrzeuge: Glas;131;4,3
2018;EAV-16012100-G;  Gefährl. Bauteile (oh.160107-160111,160113-160114);42;2,1
2018;EAV-16012101-G;  Gefährl. metall.Bauteile (oh.160107-11,160113-14);4;1,3
2018;EAV-16012102-G;  Gefährl. n.metall.Bauteile(oh.160107-11,160113-14);-;-
2018;EAV-16012200-U;  Bauteile nicht differenzierbar;34;4,0
2018;EAV-16012201-U;  Metallische Bauteile;18;2,9
2018;EAV-16012202-U;  Nicht metallische Bauteile;-;-
2018;EAV-160199-U;  Altfahrzeuge: Abfälle a.n.g.;24;0,4
2018;EAV-160209-G;  Transformatoren u. Kondensatoren, die PCB enthal.;222;1,0
2018;EAV-160210-G;  Gebrauchte Geräte, die PCB enthalten (oh.160209);8;0,0
2018;EAV-160211-G;  Gebrauchte Geräte;793;1,7
2018;EAV-160212-G;  Gebrauchte Geräte, die freies Asbest enthalten;29;0,1
2018;EAV-160213-G;  Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12);2096;18,8
2018;EAV-160214-U;  Gebrauchte Geräte (ohne 160209 bis 160213);2093;21,6
2018;EAV-16021500-G;  Aus gebrauchten Geräten entfernte gefährl.Bauteile;58;0,2
2018;EAV-16021501-G;  Quecksilberhaltige Abfälle;-;-
2018;EAV-16021502-G;  Leiterplatten;23;0,2
2018;EAV-16021503-G;  Tonerkartuschen;149;0,0
2018;EAV-16021504-G;  Kunststoffe mit bromiertem Flammschutzmittel;-;-
2018;EAV-16021505-G;  Asbesthaltige Bauteile;-;-
2018;EAV-16021506-G;  Kathodenstrahlröhren;-;-
2018;EAV-16021507-G;  Gasentladungslampen;3;0,0
2018;EAV-16021508-G;  Flüssigkristallanzeigen;-;-
2018;EAV-16021509-G;  Externe elektrische Leitungen;11;0,0
2018;EAV-16021510-G;  Bauteile, die feuerfeste Keramikfasern enthalten;-;-
2018;EAV-16021511-G;  Elektrolyt - Kondensatoren;-;-
2018;EAV-16021512-G;  Cadmium- oder selenhaltige Fotoleitertrommeln;-;-
2018;EAV-16021600-U;  Aus gebrauchten Geräten entf. Bauteile (oh.160215);707;13,5
2018;EAV-16021601-U;  Externe elektrische Leitungen (einschl. Kabel);288;1,2
2018;EAV-160303-G;  Fehlchargen:Anorganische Abfälle m.gefährl.Stoffen;113;5,0
2018;EAV-160304-U;  Anorganische Abfälle (ohne 160303);124;8,3
2018;EAV-160305-G;  Fehlchargen: Organische Abfälle m.gefährl. Stoffen;222;10,4
2018;EAV-160306-U;  Organische Abfälle (ohne 160305);175;15,1
2018;EAV-160401-G;  Munitionsabfälle;-;-
2018;EAV-160402-G;  Feuerwerkskörperabfälle;5;0,1
2018;EAV-160403-G;  Andere Explosivabfälle;29;0,3
2018;EAV-160504-G;  Gefährliche Stoffe enthaltende Gase in Druckbehäl.;2155;2,8
2018;EAV-160505-U;  Gase in Druckbehältern (ohne 160504);66;0,1
2018;EAV-160506-G;  Laborchemikalien aus gefährlichen Stoffen;1043;3,4
2018;EAV-160507-G;  Gebrauchte anorganische Chemikalien;1330;9,6
2018;EAV-160508-G;  Gebrauchte organische Chemikalien;1332;31,2
2018;EAV-160509-U;  Gebrauchte Chemikalien (ohne 160506-160508);118;3,2
2018;EAV-160601-G;  Bleibatterien;2039;26,0
2018;EAV-160602-G;  Ni-Cd-Batterien;155;0,1
2018;EAV-160603-G;  Quecksilber enthaltende Batterien;11;0,0
2018;EAV-160604-U;  Alkalibatterien (außer 160603);514;0,7
2018;EAV-160605-U;  Andere Batterien und Akkumulatoren;256;1,8
2018;EAV-160606-G;  Getrennt gesammelte Elektrolyte a. Batterien,Akku.;15;2,3
2018;EAV-160708-G;  Tanks, Fässer: Ölhaltige Abfälle;937;35,5
2018;EAV-160709-G;  Tanks, Fässer: Abfälle mit sonstigen gefährl. St.;137;13,9
2018;EAV-160799-U;  Tanks, Fässer: Abfälle a.n.g.;14;1,4
2018;EAV-160801-U;  Gebrauchte Katalysatoren (ohne 160807);33;1,0
2018;EAV-160802-G;  Gebrauchte Katalysat. m.gefährl.Übergangsmetallen;68;10,8
2018;EAV-160803-U;  Gebrauchte Katalysatoren mit Übergangsmetallen;15;1,2
2018;EAV-160804-U;  Gebrauchte Katalysatoren v. Crackproz.(oh. 160807);5;4,4
2018;EAV-160805-G;  Gebrauchte Katalysatoren mit Phosphorsäure;3;0,2
2018;EAV-160806-G;  Gebrauchte Flüssigkeiten (Katalysatoren);5;0,3
2018;EAV-160807-G;  Gebrauchte Katalysatoren mit gefährlichen Stoffen;84;3,7
2018;EAV-160901-G;  Permanganate, z.B. Kaliumpermanganat;-;-
2018;EAV-160902-G;  Chromate (Kaliumchromat,Kalium-o.Natriumdichromat);3;0,0
2018;EAV-160903-G;  Peroxide, z.B. Wasserstoffperoxid;13;0,1
2018;EAV-160904-G;  Oxidierende Stoffe a.n.g.;4;0,1
2018;EAV-161001-G;  Wässrige flüssige Abfälle mit gefährlichen Stoffen;299;22,0
2018;EAV-161002-U;  Wässrige flüssige Abfälle (ohne 161001);291;65,3
2018;EAV-161003-G;  Wässrige Konzentrate mit gefährlichen Stoffen;91;1,7
2018;EAV-161004-U;  Wässrige Konzentrate (ohne 161003);12;0,8
2018;EAV-161101-G;  Feuerfeste Materialien aus metallurg. Prozessen;13;5,5
2018;EAV-161102-U;  Feuerfeste Mat. aus metallurg. Proz. (oh.161101);27;1,4
2018;EAV-161103-G;  Andere Auskleidungen und feuerfeste Materialien;44;29,2
2018;EAV-161104-U;  Feuerfeste Mat. aus metallurg. Proz. (oh.161103);220;446,4
2018;EAV-161105-G;  Feuerfeste Materialien aus nichtmetallurg. Proz.;58;9,5
2018;EAV-161106-U;  Feuerfeste Mat. a. nichtmetallurg.Proz.(oh.161105);131;36,5
2018;EAV-17;Bau- und Abbruchabfälle;;
2018;EAV-170101-U;  Beton;809;343,1
2018;EAV-170102-U;  Ziegel;231;30,7
2018;EAV-170103-U;  Fliesen und Keramik;215;21,2
2018;EAV-170106-G;  Gemische aus o. getrennte Fraktionen v. Beton,u.a.;257;76,9
2018;EAV-170107-U;  Gemische aus Beton, Ziegeln, u.a. (oh.170106);2577;626,3
2018;EAV-170201-U;  Holz;4372;208,6
2018;EAV-170202-U;  Glas;711;12,7
2018;EAV-170203-U;  Kunststoff;804;25,6
2018;EAV-170204-G;  Glas, Kunststoff und Holz mit gefährlichen Stoffen;964;49,7
2018;EAV-170301-G;  Kohlenteerhaltige Bitumengemische;227;93,7
2018;EAV-170302-U;  Bitumengemische (ohne 170301);483;187,5
2018;EAV-170303-G;  Kohlenteer und teerhaltige Produkte;218;3,6
2018;EAV-170401-U;  Kupfer, Bronze, Messing;1264;21,5
2018;EAV-170402-U;  Aluminium;2148;82,7
2018;EAV-170403-U;  Blei;115;1,5
2018;EAV-170404-U;  Zink;74;1,1
2018;EAV-170405-U;  Eisen und Stahl;4700;1243,0
2018;EAV-170406-U;  Zinn;47;0,3
2018;EAV-170407-U;  Gemischte Metalle;2176;210,2
2018;EAV-170409-G;  Metallabfälle mit gefährlichen Stoffen;112;4,3
2018;EAV-170410-G;  Kabel,die Öl,Kohlenteer u.a. gefährl. Stoffe enth.;141;4,1
2018;EAV-170411-U;  Kabel (ohne 170410);2210;32,6
2018;EAV-170503-G;  Boden und Steine, die gefährliche Stoffe enthalten;234;432,3
2018;EAV-170504-U;  Boden und Steine (ohne 170503);760;2687,2
2018;EAV-170505-G;  Baggergut, das gefährliche Stoffe enthält;5;0,5
2018;EAV-170506-U;  Baggergut (ohne 170505);26;13,3
2018;EAV-170507-G;  Gleisschotter, der gefährliche Stoffe enthält;17;77,5
2018;EAV-170508-U;  Gleisschotter (ohne 170507);46;367,7
2018;EAV-170601-G;  Dämmmaterial, das Asbest enthält;32;0,9
2018;EAV-170603-G;  Anderes Dämmmaterial;1936;26,2
2018;EAV-170604-U;  Dämmmaterial (ohne 170601 und 170603);649;14,2
2018;EAV-170605-G;  Asbesthaltige Baustoffe;693;17,8
2018;EAV-170801-G;  Verunreinigte Baustoffe auf Gipsbasis;13;0,4
2018;EAV-170802-U;  Baustoffe auf Gipsbasis (ohne 170801);617;43,2
2018;EAV-170901-G;  Bau- und Abbruchabfälle, die Quecksilber enthalten;8;2,6
2018;EAV-170902-G;  Bau- und Abbruchabfälle, die PCB enthalten;26;0,9
2018;EAV-170903-G;  Sonstige Bau- und Abbruchabfälle;131;5,9
2018;EAV-170904-U;  Gemischte Bau- und Abbruchabf. (oh.170901-170903);3661;129,1
2018;EAV-18;Abfälle aus der medizinischen Versorgung;;
2018;EAV-180101-U;  Spitze oder scharfe Gegenstände (außer 180103);76;0,7
2018;EAV-180102-U;  Körperteile, Organe, Blutkonserven (außer 180103);530;3,4
2018;EAV-180103-G;  Abfälle (bes. Anford. aus infektionspräv. Sicht);734;6,3
2018;EAV-180104-U;  Wund-,Gipsverbände,Wäsche,Einwegkleidung,Windeln;728;253,7
2018;EAV-180106-G;  Chemikalien, die aus gefährlichen Stoffen bestehen;75;1,9
2018;EAV-180107-U;  Chemikalien (ohne 180106);21;2,3
2018;EAV-180108-G;  Zytotox. u. zytostatische Arzneimittel f.Menschen;495;1,5
2018;EAV-180109-U;  Arzneimittel (ohne 180108);142;8,0
2018;EAV-180110-G;  Amalgamabfälle aus der Zahnmedizin;8;0,0
2018;EAV-180201-U;  Spitze oder scharfe Gegenstände (ohne 180202);-;-
2018;EAV-180202-G;  Abfälle (bes. Anford. aus infektionspräv. Sicht);54;0,5
2018;EAV-180203-U;  Abfälle (oh. bes. Anford. a. infektionspräv.Sicht);38;1,8
2018;EAV-180205-G;  Chemikalien, die aus gefährlichen Stoffen bestehen;5;0,0
2018;EAV-180206-U;  Chemikalien (ohne 180205);-;-
2018;EAV-180207-G;  Zytotoxische u. zytostatische Arzneimittel f.Tiere;-;-
2018;EAV-180208-U;  Arzneimittel (ohne 180207);5;0,1
2018;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;;
2018;EAV-190102-U;  Verbrenn.,Pyrolyse:Eisenteile a.Rost-u.Kesselasche;4;1,2
2018;EAV-190105-G;  Verbrenn.,Pyrolyse: Filterkuchen aus Abgasbehandl.;6;24,6
2018;EAV-190106-G;  Verbrenn.,Pyrolyse: Wässrige flüss.Abf.a.Abgasbeh.;12;18,3
2018;EAV-190107-G;  Verbrenn.,Pyrolyse: Feste Abfälle a. Abgasbehandl.;16;34,3
2018;EAV-190110-G;  Verbrenn.,Pyrolyse: Gebr. Aktivkohle a. Abgasbeh.;7;0,8
2018;EAV-190111-G;  Verbrenn.,Pyrolyse: Rost-,Kesselaschen,Schlacken;27;118,6
2018;EAV-190112-U;  Rost- und Kesselaschen sowie Schlacken (oh.190111);31;348,7
2018;EAV-190113-G;  Verbrenn.,Pyrolyse: Filterstaub mit gefährl. St.;20;68,2
2018;EAV-190114-U;  Filterstaub (ohne 190113);5;0,0
2018;EAV-190115-G;  Verbrenn.,Pyrolyse: Kesselstaub m.gefährl. Stoffen;3;1,5
2018;EAV-190116-U;  Kesselstaub (ohne 190115);-;-
2018;EAV-190117-G;  Pyrolyseabfälle, die gefährliche Stoffe enthalten;3;0,4
2018;EAV-190118-U;  Pyrolyseabfälle (ohne 190117);-;-
2018;EAV-190119-U;  Verbrenn.,Pyrolyse:Sande aus Wirbelschichtfeuerung;-;-
2018;EAV-190199-U;  Verbrennung, Pyrolyse von Abfällen: Abfälle a.n.g.;-;-
2018;EAV-190203-U;  Vorgemischte Abfälle aus nicht gefährl. Abfällen;3;0,1
2018;EAV-190204-G;  Vorgemischte Abfälle m. mind. einem gefährl.Abfall;11;1,6
2018;EAV-190205-G;  Schlämme aus der physikal.-chemischen Behandlung;157;26,3
2018;EAV-190206-U;  Schlämme a. physikal.-chem.Behandlung (oh.190205);25;3,5
2018;EAV-190207-G;  Öl und Konzentrate aus Abtrennprozessen;67;16,4
2018;EAV-190208-G;  Flüssige brennbare Abfälle mit gefährl. Stoffen;4;3,5
2018;EAV-190209-G;  Feste brennbare Abfälle mit gefährlichen Stoffen;-;-
2018;EAV-190210-U;  Brennbare Abfälle (ohne 190208 und 190209);-;-
2018;EAV-190211-G;  Sonstige Abfälle, die gefährliche Stoffe enthalten;4;0,0
2018;EAV-19029900-U;  Physik.-chem. Behandlung v.Abfällen: Abfälle a.n.g;-;-
2018;EAV-19029950-U;  Durch Abfallbehandlung entstandene Produkte;-;-
2018;EAV-190304-G;  Als gefährl. eingestufte teilw. stabilisierte Abf.;-;-
2018;EAV-190305-U;  Stabilisierte Abfälle (ohne 190304);-;-
2018;EAV-190306-G;  Als gefährlich eingestufte verfestigte Abfälle;-;-
2018;EAV-190307-U;  Verfestigte Abfälle (ohne 190306);5;0,7
2018;EAV-190401-U;  Verglaste Abfälle;4;0,0
2018;EAV-190402-G;  Filterstaub u.a. Abfälle aus der Abgasbehandlung;-;-
2018;EAV-190403-G;  Nicht verglaste Festphase;-;-
2018;EAV-190404-U;  Wässrige flüssige Abfälle aus dem Tempern;-;-
2018;EAV-190501-U;  Nicht kompostierte Fraktion von Siedlungsabfällen;-;-
2018;EAV-190502-U;  Nicht kompostierte Fraktion v. tier.u.pflanzl.Abf.;-;-
2018;EAV-190503-U;  Nicht spezifikationsgerechter Kompost;-;-
2018;EAV-19059900-U;  Abfälle a.n.g. nicht differenzierbar;-;-
2018;EAV-19059901-U;  Kompost (spezifikationsgerecht);-;-
2018;EAV-190603-U;  Flüssigkeiten aus Behandlung von Siedlungsabfällen;-;-
2018;EAV-190604-U;  Gärrückstand/-schlamm aus Beh. v.Siedlungsabfällen;-;-
2018;EAV-190605-U;  Flüssigkeiten aus Beh. v. tier.u.pflanzl. Abfällen;-;-
2018;EAV-190606-U;  Gärrückstand/-schlamm a. Beh.v.tier.u.pflanzl.Abf.;-;-
2018;EAV-190699-U;  Anaerobe Behandlung von Abfällen: Abfälle a.n.g.;-;-
2018;EAV-190702-G;  Deponiesickerwasser, das gefährl. Stoffe enthält;-;-
2018;EAV-190703-U;  Deponiesickerwasser (ohne 190702);7;190,0
2018;EAV-190801-U;  Sieb- und Rechenrückstände;116;14,9
2018;EAV-190802-U;  Sandfangrückstände;151;28,2
2018;EAV-190805-U;  Schlämme aus der Behandlung v. kommunalem Abwasser;-;-
2018;EAV-190806-G;  Gesättigte oder verbrauchte Ionenaustauscherharze;62;0,4
2018;EAV-190807-G;  Lösungen u. Schlämme aus Regeneration v.Ionenaust.;-;-
2018;EAV-190808-G;  Schwermetallhaltige Abfälle aus Membransystemen;-;-
2018;EAV-190809-U;  Fett- u.Ölmischungen aus Ölabscheidern (Speiseöle);262;19,7
2018;EAV-190810-G;  Fett- u.Ölmischungen aus Ölabscheidern (oh.190809);16;0,7
2018;EAV-190811-G;  Schlämme aus biol.Behandlung von industr.Abwasser;23;350,1
2018;EAV-190812-U;  Schlämme a. biol.Beh.v.industr.Abwasser(oh.190811);66;213,2
2018;EAV-190813-G;  Schlämme mit gefährl. Stoffen aus industr.Abwasser;139;164,9
2018;EAV-190814-U;  Schlämme aus industriellem Abwasser (ohne 190813);291;89,4
2018;EAV-190899-U;  Abwasserbehandlungsanlagen: Abfälle a.n.g.;13;4,9
2018;EAV-190901-U;  Feste Abfälle aus Erstfiltration u. Siebrückstände;41;2,7
2018;EAV-190902-U;  Schlämme aus der Wasserklärung;143;100,6
2018;EAV-190903-U;  Schlämme aus der Dekarbonatisierung;36;83,2
2018;EAV-190904-U;  Gebrauchte Aktivkohle;75;5,6
2018;EAV-190905-U;  Gesättigte oder gebrauchte Ionenaustauscherharze;100;1,5
2018;EAV-190906-U;  Lösungen u. Schlämme aus Regeneration v.Ionenaust.;5;18,7
2018;EAV-190999-U;  Brauchwasser: Abfälle a.n.g.;8;5,6
2018;EAV-191001-U;  Eisen- und Stahlabfälle;63;13,6
2018;EAV-191002-U;  NE-Metall-Abfälle;29;3,5
2018;EAV-191003-G;  Schredderleichtfraktionen und Staub;-;-
2018;EAV-191004-U;  Schredderleichtfraktionen und Staub (ohne 191003);10;0,7
2018;EAV-191005-G;  Andere Fraktionen, die gefährl. Stoffe enthalten;-;-
2018;EAV-191006-U;  Andere Fraktionen (ohne 191005);3;3,1
2018;EAV-191101-G;  Altölaufbereitung: Gebrauchte Filtertone;11;1,6
2018;EAV-191102-G;  Altölaufbereitung: Säureteere;-;-
2018;EAV-191103-G;  Altölaufbereitung: Wässrige flüssige Abfälle;-;-
2018;EAV-191104-G;  Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen;-;-
2018;EAV-191105-G;  Altölaufber.: Schlämme (betriebseig.Abwasserbeh.);6;0,1
2018;EAV-191106-U;  Schlämme aus betriebs. Abwasserbehandl.(oh.191105);7;0,3
2018;EAV-191107-G;  Altölaufbereitung: Abfälle aus der Abgasreinigung;-;-
2018;EAV-19119900-U;  Abfälle a.n.g;3;0,1
2018;EAV-19119950-U;  Basisöl (Ausgangsstoff für Schmierstoff), (SK);-;-
2018;EAV-19119951-U;  Schmierstoff, (SS);3;0,0
2018;EAV-19119952-U;  Mitteldestillat Komponente;-;-
2018;EAV-19119953-U;  Heizöl leicht (inklusive Diesel), (HL);-;-
2018;EAV-19119954-U;  Heizöl schwer Komponente;-;-
2018;EAV-19119955-U;  Heizöl schwer, (HS);-;-
2018;EAV-19120100-U;  Mech.Abfallbehandlung: Papier, Pappe nicht diff.;199;48,8
2018;EAV-19120101-U;  Mech.Abfallbehandlung: Untere Sorten (Gruppe I);12;5,2
2018;EAV-19120102-U;  Mech.Abfallbehandlung: Mittlere Sorten (Gruppe II);10;5,7
2018;EAV-19120103-U;  Mech.Abfallbehandlung: Bessere Sorten (Gruppe III);4;1,0
2018;EAV-19120104-U;  Mech.Abfallbehandlung: Krafthaltige Sorten (Gr.IV);-;-
2018;EAV-19120105-U;  Mech.Abfallbehandlung: Sondersorten (Gruppe V);3;0,1
2018;EAV-191202-U;  Mech.Abfallbehandlung: Eisenmetalle;359;107,5
2018;EAV-191203-U;  Mech.Abfallbehandlung: Nichteisenmetalle;134;11,3
2018;EAV-191204-U;  Mech.Abfallbehandlung: Kunststoff und Gummi;312;37,5
2018;EAV-19120500-U;  Mech.Abfallbehandlung: Glas nicht differenzierbar;20;76,8
2018;EAV-19120501-U;  Mech.Abfallbehandlung: Weißglas;20;7,0
2018;EAV-19120502-U;  Mech.Abfallbehandlung: Braunglas;10;0,9
2018;EAV-19120503-U;  Mech.Abfallbehandlung: Grünglas;16;0,8
2018;EAV-19120504-U;  Mech.Abfallbehandlung: Buntglas;3;0,1
2018;EAV-19120505-U;  Mech.Abfallbehandlung: Mischglas;15;3,8
2018;EAV-191206-G;  Mech.Abfallbehandlung: Holz mit gefährl. Stoffen;6;4,2
2018;EAV-191207-U;  Holz (ohne 191206);66;24,3
2018;EAV-191208-U;  Mech.Abfallbehandlung: Textilien;14;0,7
2018;EAV-19120900-U;  Mech.Abfallbehandlung: Mineralien (Sand, Steine);50;23,6
2018;EAV-19120901-U;  Erzeugnisse für Verwendung im Straßen-u. Wegebau;-;-
2018;EAV-19120902-U;  Erzeugnisse für Verwendung im sonstigen Erdbau;-;-
2018;EAV-19120903-U;  Erzeugnisse f.d. Verwendung in Betonmischanlagen;-;-
2018;EAV-19120904-U;  Erzeugnisse für Verwendung in Asphaltmischanlagen;-;-
2018;EAV-19120905-U;  Erzeugnisse für sonstige Verwendung;-;-
2018;EAV-19120906-U;  Heißmischgut für den Straßen- und Wegebau;-;-
2018;EAV-191210-U;  Brennbare Abfälle (Brennstoffe aus Abfällen);40;28,5
2018;EAV-191211-G;  Sonstige Abfälle (einschl. Materialmischungen);16;5,6
2018;EAV-191212-U;  Sonstige Abfälle (ohne 191211);168;120,2
2018;EAV-191301-G;  Feste Abfälle aus der Sanierung von Böden;3;0,1
2018;EAV-191302-U;  Feste Abfälle aus Sanierung von Böden (oh.191301);3;7,3
2018;EAV-191303-G;  Schlämme aus der Sanierung von Böden;-;-
2018;EAV-191304-U;  Schlämme aus der Sanierung von Böden (oh.191303);-;-
2018;EAV-191305-G;  Schlämme aus der Sanierung von Grundwasser;8;0,3
2018;EAV-191306-U;  Schlämme aus Sanierung von Grundwasser (oh.191305);3;0,1
2018;EAV-191307-G;  Wässrige Abf.u.Konzentrate aus Grundwassersanier.;-;-
2018;EAV-191308-U;  Wässrige Abf.u.Konz. a.Grundwassersan. (oh.191307);-;-
2018;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);;
2018;EAV-200101-U;  Papier und Pappe;10042;1488,6
2018;EAV-200102-U;  Glas;1195;93,5
2018;EAV-200108-U;  Biologisch abbaubare Küchen- und Kantinenabfälle;3959;214,7
2018;EAV-200110-U;  Bekleidung;21;0,1
2018;EAV-200111-U;  Textilien;71;2,5
2018;EAV-200113-G;  Lösemittel;252;0,4
2018;EAV-200114-G;  Säuren;222;0,2
2018;EAV-200115-G;  Laugen;183;0,5
2018;EAV-200117-G;  Fotochemikalien;50;0,1
2018;EAV-200119-G;  Pestizide;54;0,0
2018;EAV-200121-G;  Leuchtstoffröhren u.a. quecksilberhaltige Abfälle;5401;10,3
2018;EAV-200123-G;  Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe;651;1,3
2018;EAV-200125-U;  Speiseöle und -fette;736;12,6
2018;EAV-200126-G;  Öle und Fette (ohne 200125);106;0,6
2018;EAV-200127-G;  Farben, Druckfarben, Klebstoffe und Kunstharze;335;1,9
2018;EAV-200128-U;  Farben,Druckfarben,Klebst.,Kunstharze (oh.200127);93;0,4
2018;EAV-200129-G;  Reinigungsmittel, die gefährliche Stoffe enthalten;113;0,3
2018;EAV-200130-U;  Reinigungsmittel (ohne 200129);44;0,1
2018;EAV-200131-G;  Zytotoxische und zytostatische Arzneimittel;5;0,0
2018;EAV-200132-U;  Arzneimittel (ohne 200131);90;4,3
2018;EAV-200133-G;  Batterien und Akkumulatoren (160601-160603);1234;0,9
2018;EAV-200134-U;  Batterien und Akkumulatoren (ohne 200133);306;0,4
2018;EAV-200135-G;  Gebrauchte elektrische Geräte (oh.200121,200123);4052;25,4
2018;EAV-200136-U;  Gebrauchte elektr.Geräte (oh.200121,200123,200135);1544;10,3
2018;EAV-200137-G;  Holz, das gefährliche Stoffe enthält;38;1,8
2018;EAV-200138-U;  Holz (ohne 200137);1101;79,8
2018;EAV-200139-U;  Kunststoffe;3197;197,8
2018;EAV-200140-U;  Metalle;4992;1088,5
2018;EAV-200141-U;  Abfälle aus der Reinigung von Schornsteinen;-;-
2018;EAV-200199-U;  Sonstige Fraktionen a.n.g.;-;-
2018;EAV-20019900-U;  Sonstige Fraktionen a.n.g. nicht differenzierbar;58;5,2
2018;EAV-20019901-U;  Gemischte Wertstoffe ohne Leichtverpackungen;30;0,6
2018;EAV-200201-U;  Biologisch abbaubare Abfälle;4546;187,9
2018;EAV-200202-U;  Boden und Steine;72;8,7
2018;EAV-200203-U;  Andere nicht biologisch abbaubare Abfälle;19;0,6
2018;EAV-20030100-U;  Gemischte Siedlungsabfälle nicht differenzierbar;3832;345,2
2018;EAV-20030101-U;  Hausmüll, hausmüllähnliche Gewerbeabfälle;3487;207,1
2018;EAV-20030102-U;  Hausmüllähnliche Gewerbeabfälle;10391;1030,9
2018;EAV-20030104-U;  Abfälle aus der Biotonne;578;19,8
2018;EAV-200302-U;  Marktabfälle;38;4,8
2018;EAV-200303-U;  Straßenkehricht;485;32,2
2018;EAV-200304-U;  Fäkalschlamm;239;31,6
2018;EAV-200306-U;  Abfälle aus der Kanalreinigung;151;8,7
2018;EAV-200307-U;  Sperrmüll;2296;51,1
2018;EAV-200399-U;  Siedlungsabfälle a.n.g.;91;4,5
2018;EAV-99;Gefährliche Abfälle;;
